,label time,predicted time,
1648,13.05,35.98052,22.93052
1649,5.45,7.6753144,2.2253144
1650,20.883333,43.757282,22.873949
1651,25.566668,32.92321,7.356542
1652,18.533333,25.719154,7.185821
1653,22.533333,91.03583,68.502497
1654,18.933332,54.767586,35.834254
1655,3.4166667,13.93922,10.5225533
1656,16.416666,38.6194,22.202734
1657,39.066666,47.372185,8.305519
1658,4.5833335,18.632175,14.0488415
1659,3.4333334,73.93084,70.4975066
1660,3.05,20.250767,17.200767
1661,11.8,14.664766,2.864766
1662,39.7,65.66205,25.96205
1663,24.683332,26.73029,2.046958
1664,14.366667,9.02467,5.341997
1665,57.15,79.30531,22.15531
1666,6.25,13.897087,7.647087
1667,19.283333,27.603058,8.319725
1668,17.55,47.335567,29.785567
1669,6.5833335,8.988556,2.4052225
1670,18.383333,39.67991,21.296577
1671,15.966666,18.027805,2.061139
1672,20.366667,39.841568,19.474901
1673,10.383333,12.009176,1.625843
1674,36.3,65.367065,29.067065
1675,5.75,13.304291,7.554291
1676,6.95,44.638428,37.688428
1677,39.183334,7.8380227,31.3453113
1678,19.6,23.884314,4.284314
1679,3.6333334,16.958374,13.3250406
1680,5.2,5.9797926,0.7797926
1681,14.916667,35.03567,20.119003
1682,10.133333,11.1017885,0.9684555
1683,9.15,3.9121697,5.2378303
1684,9.2,16.795465,7.595465
1685,6.55,18.43547,11.88547
1686,33.1,33.532814,0.432814
1687,19.766666,15.893173,3.873493
1688,8.983334,10.723382,1.740048
1689,22.716667,36.822887,14.10622
1690,5.983333,18.212769,12.229436
1691,37.133335,76.83476,39.701425
1692,7.6666665,18.07629,10.4096235
1693,3.5166667,5.7777147,2.261048
1694,59.216667,98.87419,39.657523
1695,7.3,6.2122946,1.0877054
1696,4,7.0194626,3.0194626
1697,15.5,12.171211,3.328789
1698,31.15,63.53631,32.38631
1699,29.133333,33.73472,4.601387
1700,6.983333,10.312563,3.32923
1701,14.333333,22.914888,8.581555
1702,4.983333,22.677805,17.694472
1703,23.383333,95.99573,72.612397
1704,6.383333,12.824731,6.441398
1705,11.583333,23.97172,12.388387
1706,5.0833335,9.735601,4.6522675
1707,8,7.604736,0.395264
1708,17.866667,9.628203,8.238464
1709,9.25,2,7.25
1710,4.5833335,43.676865,39.0935315
1711,8.116667,18.889797,10.77313
1712,22.966667,73.53027,50.563603
1713,16.533333,26.377254,9.843921
1714,30.133333,42.059677,11.926344
1715,39.633335,46.537865,6.90453
1716,35.9,80.51852,44.61852
1717,28.416666,37.978764,9.562098
1718,28.383333,47.35566,18.972327
1719,15.55,25.35657,9.80657
1720,16.316668,18.691631,2.374963
1721,15.216666,33.786446,18.56978
1722,20.85,34.19098,13.34098
1723,23.1,59.403656,36.303656
1724,31.566668,36.4053,4.838632
1725,4,12.600443,8.600443
1726,35.483334,52.08318,16.599846
1727,5.6833334,11.450357,5.7670236
1728,3.1166666,7.2908516,4.174185
1729,14.15,23.200958,9.050958
1730,11.733334,11.795802,0.062468
1731,53.95,54.645103,0.695103
1732,46.45,28.03381,18.41619
1733,5.4166665,16.580948,11.1642815
1734,8.516666,24.66101,16.144344
1735,47.65,134.66219,87.01219
1736,12.383333,26.609394,14.226061
1737,8.6,11.145703,2.545703
1738,30.716667,83.378876,52.662209
1739,7.15,8.890205,1.740205
1740,10.25,11.658476,1.408476
1741,31.4,74.48093,43.08093
1742,5.7833333,21.622522,15.8391887
1743,12.116667,23.393288,11.276621
1744,22.166666,37.343475,15.176809
1745,3.5166667,4.792653,1.2759863
1746,17.7,2,15.7
1747,78.5,139.39484,60.89484
1748,15.766666,24.163162,8.396496
1749,5.016667,16.256508,11.239841
1750,6.4166665,7.5552053,1.1385388
1751,15.983334,28.122232,12.138898
1752,8.75,18.177387,9.427387
1753,71.03333,76.36168,5.32835
1754,12.4,30.994213,18.594213
1755,5.0333333,7.530772,2.4974387
1756,6.0333333,2,4.0333333
1757,8.05,14.134615,6.084615
1758,10.783334,10.709545,0.073789
1759,13.483334,16.535694,3.05236
1760,19.583334,32.58861,13.005276
1761,58.533333,38.766987,19.766346
1762,5.35,11.364466,6.014466
1763,2.55,2,0.55
1764,13.533334,20.631424,7.09809
1765,29.816668,99.34396,69.527292
1766,10.95,33.69497,22.74497
1767,32.416668,74.47775,42.061082
1768,16.8,36.61475,19.81475
1769,28.1,42.325874,14.225874
1770,34.516666,77.31131,42.794644
1771,6.5333333,11.683381,5.1500477
1772,22.383333,61.62062,39.237287
1773,67.46667,146.97543,79.50876
1774,39.983334,51.882183,11.898849
1775,46.883335,79.52374,32.640405
1776,15.766666,33.657497,17.890831
1777,35.883335,68.545525,32.66219
1778,64,94.50076,30.50076
1779,21.4,55.67284,34.27284
1780,5.983333,3.4986606,2.4846724
1781,17.233334,24.545042,7.311708
1782,32.45,26.417429,6.032571
1783,18.983334,27.899899,8.916565
1784,20.466667,30.594492,10.127825
1785,9.1,15.102894,6.002894
1786,6.1833334,31.450718,25.2673846
1787,29.216667,53.731018,24.514351
1788,6.8166666,15.25065,8.4339834
1789,3.6166666,2.7534904,0.8631762
1790,6.0833335,78.25456,72.1712265
1791,22,31.452824,9.452824
1792,6.2833333,6.3783274,0.0949941
1793,33.55,59.196335,25.646335
1794,15.216666,75.81851,60.601844
1795,14.016666,26.644812,12.628146
1796,20.933332,35.83709,14.903758
1797,3.3,20.290419,16.990419
1798,45.333332,66.73401,21.400678
1799,12,16.634626,4.634626
1800,22.766666,29.698318,6.931652
1801,16.833334,30.971941,14.138607
1802,15.833333,29.662739,13.829406
1803,14.85,36.795937,21.945937
1804,5.7,2,3.7
1805,9.2,18.982578,9.782578
1806,7.4666667,14.826756,7.3600893
1807,3.75,23.950329,20.200329
1808,7.9,33.513435,25.613435
1809,17.916666,28.233852,10.317186
1810,6.9666667,30.37691,23.4102433
1811,26.4,36.996014,10.596014
1812,17.166666,76.764404,59.597738
1813,8.483334,22.20942,13.726086
1814,13.916667,20.25186,6.335193
1815,18.016666,24.363674,6.347008
1816,17.25,78.0116,60.7616
1817,6.2166667,10.020666,3.8039993
1818,12.266666,26.201584,13.934918
1819,17.166666,17.35086,0.184194
1820,6.983333,11.654348,4.671015
1821,16.916666,16.400383,0.516283
1822,34.266666,65.888145,31.621479
1823,23.133333,73.253174,50.119841
1824,10.633333,4.3719993,6.2613337
1825,9.55,15.615183,6.065183
1826,45.416668,42.768326,2.648342
1827,13.366667,11.301708,2.064959
1828,4.5833335,21.207348,16.6240145
1829,4.633333,13.622021,8.988688
1830,26.15,27.542091,1.392091
1831,8.016666,10.993661,2.976995
1832,20.283333,55.29064,35.007307
1833,7.7833333,10.65369,2.8703567
1834,6.366667,22.26648,15.899813
1835,4.5666666,6.0722513,1.5055847
1836,82.066666,138.12012,56.053454
1837,18.933332,39.47258,20.539248
1838,66.23333,94.854355,28.621025
1839,5.5333333,20.539108,15.0057747
1840,11.316667,46.646477,35.32981
1841,18.516666,48.088608,29.571942
1842,64.433334,111.56883,47.135496
1843,16.933332,32.625504,15.692172
1844,8.5,7.641646,0.858354
1845,17.35,60.906086,43.556086
1846,5.5666666,29.257298,23.6906314
1847,2.0166667,2,0.0166667
1848,4.5833335,15.459775,10.8764415
1849,5.766667,4.501836,1.264831
1850,20.65,27.845406,7.195406
1851,19.466667,41.118202,21.651535
1852,33.35,44.252254,10.902254
1853,4.383333,5.3037424,0.9204094
1854,10.65,24.110203,13.460203
1855,5.0333333,20.783154,15.7498207
1856,5.05,4.3375587,0.7124413
1857,12.666667,5.740736,6.925931
1858,13.933333,25.931126,11.997793
1859,53.016666,103.68486,50.668194
1860,6.616667,13.566125,6.949458
1861,5.6,30.076706,24.476706
1862,14.85,34.54799,19.69799
1863,16.766666,45.644463,28.877797
1864,15.683333,52.108356,36.425023
1865,21.416666,22.907703,1.491037
1866,3.45,10.269846,6.819846
1867,34.783333,66.49977,31.716437
1868,13.966666,51.22562,37.258954
1869,23.066668,79.27644,56.209772
1870,31.683332,79.88151,48.198178
1871,34.083332,48.898445,14.815113
1872,8.416667,25.716745,17.300078
1873,14.066667,13.330401,0.736266
1874,53.85,109.99852,56.14852
1875,18.033333,22.599697,4.566364
1876,33.183334,73.62227,40.438936
1877,21.866667,64.60101,42.734343
1878,16.016666,22.976109,6.959443
1879,19.45,13.667311,5.782689
1880,14.566667,34.923756,20.357089
1881,10.15,7.04831,3.10169
1882,20.55,52.879837,32.329837
1883,14.983334,20.812899,5.829565
1884,29.6,31.259628,1.659628
1885,13.55,21.969242,8.419242
1886,18.816668,45.923847,27.107179
1887,24.25,39.662617,15.412617
1888,15.633333,20.633654,5.000321
1889,6.233333,8.976282,2.742949
1890,4.55,4.672916,0.122916
1891,3.65,2,1.65
1892,11.516666,27.12407,15.607404
1893,23.233334,97.45616,74.222826
1894,10.483334,21.339235,10.855901
1895,17.733334,28.177704,10.44437
1896,14.45,21.90633,7.45633
1897,6.0333333,2,4.0333333
1898,19.666666,34.75023,15.083564
1899,30,40.79777,10.79777
1900,9.033334,9.786892,0.753558
1901,3.1166666,4.9939423,1.8772757
1902,14.433333,55.044792,40.611459
1903,36.25,77.75159,41.50159
1904,15.283334,11.309146,3.974188
1905,5.2166667,9.44044,4.2237733
1906,21.516666,23.724354,2.207688
1907,11.583333,17.87829,6.294957
1908,4.9666667,25.44218,20.4755133
1909,9.916667,3.106192,6.810475
1910,4.9333334,6.2234077,1.2900743
1911,20.533333,59.345303,38.81197
1912,4,4.495335,0.495335
1913,9.483334,4.5675154,4.9158186
1914,9.35,14.110807,4.760807
1915,2.75,7.4846153,4.7346153
1916,8.233334,13.140307,4.906973
1917,20.65,38.037468,17.387468
1918,5.55,2,3.55
1919,8.783334,2,6.783334
1920,55.666668,59.055084,3.388416
1921,6.85,6.262992,0.587008
1922,14.2,44.94812,30.74812
1923,9.683333,2,7.683333
1924,58.016666,91.672226,33.65556
1925,7.7,23.212349,15.512349
1926,66.98333,71.59758,4.61425
1927,12.966666,19.33415,6.367484
1928,6.7833333,28.042896,21.2595627
1929,8.4,8.914644,0.514644
1930,26.866667,60.057083,33.190416
1931,18,20.487339,2.487339
1932,12.75,15.380617,2.630617
1933,8.65,24.075047,15.425047
1934,8.016666,11.593632,3.576966
1935,10.483334,17.404549,6.921215
1936,39.333332,36.59999,2.733342
1937,15,2,13
1938,18.6,14.630278,3.969722
1939,7.016667,14.744154,7.727487
1940,49.383335,51.013905,1.63057
1941,28.6,38.458824,9.858824
1942,10.2,31.415031,21.215031
1943,22.533333,30.49967,7.966337
1944,31.816668,39.758934,7.942266
1945,61.583332,113.942116,52.358784
1946,38.716667,130.19151,91.474843
1947,4.8,17.298332,12.498332
1948,8.55,35.898125,27.348125
1949,24.1,65.59039,41.49039
1950,13,62.099968,49.099968
1951,34.45,48.60247,14.15247
1952,53.716667,63.466843,9.750176
1953,17.416666,28.539206,11.12254
1954,9,16.467396,7.467396
1955,18.55,49.040314,30.490314
1956,39.966667,26.6512,13.315467
1957,9.616667,24.531246,14.914579
1958,14.55,15.634683,1.084683
1959,9.483334,12.321522,2.838188
1960,2.7166667,8.379273,5.6626063
1961,117.38333,155.21631,37.83298
1962,7.9666667,24.727074,16.7604073
1963,10.216666,8.692665,1.524001
1964,35.366665,115.13878,79.772115
1965,21.85,37.908962,16.058962
1966,10.666667,16.490479,5.823812
1967,16.183332,45.698246,29.514914
1968,9.8,28.70972,18.90972
1969,5.516667,10.125568,4.608901
1970,3.95,2,1.95
1971,22.633333,43.549488,20.916155
1972,4.5666666,23.947052,19.3803854
1973,5.3166666,10.991459,5.6747924
1974,23.316668,50.399567,27.082899
1975,10.2,10.49647,0.29647
1976,7.7166667,19.920616,12.2039493
1977,5.233333,2.1859593,3.0473737
1978,18.983334,46.2479,27.264566
1979,4.766667,8.436241,3.669574
1980,58,56.88366,1.11634
1981,6.2,16.762184,10.562184
1982,21.9,26.861551,4.961551
1983,17.583334,55.651028,38.067694
1984,12.25,6.428399,5.821601
1985,19.316668,30.549562,11.232894
1986,12.05,27.08228,15.03228
1987,9.65,25.135605,15.485605
1988,11.55,27.781689,16.231689
1989,4.0333333,5.1815057,1.1481724
1990,5,10.943642,5.943642
1991,22.616667,54.136482,31.519815
1992,64.9,128.92075,64.02075
1993,3.2,19.218243,16.018243
1994,12.2,20.671259,8.471259
1995,15.983334,22.864222,6.880888
1996,33.9,70.183754,36.283754
1997,11.416667,70.324684,58.908017
1998,38.266666,37.530304,0.736362
1999,7.45,8.60892,1.15892
2000,17.1,23.081459,5.981459
2001,6.75,6.0904174,0.6595826
2002,19.516666,39.871895,20.355229
2003,11.2,76.742096,65.542096
2004,31.566668,55.214825,23.648157
2005,53.966667,91.71126,37.744593
2006,9.6,14.555435,4.955435
2007,18.1,14.4274235,3.6725765
2008,13.85,164.0347,150.1847
2009,5.0666666,6.6464148,1.5797482
2010,48.366665,70.674965,22.3083
2011,7.4,12.225822,4.825822
2012,12.533334,9.535322,2.998012
2013,8,5.286487,2.713513
2014,59.95,63.50203,3.55203
2015,20.266666,35.412407,15.145741
2016,7.983333,20.863262,12.879929
2017,10.816667,33.87737,23.060703
2018,59,105.58276,46.58276
2019,24.783333,46.538315,21.754982
2020,2.3833334,2,0.3833334
2021,20.75,30.342075,9.592075
2022,10.616667,9.603362,1.013305
2023,9.7,20.19591,10.49591
2024,6.9333334,16.379045,9.4457116
2025,8.666667,14.4356575,5.7689905
2026,10.616667,8.980645,1.636022
2027,22.183332,22.08083,0.102502
2028,17.583334,39.687683,22.104349
2029,11.033334,8.680565,2.352769
2030,5.35,88.94108,83.59108
2031,27.683332,10.272808,17.410524
2032,7.8,10.565965,2.765965
2033,43.95,59.96958,16.01958
2034,7.9,5.9584913,1.9415087
2035,3.6333334,2.56439,1.0689434
2036,19.65,8.762188,10.887812
2037,10.266666,8.03327,2.233396
2038,6,11.5759325,5.5759325
2039,2.6666667,12.558184,9.8915173
2040,4.516667,2,2.516667
2041,39.016666,56.425335,17.408669
2042,18.8,49.6446,30.8446
2043,10.483334,30.122375,19.639041
2044,5.266667,8.66217,3.395503
2045,4.5666666,9.180136,4.6134694
2046,8.1,2,6.1
2047,13.016666,29.4021,16.385434
2048,21.466667,59.41995,37.953283
2049,8.45,20.528044,12.078044
2050,19.3,45.612686,26.312686
2051,16.25,27.417759,11.167759
2052,20.183332,27.965733,7.782401
2053,75.85,32.82161,43.02839
2054,27.133333,67.683395,40.550062
2055,3.8666666,9.476954,5.6102874
2056,22.25,29.997797,7.747797
2057,37.933334,64.608215,26.674881
2058,50.35,80.72966,30.37966
2059,41.266666,152.64642,111.379754
2060,15.966666,16.792576,0.82591
2061,6.9666667,33.607246,26.6405793
2062,26.383333,55.987137,29.603804
2063,27.433332,40.591805,13.158473
2064,21.6,29.636711,8.036711
2065,18.116667,8.996116,9.120551
2066,13,16.175772,3.175772
2067,63.6,126.83809,63.23809
2068,5.5,5.416153,0.083847
2069,10.966666,22.91806,11.951394
2070,15.383333,31.460941,16.077608
2071,35.3,86.059555,50.759555
2072,8.95,2,6.95
2073,10.366667,23.83878,13.472113
2074,14.916667,47.459263,32.542596
2075,12.2,10.292435,1.907565
2076,31.15,32.978645,1.828645
2077,14.883333,24.246967,9.363634
2078,3.7166667,11.5336075,7.8169408
2079,27.766666,89.34162,61.574954
2080,24.4,49.77726,25.37726
2081,3.3,6.059915,2.759915
2082,34.4,53.047867,18.647867
2083,9.933333,10.954922,1.021589
2084,36.183334,23.942932,12.240402
2085,20,49.433098,29.433098
2086,9.833333,7.7347546,2.0985784
2087,15.333333,8.542833,6.7905
2088,6.3,19.427462,13.127462
2089,23.55,74.16258,50.61258
2090,7.2833333,2,5.2833333
2091,20.983334,105.36742,84.384086
2092,11.1,8.319735,2.780265
2093,16.733334,42.33921,25.605876
2094,27.883333,31.804516,3.921183
2095,9.233334,46.02536,36.792026
2096,6.7833333,7.0789156,0.2955823
2097,14.533334,33.46941,18.936076
2098,9.016666,10.164671,1.148005
2099,26.75,59.557243,32.807243
2100,8.2,7.3087034,0.8912966
2101,13.75,26.385662,12.635662
2102,4.0833335,7.3866267,3.3032932
2103,15.033334,42.093544,27.06021
2104,10.466666,21.161308,10.694642
2105,6.733333,2,4.733333
2106,21.4,53.05528,31.65528
2107,11.166667,13.064814,1.898147
2108,28.316668,34.543728,6.22706
2109,28,64.86051,36.86051
2110,6.7833333,2,4.7833333
2111,23.2,22.028173,1.171827
2112,13.683333,61.788643,48.10531
2113,18.016666,58.55536,40.538694
2114,10.25,15.625722,5.375722
2115,33.066666,33.29384,0.227174
2116,11.283334,11.068509,0.214825
2117,18.533333,33.517563,14.98423
2118,20.983334,21.434677,0.451343
2119,35.583332,53.37006,17.786728
2120,29.883333,93.95682,64.073487
2121,9.9,15.317722,5.417722
2122,14.233334,53.71634,39.483006
2123,7.75,6.185574,1.564426
2124,10.883333,9.839464,1.043869
2125,12.2,2,10.2
2126,4.483333,8.612605,4.129272
2127,34.083332,49.68334,15.600008
2128,37.233334,76.28849,39.055156
2129,13.25,80.72448,67.47448
2130,6.2,5.114462,1.085538
2131,34.833332,27.90449,6.928842
2132,16.733334,31.381058,14.647724
2133,19.85,49.54195,29.69195
2134,8.8,34.42779,25.62779
2135,4.9666667,3.7767313,1.1899354
2136,2.2,2,0.2
2137,24.933332,65.53768,40.604348
2138,6.3166666,11.933529,5.6168624
2139,24.15,64.347855,40.197855
2140,7.2166667,10.660077,3.4434103
2141,8.55,6.367423,2.182577
2142,8.466666,24.008614,15.541948
2143,5.5833335,13.528564,7.9452305
2144,14.733334,31.555658,16.822324
2145,32.75,47.924305,15.174305
2146,37.6,31.236,6.364
2147,4.2,12.9507265,8.7507265
2148,13.183333,7.709536,5.473797
2149,54.25,74.69919,20.44919
2150,19.766666,47.699593,27.932927
2151,52.983334,105.562874,52.57954
2152,26.816668,23.89271,2.923958
2153,11.716666,27.765955,16.049289
2154,8,21.242624,13.242624
2155,62.983334,84.69893,21.715596
2156,11.016666,26.909847,15.893181
2157,19.35,34.67245,15.32245
2158,5.8,28.386953,22.586953
2159,16.266666,32.195087,15.928421
2160,42.266666,38.807457,3.459209
2161,12.75,39.94027,27.19027
2162,11.283334,35.123814,23.84048
2163,27.266666,32.646935,5.380269
2164,4.6,11.311226,6.711226
2165,4.9666667,3.5102718,1.4563949
2166,7.1833334,10.538661,3.3553276
2167,23.4,67.0672,43.6672
2168,25.8,36.50575,10.70575
2169,17.416666,34.961075,17.544409
2170,13.033334,8.8608265,4.1725075
2171,17.033333,43.46272,26.429387
2172,9.783334,32.08957,22.306236
2173,7,15.483349,8.483349
2174,34.883335,53.990734,19.107399
2175,13.316667,24.479288,11.162621
2176,37.95,27.51729,10.43271
2177,8.083333,4.2940083,3.7893247
2178,17.783333,59.018562,41.235229
2179,19.166666,8.178125,10.988541
2180,5.383333,8.670911,3.287578
2181,6.616667,12.154352,5.537685
2182,34.333332,71.16049,36.827158
2183,14.933333,33.54101,18.607677
2184,63.783333,122.66522,58.881887
2185,9.766666,13.154099,3.387433
2186,9.1,20.256197,11.156197
2187,9.483334,8.554535,0.928799
2188,14.766666,37.414345,22.647679
2189,47.166668,89.717636,42.550968
2190,25.566668,39.254177,13.687509
2191,28.616667,45.5029,16.886233
2192,2.8,2,0.8
2193,5.633333,2,3.633333
2194,21.816668,14.051707,7.764961
2195,21.233334,20.762466,0.470868
2196,20.6,39.64472,19.04472
2197,15.483334,30.16871,14.685376
2198,7.3166666,2,5.3166666
2199,5.4666667,8.32497,2.8583033
2200,29.083334,23.391998,5.691336
2201,3.6666667,8.754702,5.0880353
2202,35.85,57.83129,21.98129
2203,32.083332,53.315437,21.232105
2204,16.5,33.244198,16.744198
2205,7.4666667,9.575061,2.1083943
2206,15.65,27.338684,11.688684
2207,18.916666,11.690696,7.22597
2208,15.266666,15.444517,0.177851
2209,6.866667,6.14253,0.724137
2210,9.133333,2,7.133333
2211,6.55,6.3136225,0.2363775
2212,5.4333334,8.035724,2.6023906
2213,3.4,12.585018,9.185018
2214,13.366667,26.37349,13.006823
2215,29.533333,46.355564,16.822231
2216,8.4,19.191908,10.791908
2217,18.916666,58.45402,39.537354
2218,37.383335,58.19865,20.815315
2219,43.283333,78.5027,35.219367
2220,10.3,23.179846,12.879846
2221,76.833336,42.209137,34.624199
2222,19.3,40.981277,21.681277
2223,31.266666,41.635437,10.368771
2224,15.533334,16.098595,0.565261
2225,5.2166667,2,3.2166667
2226,8.066667,6.1714387,1.8952283
2227,13.85,28.250685,14.400685
2228,42.183334,40.809166,1.374168
2229,7.55,16.901728,9.351728
2230,8.9,17.227966,8.327966
2231,14.983334,9.934859,5.048475
2232,7.4166665,62.949707,55.5330405
2233,9.916667,8.123293,1.793374
2234,6.6666665,17.304329,10.6376625
2235,21.6,23.042988,1.442988
2236,58.966667,53.915855,5.050812
2237,30.583334,59.014587,28.431253
2238,17.216667,30.801933,13.585266
2239,5.25,11.699503,6.449503
2240,3.7833333,2,1.7833333
2241,19.966667,41.22246,21.255793
2242,17.366667,36.992218,19.625551
2243,15.233334,18.673786,3.440452
2244,27.3,47.81266,20.51266
2245,22,33.086685,11.086685
2246,28.766666,34.696507,5.929841
2247,38.1,37.297012,0.802988
2248,15.766666,23.675716,7.90905
2249,10.5,25.599524,15.099524
2250,21.683332,18.829432,2.8539
2251,5.85,15.7582245,9.9082245
2252,13.583333,2,11.583333
2253,15.55,39.884422,24.334422
2254,22.366667,23.153215,0.786548
2255,33.933334,51.22055,17.287216
2256,31.766666,37.296036,5.52937
2257,20.166666,30.338566,10.1719
2258,7.6,8.091761,0.491761
2259,53.85,81.728966,27.878966
2260,9.633333,15.013145,5.379812
2261,20.6,15.819284,4.780716
2262,27.316668,23.626682,3.689986
2263,23.75,20.875933,2.874067
2264,14.6,27.05369,12.45369
2265,8.65,6.033293,2.616707
2266,33.6,58.180607,24.580607
2267,28.483334,200.71503,172.231696
2268,6.2833333,20.261787,13.9784537
2269,25.133333,34.34217,9.208837
2270,7.95,22.94337,14.99337
2271,18.083334,52.886467,34.803133
2272,58.7,206.2358,147.5358
2273,4.6,2,2.6
2274,11,26.603893,15.603893
2275,8.8,25.440216,16.640216
2276,8.233334,29.749222,21.515888
2277,9.583333,19.54854,9.965207
2278,38.016666,19.050945,18.965721
2279,53.166668,75.91618,22.749512
2280,14.283334,31.625631,17.342297
2281,31.75,22.685066,9.064934
2282,14.6,30.719074,16.119074
2283,14.983334,25.332977,10.349643
2284,7.7166667,35.45388,27.7372133
2285,8.45,29.916538,21.466538
2286,30.616667,42.25464,11.637973
2287,7.116667,13.726602,6.609935
2288,14.55,28.574306,14.024306
2289,23.066668,63.80451,40.737842
2290,11.883333,26.634449,14.751116
2291,15.066667,90.0212,74.954533
2292,11.066667,28.815933,17.749266
2293,27.2,25.602283,1.597717
2294,17.266666,27.112839,9.846173
2295,17.066668,48.529022,31.462354
2296,86,118.03998,32.03998
2297,35.15,63.677498,28.527498
2298,10.1,38.32182,28.22182
2299,4.3,6.9543095,2.6543095
2300,12.7,24.924541,12.224541
2301,19.516666,55.08146,35.564794
2302,6.4166665,27.818422,21.4017555
2303,7.3,12.150278,4.850278
2304,13.183333,22.635845,9.452512
2305,15.4,30.825876,15.425876
2306,34.566666,93.35583,58.789164
2307,6.7166667,13.652397,6.9357303
2308,17.316668,53.186028,35.86936
2309,13.7,12.990711,0.709289
2310,63.033333,121.93463,58.901297
2311,48.816666,40.552856,8.26381
2312,8.1,10.745185,2.645185
2313,28.2,24.79043,3.40957
2314,17.133333,44.56555,27.432217
2315,10,14.442104,4.442104
2316,19.45,39.029526,19.579526
2317,108.166664,187.31229,79.145626
2318,15.783334,53.0897,37.306366
2319,4.7833333,16.216673,11.4333397
2320,27.083334,22.925915,4.157419
2321,53.233334,65.55358,12.320246
2322,16.166666,41.56447,25.397804
2323,3.4,2,1.4
2324,7.9333334,14.847698,6.9143646
2325,9.5,32.131485,22.631485
2326,4.5833335,2,2.5833335
2327,4.7833333,7.004237,2.2209037
2328,53,71.685104,18.685104
2329,23.9,30.6878,6.7878
2330,17.833334,60.358597,42.525263
2331,15.4,34.21951,18.81951
2332,27.7,95.449814,67.749814
2333,27.983334,29.208504,1.22517
2334,28.4,36.876396,8.476396
2335,6,18.402788,12.402788
2336,20.266666,6.886319,13.380347
2337,53.716667,59.18236,5.465693
2338,3.1,10.4017105,7.3017105
2339,9.433333,2,7.433333
2340,32.766666,54.82006,22.053394
2341,20.116667,45.451233,25.334566
2342,11.35,25.481945,14.131945
2343,40.183334,64.75357,24.570236
2344,28.216667,33.68167,5.465003
2345,14.083333,9.433509,4.649824
2346,5.5833335,70.402084,64.8187505
2347,25.116667,56.38313,31.266463
2348,6.75,36.48989,29.73989
2349,29.783333,85.814835,56.031502
2350,6.1,17.628721,11.528721
2351,5.383333,3.5265112,1.8568218
2352,28.233334,32.156307,3.922973
2353,10,4.1017275,5.8982725
2354,15.266666,8.328283,6.938383
2355,3.85,2,1.85
2356,4.366667,12.709351,8.342684
2357,13.4,30.287327,16.887327
2358,16.2,21.374107,5.174107
2359,44,96.78764,52.78764
2360,63.033333,141.57504,78.541707
2361,7.3333335,2,5.3333335
2362,27.05,40.34768,13.29768
2363,11.316667,28.02637,16.709703
2364,13,10.443235,2.556765
2365,5.7166667,26.938103,21.2214363
2366,70.38333,80.7101,10.32677
2367,8.8,26.071823,17.271823
2368,25,49.29834,24.29834
2369,35.3,59.12224,23.82224
2370,5.116667,17.596268,12.479601
2371,21.266666,17.57006,3.696606
2372,8.433333,24.764149,16.330816
2373,75.583336,94.15785,18.574514
2374,19.4,55.045906,35.645906
2375,4.2166667,10.675631,6.4589643
2376,7,5.237179,1.762821
2377,5.2,3.2924082,1.9075918
2378,13.2,25.81005,12.61005
2379,6.9166665,10.371855,3.4551885
2380,23.816668,38.433247,14.616579
2381,20.933332,96.51119,75.577858
2382,23.55,42.28447,18.73447
2383,34.866665,73.38135,38.514685
2384,2.8,10.326361,7.526361
2385,10.1,21.488358,11.388358
2386,13.333333,50.976025,37.642692
2387,35.166668,44.2536,9.086932
2388,12.2,11.365747,0.834253
2389,38.166668,95.5208,57.354132
2390,11.116667,22.997341,11.880674
2391,25.233334,60.974007,35.740673
2392,6.5333333,13.211534,6.6782007
2393,12.383333,49.699432,37.316099
2394,2.1,2,0.1
2395,3.25,2,1.25
2396,9.633333,33.35015,23.716817
2397,3.4833333,11.184613,7.7012797
2398,2.5,5.9728904,3.4728904
2399,30.3,97.31314,67.01314
2400,49.183334,58.040943,8.857609
2401,9.816667,8.504619,1.312048
2402,12.266666,46.89651,34.629844
2403,28.433332,37.05488,8.621548
2404,8.416667,9.817958,1.401291
2405,8.266666,6.641661,1.625005
2406,7.3333335,13.180679,5.8473455
2407,90.4,100.774124,10.374124
2408,31.866667,28.449514,3.417153
2409,6.0333333,6.0860705,0.0527372
2410,20.116667,28.915026,8.798359
2411,27.833334,62.62725,34.793916
2412,4.383333,14.636864,10.253531
2413,33.516666,46.648582,13.131916
2414,6.7833333,13.1762295,6.3928962
2415,11.1,16.936674,5.836674
2416,14.966666,21.82135,6.854684
2417,36.633335,30.88374,5.749595
2418,10.516666,4.0414133,6.4752527
2419,16.833334,40.520508,23.687174
2420,10.833333,20.754131,9.920798
2421,6.3,16.607708,10.307708
2422,18.983334,42.659264,23.67593
2423,3.2,2,1.2
2424,4.8,4.6568236,0.1431764
2425,13.25,16.01126,2.76126
2426,33.516666,61.612312,28.095646
2427,6.4,15.715491,9.315491
2428,10.816667,38.538116,27.721449
2429,63.95,89.5237,25.5737
2430,35.6,28.862514,6.737486
2431,13.6,2.5037293,11.0962707
2432,2.9333334,2.328605,0.6047284
2433,10.6,23.514074,12.914074
2434,10.55,18.454346,7.904346
2435,5.133333,9.301075,4.167742
2436,36.95,41.635708,4.685708
