id,traj_id,time,entity_id,holidays,from,to,speed_src,speed_dst,holidays_dst
84359,3636,2013-10-11T21:00:00Z,4289,0,"[116.384239, 39.899788]","[116.372475, 39.913399]",28.54,34.46,0.0
84401,3640,2013-10-11T22:30:00Z,4289,0,"[116.459854, 39.9636]","[116.469429, 39.986549]",50.795,17.96,0.0
84502,3642,2013-10-11T01:30:00Z,4325,0,"[116.463448, 40.008461]","[116.480499, 39.99078]",40.26499999999999,50.55499999999999,0.0
84580,3644,2013-10-11T08:45:00Z,4325,0,"[116.547707, 39.970905]","[116.515961, 40.024231]",26.7325,24.1475,0.0
84611,3645,2013-10-11T09:30:00Z,4325,0,"[116.441551, 40.022469]","[116.459213, 40.023983]",35.825,72.1175,0.0
84673,3648,2013-10-11T12:00:00Z,4325,0,"[116.41655, 39.947975]","[116.397598, 39.963287]",32.455,19.3975,0.0
84806,3654,2013-10-11T14:30:00Z,4325,0,"[116.349594, 39.986546]","[116.356346, 39.914665]",51.7,15.665,0.0
85085,3664,2013-10-11T08:00:00Z,4347,0,"[116.424744, 39.973644]","[116.46756, 39.979362]",15.1325,28.035000000000004,0.0
85139,3667,2013-10-11T09:30:00Z,4347,0,"[116.411789, 39.983257]","[116.426918, 39.908215]",42.7175,31.1725,0.0
85310,3676,2013-10-11T08:15:00Z,4348,0,"[116.267059, 39.88089]","[116.303116, 39.88105]",21.485,44.8175,0.0
85425,3683,2013-10-11T11:30:00Z,4348,0,"[116.351326, 40.024372]","[116.354134, 39.979416]",45.1375,46.165,0.0
85480,3687,2013-10-11T14:30:00Z,4348,0,"[116.245628, 39.853127]","[116.264, 39.834663]",46.4875,31.5,0.0
85625,3696,2013-10-11T21:45:00Z,4348,0,"[116.388, 39.900246]","[116.384186, 39.880692]",42.9625,19.6475,0.0
85684,3700,2013-10-11T22:45:00Z,4348,0,"[116.366447, 39.958073]","[116.349358, 40.015224]",22.0675,37.485,0.0
85704,3701,2013-10-11T23:15:00Z,4348,0,"[116.337166, 39.998749]","[116.324516, 40.02512]",22.1925,69.63250000000001,0.0
85837,3709,2013-10-11T12:30:00Z,4351,0,"[116.31134, 39.957024]","[116.36985, 39.981583]",34.2075,36.5375,0.0
85861,3712,2013-10-11T13:15:00Z,4351,0,"[116.325218, 39.943562]","[116.308296, 39.943764]",52.515,43.07000000000001,0.0
85868,3713,2013-10-11T14:45:00Z,4351,0,"[116.27327, 39.953812]","[116.315826, 39.939945]",15.64,52.32,0.0
85905,3716,2013-10-11T16:00:00Z,4351,0,"[116.253967, 39.929489]","[116.275269, 39.932011]",27.752500000000005,50.135,0.0
85930,3719,2013-10-11T17:45:00Z,4351,0,"[116.355606, 39.940407]","[116.364616, 39.932739]",18.6725,25.2425,0.0
86012,3726,2013-10-11T00:45:00Z,4357,0,"[116.522987, 40.025017]","[116.408943, 39.933075]",45.95,25.495,0.0
86073,3727,2013-10-11T01:30:00Z,4357,0,"[116.405487, 39.957836]","[116.419609, 39.949352]",18.4225,65.65,0.0
86245,3731,2013-10-11T06:30:00Z,4357,0,"[116.361366, 39.952785]","[116.367714, 39.903934]",29.255,30.040000000000003,0.0
86419,3738,2013-10-11T12:45:00Z,4357,0,"[116.296043, 39.963512]","[116.325989, 39.927822]",25.88,22.3,0.0
86488,3741,2013-10-11T14:15:00Z,4357,0,"[116.323692, 39.953785]","[116.309853, 39.980309]",33.510000000000005,14.705,0.0
86675,3744,2013-10-11T19:00:00Z,4357,0,"[116.312874, 39.975803]","[116.307297, 39.965256]",19.5175,34.915,0.0
86760,3748,2013-10-11T20:15:00Z,4357,0,"[116.426476, 39.922295]","[116.370468, 39.96851]",31.905,51.13,0.0
86812,3750,2013-10-11T22:00:00Z,4357,0,"[116.364471, 40.001938]","[116.369881, 39.977085]",22.58,17.7375,0.0
86863,3754,2013-10-11T23:00:00Z,4357,0,"[116.339241, 39.967415]","[116.309738, 39.950134]",48.0175,55.6025,0.0
86964,3756,2013-10-11T05:15:00Z,4363,0,"[116.32486, 40.023235]","[116.320007, 39.896633]",71.5475,16.3575,0.0
87035,3760,2013-10-11T10:30:00Z,4363,0,"[116.539978, 40.02383]","[116.46032, 39.953705]",69.115,30.07,0.0
87053,3762,2013-10-11T12:45:00Z,4363,0,"[116.381035, 39.976238]","[116.307953, 39.896313]",29.7075,24.9125,0.0
87098,3764,2013-10-11T14:30:00Z,4363,0,"[116.200676, 39.84779]","[116.318565, 39.896763]",24.78,28.434999999999995,0.0
87117,3765,2013-10-11T15:00:00Z,4363,0,"[116.323776, 39.897282]","[116.266594, 39.889622]",35.035,27.3425,0.0
87613,3791,2013-10-11T14:15:00Z,4394,0,"[116.32621, 39.886959]","[116.319466, 39.900524]",32.035,10.9125,0.0
87711,3797,2013-10-11T21:15:00Z,4394,0,"[116.296936, 40.024815]","[116.275429, 40.011536]",25.44,61.5,0.0
87781,3802,2013-10-11T22:30:00Z,4394,0,"[116.34127, 39.986366]","[116.371994, 40.007584]",51.8975,14.5025,0.0
87817,3805,2013-10-11T23:15:00Z,4394,0,"[116.303177, 39.9599]","[116.445168, 39.97411]",23.3575,45.9575,0.0
87871,3807,2013-10-11T08:15:00Z,4395,0,"[116.265694, 40.024025]","[116.267944, 40.014896]",15.8125,56.2875,0.0
87876,3808,2013-10-11T08:30:00Z,4395,0,"[116.285744, 40.017036]","[116.341164, 40.006992]",40.1675,14.23,0.0
87928,3810,2013-10-11T09:45:00Z,4395,0,"[116.416527, 39.909142]","[116.444542, 39.923374]",13.3525,17.335,0.0
87961,3812,2013-10-11T11:00:00Z,4395,0,"[116.356552, 39.94622]","[116.413277, 39.910065]",40.3125,13.8675,0.0
87999,3814,2013-10-11T14:30:00Z,4395,0,"[116.374992, 39.987892]","[116.35791, 39.993576]",52.8925,24.945,0.0
88026,3816,2013-10-11T00:15:00Z,4396,0,"[116.384132, 39.857357]","[116.323578, 39.847797]",29.7775,16.6425,0.0
88099,3818,2013-10-11T09:30:00Z,4396,0,"[116.367813, 39.914082]","[116.417122, 39.906132]",14.5275,16.285,0.0
88381,3825,2013-10-11T20:00:00Z,4396,0,"[116.322929, 39.896851]","[116.274986, 39.917606]",39.7,48.9525,0.0
88447,3828,2013-10-11T21:00:00Z,4396,0,"[116.438652, 39.898418]","[116.434296, 39.929676]",19.9475,42.365,0.0
88472,3830,2013-10-11T21:30:00Z,4396,0,"[116.402184, 39.971325]","[116.38723, 39.99762]",18.865,24.83,0.0
88512,3832,2013-10-11T22:45:00Z,4396,0,"[116.404106, 39.949223]","[116.368965, 39.918625]",56.175,17.685,0.0
88731,3839,2013-10-11T10:15:00Z,4397,0,"[116.417053, 40.023232]","[116.495872, 39.915253]",47.322500000000005,14.82,0.0
88828,3841,2013-10-11T12:00:00Z,4397,0,"[116.473656, 39.983208]","[116.457237, 39.989956]",20.815,26.2375,0.0
89067,3849,2013-10-11T19:15:00Z,4397,0,"[116.461784, 39.947876]","[116.499908, 39.900799]",27.5,14.91,0.0
89107,3850,2013-10-11T20:00:00Z,4397,0,"[116.491333, 39.900749]","[116.513802, 39.865768]",12.1175,15.415,0.0
89425,3863,2013-10-11T10:15:00Z,4398,0,"[116.298676, 39.924068]","[116.372719, 39.987698]",27.1525,36.2725,0.0
89469,3864,2013-10-11T11:45:00Z,4398,0,"[116.338089, 39.978558]","[116.291748, 39.984104]",7.745,44.7125,0.0
89486,3866,2013-10-11T12:15:00Z,4398,0,"[116.306641, 39.970875]","[116.344269, 39.923855]",31.19,27.535,0.0
89538,3868,2013-10-11T13:15:00Z,4398,0,"[116.348282, 39.895294]","[116.273056, 39.970768]",38.822500000000005,48.4425,0.0
89675,3871,2013-10-11T15:30:00Z,4398,0,"[116.309296, 39.952721]","[116.310333, 39.890217]",35.065,41.2625,0.0
90106,3890,2013-10-11T00:00:00Z,4400,0,"[116.446777, 39.844448]","[116.456421, 39.807018]",48.4175,25.695,0.0
90230,3893,2013-10-11T18:45:00Z,4400,0,"[116.393188, 39.881851]","[116.462364, 39.922493]",20.9125,13.6275,0.0
90498,3900,2013-10-11T15:15:00Z,4401,0,"[116.274757, 39.865009]","[116.304382, 39.840851]",36.585,17.545,0.0
90566,3906,2013-10-11T21:30:00Z,4401,0,"[116.327866, 39.872898]","[116.291222, 39.81274]",27.5625,26.645,0.0
90753,3911,2013-10-11T09:30:00Z,4417,0,"[116.278214, 39.875275]","[116.303581, 39.830414]",56.335,47.6425,0.0
90798,3913,2013-10-11T10:45:00Z,4417,0,"[116.409111, 39.908615]","[116.534157, 40.021523]",31.5725,66.5175,0.0
90852,3915,2013-10-11T13:00:00Z,4417,0,"[116.314613, 39.924072]","[116.459541, 39.90876]",37.125,42.095,0.0
91129,3924,2013-10-11T21:45:00Z,4417,0,"[116.512093, 40.009628]","[116.522751, 40.024517]",70.7525,9.2575,0.0
91222,3927,2013-10-11T23:45:00Z,4417,0,"[116.279007, 40.024998]","[116.28817, 40.007931]",54.057500000000005,30.23,0.0
91611,3935,2013-10-11T00:30:00Z,4424,0,"[116.416031, 39.90839]","[116.294922, 39.905563]",59.190000000000005,42.3175,0.0
91801,3943,2013-10-11T14:30:00Z,4424,0,"[116.461853, 39.935452]","[116.477005, 39.952839]",28.3125,25.915,0.0
92173,3959,2013-10-11T12:00:00Z,4425,0,"[116.287094, 39.99667]","[116.282883, 39.999802]",54.105,11.8475,0.0
92295,3967,2013-10-11T19:30:00Z,4425,0,"[116.324692, 40.023746]","[116.409142, 39.981297]",22.32,16.1575,0.0
92310,3968,2013-10-11T20:30:00Z,4425,0,"[116.305748, 39.985573]","[116.314018, 40.02314]",41.2275,30.5775,0.0
92344,3970,2013-10-11T22:00:00Z,4425,0,"[116.289734, 39.829887]","[116.296989, 39.806705]",41.2625,40.2725,0.0
92378,3972,2013-10-11T22:45:00Z,4425,0,"[116.354721, 39.968925]","[116.352585, 40.005917]",51.75000000000001,46.5525,0.0
92647,3983,2013-10-11T11:00:00Z,4427,0,"[116.36747, 39.92976]","[116.364357, 39.946117]",15.8025,32.865,0.0
92756,3987,2013-10-11T15:30:00Z,4427,0,"[116.341927, 39.907215]","[116.357361, 39.923687]",40.225,26.8025,0.0
93047,3998,2013-10-11T23:00:00Z,4427,0,"[116.356079, 39.898869]","[116.382027, 40.007042]",31.0925,47.76,0.0
93123,4000,2013-10-12T19:30:00Z,254,1,"[116.487785, 39.989403]","[116.473434, 39.998676]",16.104999999999997,20.3325,1.0
93276,4009,2013-10-12T23:00:00Z,254,1,"[116.407791, 39.996288]","[116.33416, 39.986267]",39.015,39.040000000000006,1.0
93343,4014,2013-10-12T16:30:00Z,255,1,"[116.343185, 39.763496]","[116.36039, 39.777695]",26.175,69.19,1.0
93398,4017,2013-10-12T19:15:00Z,255,1,"[116.393387, 39.883457]","[116.469353, 39.841179]",17.46,10.5475,1.0
93429,4018,2013-10-12T20:15:00Z,255,1,"[116.390831, 39.857349]","[116.3899, 39.88615]",35.625,27.6775,1.0
93452,4020,2013-10-12T21:00:00Z,255,1,"[116.351242, 39.907204]","[116.360237, 39.853622]",28.1575,52.5575,1.0
93503,4025,2013-10-12T23:15:00Z,255,1,"[116.539749, 40.023739]","[116.511917, 40.000641]",75.9775,44.7425,1.0
93613,4033,2013-10-12T15:30:00Z,256,1,"[116.345528, 39.9384]","[116.338379, 39.928135]",46.4625,28.24,1.0
94910,4079,2013-10-12T06:00:00Z,4118,1,"[116.471054, 39.916439]","[116.441086, 39.949741]",23.5975,70.4625,1.0
94956,4082,2013-10-12T07:00:00Z,4118,1,"[116.316307, 39.964966]","[116.351479, 39.967522]",64.0,51.650000000000006,1.0
95081,4088,2013-10-12T11:30:00Z,4118,1,"[116.333572, 39.992825]","[116.316185, 39.992214]",16.6,26.7025,1.0
95111,4090,2013-10-12T15:45:00Z,4118,1,"[116.289246, 39.978802]","[116.361778, 39.987019]",60.8375,40.08,1.0
95441,4107,2013-10-12T12:30:00Z,4120,1,"[116.327332, 39.991898]","[116.344734, 39.986332]",27.13,49.225,1.0
95446,4108,2013-10-12T12:45:00Z,4120,1,"[116.364876, 39.976521]","[116.354591, 39.969505]",15.5325,53.995,1.0
95451,4109,2013-10-12T12:45:00Z,4120,1,"[116.349968, 39.973042]","[116.355263, 39.952579]",9.5125,41.18,1.0
95483,4114,2013-10-12T18:15:00Z,4120,1,"[116.476059, 39.986816]","[116.468575, 39.986328]",22.74,27.51,1.0
95515,4117,2013-10-12T07:15:00Z,4121,1,"[116.320923, 39.877285]","[116.403847, 39.856903]",41.4025,56.7625,1.0
95806,4131,2013-10-12T15:30:00Z,4122,1,"[116.464584, 39.908047]","[116.489914, 39.973782]",38.685,38.9425,1.0
95869,4133,2013-10-12T16:45:00Z,4122,1,"[116.455406, 39.944351]","[116.492485, 39.960407]",15.0,13.605,1.0
95882,4134,2013-10-12T00:00:00Z,4123,1,"[116.353607, 39.877457]","[116.330956, 39.884579]",24.0125,25.07,1.0
95899,4135,2013-10-12T05:00:00Z,4123,1,"[116.347496, 39.869286]","[116.321564, 39.892784]",47.47,23.01,1.0
96019,4138,2013-10-12T06:45:00Z,4123,1,"[116.35009, 39.903141]","[116.382782, 39.922733]",29.395,26.4925,1.0
96091,4142,2013-10-12T12:30:00Z,4123,1,"[116.285599, 39.836182]","[116.27269, 39.835201]",37.5775,22.54,1.0
96162,4145,2013-10-12T13:30:00Z,4123,1,"[116.430038, 39.908264]","[116.491699, 39.913784]",48.5075,25.5525,1.0
96184,4146,2013-10-12T14:00:00Z,4123,1,"[116.489571, 39.914165]","[116.467239, 39.943974]",30.675000000000004,20.985,1.0
96577,4158,2013-10-12T12:30:00Z,4124,1,"[116.19796, 39.809155]","[116.285927, 39.842033]",31.255,35.660000000000004,1.0
96726,4164,2013-10-12T15:00:00Z,4124,1,"[116.411072, 39.965389]","[116.302917, 39.96101]",14.89,19.65,1.0
96863,4167,2013-10-12T18:15:00Z,4124,1,"[116.302063, 39.910198]","[116.355171, 39.913803]",22.7,11.5375,1.0
97049,4171,2013-10-12T21:30:00Z,4124,1,"[116.315971, 39.887321]","[116.220451, 39.845505]",23.14,48.8,1.0
97078,4172,2013-10-12T05:30:00Z,4125,1,"[116.50293, 39.867508]","[116.410416, 39.853943]",42.755,21.94,1.0
97114,4173,2013-10-12T05:45:00Z,4125,1,"[116.414352, 39.855362]","[116.413696, 39.868782]",59.295,33.04,1.0
97225,4177,2013-10-12T07:30:00Z,4125,1,"[116.450294, 39.918591]","[116.316124, 39.991505]",34.167500000000004,23.275,1.0
97674,4188,2013-10-12T10:45:00Z,4126,1,"[116.418922, 39.889477]","[116.421852, 39.860126]",55.36,24.8,1.0
97756,4195,2013-10-12T14:15:00Z,4126,1,"[116.401901, 39.970131]","[116.430473, 39.991585]",19.7675,24.48,1.0
98105,4208,2013-10-12T12:30:00Z,4127,1,"[116.390076, 39.963001]","[116.415466, 39.940666]",20.875,23.985,1.0
98176,4212,2013-10-12T14:15:00Z,4127,1,"[116.308121, 39.908634]","[116.248932, 39.903908]",45.7275,46.92750000000001,1.0
98193,4213,2013-10-12T15:00:00Z,4127,1,"[116.203232, 39.92775]","[116.218231, 39.955284]",28.57,50.965,1.0
98212,4214,2013-10-12T08:15:00Z,4129,1,"[116.29763, 39.833454]","[116.274338, 39.941315]",19.3,58.2075,1.0
98503,4232,2013-10-12T20:30:00Z,4129,1,"[116.368034, 39.871365]","[116.461029, 39.904533]",57.6475,20.945,1.0
98525,4234,2013-10-12T21:30:00Z,4129,1,"[116.418724, 39.89661]","[116.374931, 39.889637]",35.2575,17.6225,1.0
98545,4236,2013-10-12T22:00:00Z,4129,1,"[116.326897, 39.877022]","[116.369888, 39.979336]",18.3025,25.035,1.0
98631,4243,2013-10-12T13:00:00Z,4130,1,"[116.215958, 39.993507]","[116.255493, 40.005749]",26.6675,17.1025,1.0
98768,4249,2013-10-12T12:00:00Z,4131,1,"[116.502411, 40.000984]","[116.543282, 40.024822]",70.89500000000001,79.8875,1.0
98836,4251,2013-10-12T14:30:00Z,4131,1,"[116.310066, 39.933861]","[116.306236, 39.896847]",31.94,49.540000000000006,1.0
99020,4255,2013-10-12T18:30:00Z,4131,1,"[116.301262, 39.928299]","[116.259964, 39.917637]",13.265,15.9725,1.0
99344,4263,2013-10-12T05:15:00Z,4132,1,"[116.386726, 39.951397]","[116.539734, 40.023609]",33.2525,92.275,1.0
99752,4276,2013-10-12T23:45:00Z,4132,1,"[116.441254, 39.908634]","[116.487045, 39.907978]",35.035,58.642500000000005,1.0
99863,4283,2013-10-12T03:00:00Z,4135,1,"[116.355309, 39.981544]","[116.343903, 39.986244]",56.1875,58.785,1.0
99941,4287,2013-10-12T11:30:00Z,4135,1,"[116.285278, 39.957104]","[116.307503, 39.965664]",22.2925,29.8975,1.0
100159,4297,2013-10-12T17:00:00Z,4135,1,"[116.334213, 39.968395]","[116.318787, 40.005699]",26.885,31.69,1.0
100221,4300,2013-10-12T20:00:00Z,4135,1,"[116.437271, 39.924572]","[116.390854, 39.922531]",20.1225,17.1725,1.0
100534,4312,2013-10-12T13:00:00Z,4136,1,"[116.446365, 39.848232]","[116.477356, 39.865288]",41.8125,25.995,1.0
100762,4324,2013-10-12T21:45:00Z,4136,1,"[116.489838, 39.948925]","[116.538025, 39.909203]",55.98,43.4675,1.0
100912,4330,2013-10-12T09:00:00Z,4137,1,"[116.403084, 39.940842]","[116.474106, 39.953316]",30.96,28.245,1.0
100948,4331,2013-10-12T10:00:00Z,4137,1,"[116.468391, 39.944206]","[116.417389, 39.927982]",22.2375,35.3525,1.0
101073,4334,2013-10-12T14:30:00Z,4137,1,"[116.461899, 39.914623]","[116.468254, 39.951393]",20.3425,24.43,1.0
101490,4346,2013-10-12T23:30:00Z,4137,1,"[116.430702, 39.870888]","[116.359291, 39.944889]",61.510000000000005,37.055,1.0
101718,4357,2013-10-12T08:00:00Z,4269,1,"[116.453392, 39.926994]","[116.461838, 39.94738]",16.845,42.5275,1.0
101737,4358,2013-10-12T08:15:00Z,4269,1,"[116.461853, 39.949238]","[116.48246, 39.968525]",33.462500000000006,32.705,1.0
101770,4360,2013-10-12T09:00:00Z,4269,1,"[116.458374, 39.955471]","[116.406799, 39.968933]",30.76,25.862500000000004,1.0
101787,4361,2013-10-12T09:00:00Z,4269,1,"[116.403236, 39.968891]","[116.326004, 39.891251]",29.9375,19.1025,1.0
101856,4363,2013-10-12T11:00:00Z,4269,1,"[116.31057, 39.930828]","[116.370384, 39.967049]",37.3275,38.635000000000005,1.0
102020,4370,2013-10-12T15:30:00Z,4269,1,"[116.360725, 39.967495]","[116.37648, 39.905758]",38.565,33.125,1.0
102294,4378,2013-10-12T07:30:00Z,4270,1,"[116.425285, 40.00502]","[116.543388, 40.024899]",13.245,74.3725,1.0
102370,4380,2013-10-12T16:45:00Z,4270,1,"[116.543854, 40.02512]","[116.368172, 39.933662]",35.665000000000006,18.9925,1.0
102736,4389,2013-10-12T16:00:00Z,4271,1,"[116.446533, 39.847187]","[116.375198, 39.859909]",39.1175,32.9425,1.0
102772,4390,2013-10-12T18:00:00Z,4271,1,"[116.375229, 39.864651]","[116.338905, 39.970615]",22.66,22.2125,1.0
103058,4396,2013-10-12T23:00:00Z,4271,1,"[116.461571, 39.892632]","[116.450661, 39.893532]",31.9825,26.655,1.0
103229,4406,2013-10-12T07:45:00Z,4273,1,"[116.49511, 40.004059]","[116.523911, 39.969986]",59.3775,67.73,1.0
103575,4425,2013-10-12T14:00:00Z,4274,1,"[116.497353, 39.964336]","[116.546806, 39.965813]",25.6825,21.64,1.0
103593,4426,2013-10-12T14:30:00Z,4274,1,"[116.539536, 39.965847]","[116.503204, 39.964233]",42.58,24.025,1.0
103722,4430,2013-10-12T17:30:00Z,4274,1,"[116.461967, 39.913418]","[116.450089, 39.933578]",14.9125,16.634999999999998,1.0
103743,4431,2013-10-12T18:30:00Z,4274,1,"[116.4701, 39.904858]","[116.500084, 39.871189]",39.33500000000001,18.6175,1.0
103768,4432,2013-10-12T19:30:00Z,4274,1,"[116.489342, 39.877392]","[116.458603, 39.862804]",22.805,28.0775,1.0
103824,4434,2013-10-12T21:00:00Z,4274,1,"[116.40136, 39.835045]","[116.39312, 39.839127]",35.6125,47.355,1.0
103882,4437,2013-10-12T23:15:00Z,4274,1,"[116.370766, 39.835949]","[116.327927, 39.76329]",21.49,37.3575,1.0
103937,4440,2013-10-12T00:15:00Z,4276,1,"[116.422134, 39.859337]","[116.421837, 39.865814]",41.2275,35.71,1.0
104025,4443,2013-10-12T08:00:00Z,4276,1,"[116.468712, 39.986065]","[116.338181, 39.974815]",31.52,24.185,1.0
104068,4444,2013-10-12T08:45:00Z,4276,1,"[116.338264, 39.974022]","[116.333282, 39.984985]",25.2925,19.7425,1.0
104357,4451,2013-10-12T14:30:00Z,4276,1,"[116.313911, 40.022934]","[116.352951, 39.972431]",25.685,51.197500000000005,1.0
104388,4452,2013-10-12T15:15:00Z,4276,1,"[116.348755, 39.949081]","[116.353241, 39.920647]",17.1625,21.0625,1.0
104511,4458,2013-10-12T20:15:00Z,4276,1,"[116.408043, 39.952923]","[116.356606, 39.891178]",44.78,18.380000000000003,1.0
104553,4460,2013-10-12T20:45:00Z,4276,1,"[116.377769, 39.870281]","[116.323463, 39.975895]",46.3375,36.925,1.0
104720,4465,2013-10-12T23:45:00Z,4276,1,"[116.398293, 39.791889]","[116.418716, 39.832256]",15.575,65.375,1.0
104775,4470,2013-10-12T14:15:00Z,4277,1,"[116.356476, 39.907829]","[116.389633, 39.900173]",26.4225,20.875,1.0
104823,4478,2013-10-12T22:00:00Z,4277,1,"[116.337204, 39.998791]","[116.316956, 40.017395]",8.405000000000001,34.15,1.0
104862,4481,2013-10-12T00:45:00Z,4278,1,"[116.465378, 39.959454]","[116.348549, 39.969986]",29.3125,16.445,1.0
104969,4485,2013-10-12T03:00:00Z,4278,1,"[116.441078, 39.91753]","[116.434158, 39.934067]",22.4375,50.21000000000001,1.0
105080,4491,2013-10-12T08:15:00Z,4278,1,"[116.462769, 39.941101]","[116.460938, 39.953709]",30.21,36.3125,1.0
105087,4492,2013-10-12T08:30:00Z,4278,1,"[116.471977, 39.945023]","[116.461441, 39.943626]",26.305,36.0675,1.0
105093,4493,2013-10-12T08:45:00Z,4278,1,"[116.462936, 39.933636]","[116.494545, 39.915466]",28.325000000000003,14.2275,1.0
105117,4494,2013-10-12T09:15:00Z,4278,1,"[116.490242, 39.920273]","[116.478027, 39.910847]",25.355,21.9525,1.0
105126,4495,2013-10-12T09:30:00Z,4278,1,"[116.486359, 39.915333]","[116.460388, 39.923309]",17.84,37.2475,1.0
105158,4497,2013-10-12T18:45:00Z,4278,1,"[116.491653, 39.976467]","[116.498619, 39.958687]",10.9975,16.322499999999998,1.0
105208,4499,2013-10-12T20:45:00Z,4278,1,"[116.461754, 39.895088]","[116.478096, 39.91785]",22.520000000000003,26.305,1.0
105406,4507,2013-10-12T10:00:00Z,4279,1,"[116.319763, 39.892769]","[116.362946, 39.917038]",12.0175,29.425,1.0
105545,4517,2013-10-12T16:30:00Z,4279,1,"[116.3759, 40.003956]","[116.326096, 40.013378]",49.895,27.7025,1.0
105646,4523,2013-10-12T11:45:00Z,4280,1,"[116.264572, 39.83453]","[116.297615, 39.833504]",28.335,14.6975,1.0
105734,4529,2013-10-12T14:15:00Z,4289,1,"[116.444397, 39.943901]","[116.375488, 39.914684]",23.205,13.27,1.0
105767,4531,2013-10-12T15:45:00Z,4289,1,"[116.37397, 39.911335]","[116.448715, 39.90839]",15.1725,27.8975,1.0
105894,4538,2013-10-12T00:15:00Z,4325,1,"[116.407913, 39.949123]","[116.349037, 39.87775]",59.28,56.2625,1.0
106086,4543,2013-10-12T05:45:00Z,4325,1,"[116.468971, 39.943455]","[116.54052, 40.023872]",30.1325,92.5275,1.0
106123,4544,2013-10-12T11:30:00Z,4325,1,"[116.542488, 40.024616]","[116.476166, 39.913704]",79.7575,28.2525,1.0
106467,4555,2013-10-12T08:45:00Z,4347,1,"[116.346008, 39.905285]","[116.402901, 39.852303]",16.52,23.805,1.0
106512,4557,2013-10-12T10:30:00Z,4347,1,"[116.385681, 39.951515]","[116.396408, 39.940445]",19.6675,18.450000000000003,1.0
106537,4559,2013-10-12T12:00:00Z,4347,1,"[116.399155, 39.891712]","[116.376251, 39.889469]",38.5875,31.169999999999995,1.0
106641,4566,2013-10-12T16:30:00Z,4347,1,"[116.408058, 39.766525]","[116.37487, 39.764511]",18.7125,62.5475,1.0
106936,4578,2013-10-12T10:30:00Z,4348,1,"[116.303612, 39.89682]","[116.547874, 39.915802]",46.035,26.8175,1.0
107105,4583,2013-10-12T15:00:00Z,4348,1,"[116.273758, 39.906536]","[116.270172, 39.893822]",38.1475,13.8025,1.0
107264,4594,2013-10-12T21:00:00Z,4348,1,"[116.455559, 39.957054]","[116.407639, 39.971161]",35.775000000000006,29.615,1.0
107373,4599,2013-10-12T23:15:00Z,4348,1,"[116.434746, 39.893829]","[116.425026, 39.883144]",30.405,42.865,1.0
107559,4611,2013-10-12T14:45:00Z,4351,1,"[116.242966, 39.907482]","[116.198059, 39.925014]",45.6475,38.815,1.0
107568,4612,2013-10-12T15:00:00Z,4351,1,"[116.19809, 39.922188]","[116.210037, 39.907394]",20.005000000000003,23.300000000000004,1.0
107598,4615,2013-10-12T00:00:00Z,4357,1,"[116.373589, 39.909168]","[116.363701, 39.886295]",40.087500000000006,34.895,1.0
107612,4616,2013-10-12T00:30:00Z,4357,1,"[116.375275, 39.911095]","[116.359932, 39.917053]",40.9625,22.605,1.0
107690,4621,2013-10-12T02:00:00Z,4357,1,"[116.357117, 39.940598]","[116.461853, 39.898624]",20.26,56.4325,1.0
108003,4627,2013-10-12T11:15:00Z,4357,1,"[116.440826, 39.959999]","[116.408249, 39.951622]",19.485,45.305,1.0
108016,4628,2013-10-12T11:30:00Z,4357,1,"[116.40152, 39.951511]","[116.41082, 39.925877]",19.8825,21.19,1.0
108106,4632,2013-10-12T13:30:00Z,4357,1,"[116.305946, 39.941208]","[116.325165, 40.023979]",18.33,58.6525,1.0
108372,4637,2013-10-12T19:30:00Z,4357,1,"[116.541557, 40.024368]","[116.345886, 40.023205]",40.9625,38.7525,1.0
108599,4642,2013-10-12T23:30:00Z,4357,1,"[116.380096, 39.867554]","[116.380188, 39.955345]",23.295,57.2275,1.0
108665,4644,2013-10-12T10:15:00Z,4363,1,"[116.535995, 40.022278]","[116.393906, 39.945068]",81.22749999999999,26.5525,1.0
108708,4648,2013-10-12T20:45:00Z,4393,1,"[116.301025, 39.984615]","[116.30056, 39.97892]",33.692499999999995,46.6375,1.0
108725,4650,2013-10-12T00:00:00Z,4394,1,"[116.374779, 39.98785]","[116.355843, 40.024261]",63.6525,49.8525,1.0
108766,4652,2013-10-12T01:30:00Z,4394,1,"[116.416748, 39.943214]","[116.428757, 39.941536]",33.55,29.65,1.0
108891,4658,2013-10-12T06:00:00Z,4394,1,"[116.302071, 39.889725]","[116.31366, 39.885883]",29.055,48.0675,1.0
108969,4662,2013-10-12T09:30:00Z,4394,1,"[116.350143, 39.887112]","[116.542313, 40.024471]",27.1775,82.00999999999999,1.0
109093,4666,2013-10-12T16:45:00Z,4394,1,"[116.322845, 39.896729]","[116.237579, 39.839211]",20.14,32.645,1.0
109189,4669,2013-10-12T18:45:00Z,4394,1,"[116.445114, 39.863838]","[116.443726, 39.907738]",16.9375,14.995,1.0
109217,4670,2013-10-12T19:30:00Z,4394,1,"[116.443764, 39.906654]","[116.503136, 39.870605]",6.7125,44.095000000000006,1.0
109271,4673,2013-10-12T20:45:00Z,4394,1,"[116.462067, 39.947826]","[116.446175, 39.963516]",30.8375,29.165,1.0
109293,4675,2013-10-12T21:45:00Z,4394,1,"[116.447968, 39.972145]","[116.448578, 39.930515]",11.025,14.48,1.0
