geo_id,type,coordinates,highway
734520311,Point,"[116.4252924, 39.8951555]",0
734520315,Point,"[116.429275, 39.8947216]",0
734520316,Point,"[116.4271994, 39.8992162]",0
734520319,Point,"[116.4054516, 39.8893421]",0
734520320,Point,"[116.4246311, 39.8951272]",0
734520322,Point,"[116.3946456, 39.8917789]",0
734520326,Point,"[116.4028793, 39.8877954]",0
734520334,Point,"[116.4019446, 39.8988327]",0
734520351,Point,"[116.4269657, 39.8952027]",0
734520374,Point,"[116.4292436, 39.8951993]",0
734520383,Point,"[116.4362396, 39.8942571]",0
734520384,Point,"[116.4275385, 39.8955728]",0
734520389,Point,"[116.40406, 39.8884611]",0
734520393,Point,"[116.4065722, 39.8929945]",0
734520399,Point,"[116.4237103, 39.8964744]",0
734520405,Point,"[116.4339877, 39.8931668]",0
734520414,Point,"[116.4065371, 39.8941962]",0
734520421,Point,"[116.4090777, 39.8938677]",0
734520424,Point,"[116.4292118, 39.8956829]",0
734520428,Point,"[116.4022386, 39.8885802]",0
734520430,Point,"[116.4268042, 39.8938058]",0
734520432,Point,"[116.4257074, 39.8965572]",0
734520438,Point,"[116.431591, 39.8957139]",0
734520439,Point,"[116.3984657, 39.887244]",0
734520440,Point,"[116.4354451, 39.896842]",0
734520458,Point,"[116.4082289, 39.89348]",0
734520469,Point,"[116.4061867, 39.8882261]",0
734520473,Point,"[116.406568, 39.8937881]",0
734520475,Point,"[116.4287407, 39.8974383]",0
734520478,Point,"[116.4076978, 39.8949653]",0
734520483,Point,"[116.433251, 39.8936249]",0
734520485,Point,"[116.4254512, 39.8947473]",0
734520492,Point,"[116.4212521, 39.8990181]",0
734520494,Point,"[116.4061215, 39.8892082]",0
734520500,Point,"[116.4358829, 39.8962771]",0
734520502,Point,"[116.3927317, 39.8912993]",0
734520512,Point,"[116.4077185, 39.8953481]",0
734520513,Point,"[116.3970777, 39.8908229]",0
734520515,Point,"[116.4044497, 39.8920327]",0
734520516,Point,"[116.4052638, 39.8884764]",0
734520554,Point,"[116.4272446, 39.8950813]",0
734520558,Point,"[116.4125302, 39.8978538]",0
734520567,Point,"[116.4014631, 39.8880027]",0
734520570,Point,"[116.4352457, 39.895044]",0
734520578,Point,"[116.4252624, 39.895567]",0
734520594,Point,"[116.4122407, 39.8945154]",0
734520595,Point,"[116.4041735, 39.8868423]",0
734520600,Point,"[116.4256396, 39.8975007]",0
734520613,Point,"[116.4107439, 39.8940701]",0
734520618,Point,"[116.4018527, 39.888294]",0
734520620,Point,"[116.4328351, 39.8925225]",1
734520623,Point,"[116.4122045, 39.8958137]",1
734520624,Point,"[116.3982639, 39.8882308]",0
734520628,Point,"[116.401368, 39.8895146]",0
734520630,Point,"[116.4013237, 39.8920375]",0
734520638,Point,"[116.4221556, 39.89503]",0
734520642,Point,"[116.4273208, 39.8964386]",0
734520646,Point,"[116.41034, 39.8944547]",0
734520650,Point,"[116.4270034, 39.8942891]",0
734520656,Point,"[116.425106, 39.8965337]",0
734520659,Point,"[116.4065161, 39.8949504]",0
734520667,Point,"[116.4238616, 39.8947953]",0
734520682,Point,"[116.418576, 39.8987272]",0
734520688,Point,"[116.4004611, 39.8987689]",0
734520702,Point,"[116.4255381, 39.8989044]",0
734520871,Point,"[116.3986285, 39.8865618]",0
734520883,Point,"[116.4357185, 39.8951507]",0
734520890,Point,"[116.4252398, 39.8959949]",0
734520893,Point,"[116.417328, 39.8941745]",0
734520896,Point,"[116.4241334, 39.8923894]",0
734520898,Point,"[116.4273115, 39.8965774]",0
734520929,Point,"[116.406574, 39.8934098]",0
734520936,Point,"[116.427259, 39.8975827]",0
734520947,Point,"[116.4039282, 39.8897083]",0
734520949,Point,"[116.410271, 39.8924405]",0
734520958,Point,"[116.4236229, 39.8922796]",0
734520962,Point,"[116.3950007, 39.8887573]",0
734520964,Point,"[116.3921482, 39.8965516]",0
734520970,Point,"[116.4107109, 39.8944697]",0
734520972,Point,"[116.4019284, 39.8993432]",0
734520986,Point,"[116.4235839, 39.8988572]",0
734520991,Point,"[116.4034986, 39.8958922]",0
734520992,Point,"[116.4343293, 39.8963078]",0
734520996,Point,"[116.3994161, 39.8879087]",0
734521008,Point,"[116.424854, 39.8924014]",0
734521009,Point,"[116.4077324, 39.8926827]",0
734521013,Point,"[116.4344178, 39.894185]",0
734521016,Point,"[116.3947092, 39.8915234]",0
734521022,Point,"[116.4032153, 39.8883274]",0
734521025,Point,"[116.4272672, 39.894769]",0
734521054,Point,"[116.4322917, 39.8942069]",0
734521056,Point,"[116.4144134, 39.8979212]",0
734521060,Point,"[116.3993706, 39.8873535]",0
734521069,Point,"[116.42391, 39.8935365]",0
734521165,Point,"[116.3943004, 39.883332]",0
734521172,Point,"[116.4082289, 39.8938743]",0
734521175,Point,"[116.4326893, 39.8965577]",0
734521180,Point,"[116.4076819, 39.8937725]",0
734521182,Point,"[116.3972262, 39.8882133]",0
734521185,Point,"[116.3917721, 39.8970098]",0
734521198,Point,"[116.4253611, 39.8936996]",0
734521201,Point,"[116.406601, 39.8958713]",0
734521203,Point,"[116.4214428, 39.8950101]",0
734521204,Point,"[116.429198, 39.8938997]",0
734521211,Point,"[116.4022503, 39.8883008]",0
734521214,Point,"[116.4077039, 39.8958423]",0
734521216,Point,"[116.3932622, 39.8937129]",0
734521220,Point,"[116.426408, 39.8955843]",0
734521225,Point,"[116.4253528, 39.8940404]",0
734521227,Point,"[116.4145438, 39.8986621]",0
734521247,Point,"[116.427335, 39.8955092]",0
734521249,Point,"[116.4080397, 39.89794]",0
734521257,Point,"[116.4040536, 39.8888495]",0
734521260,Point,"[116.4292959, 39.8962607]",0
734521262,Point,"[116.4086184, 39.8927296]",0
734521265,Point,"[116.3952744, 39.8917474]",0
734521270,Point,"[116.4028588, 39.8882919]",0
734521275,Point,"[116.3936437, 39.8916009]",0
734521278,Point,"[116.4027422, 39.8889101]",0
734521280,Point,"[116.4335662, 39.8972691]",0
734521282,Point,"[116.4304618, 39.8986863]",0
734521287,Point,"[116.3934862, 39.883305]",0
734521299,Point,"[116.3951618, 39.8783993]",0
734521315,Point,"[116.4353636, 39.8974426]",0
734521317,Point,"[116.4014278, 39.8885535]",0
734521320,Point,"[116.3972162, 39.8888313]",0
734521321,Point,"[116.4017464, 39.8920522]",0
734521327,Point,"[116.3942158, 39.8914179]",0
734521328,Point,"[116.404068, 39.8885685]",0
734521329,Point,"[116.4052102, 39.8905205]",0
734521330,Point,"[116.4328684, 39.8962421]",0
734521331,Point,"[116.40772, 39.89456]",0
734521339,Point,"[116.4269582, 39.8955034]",0
734521342,Point,"[116.4253227, 39.8947401]",0
734521346,Point,"[116.3965468, 39.8714612]",0
734521357,Point,"[116.4120788, 39.8987473]",0
734521367,Point,"[116.4065405, 39.8945407]",0
734521375,Point,"[116.3967332, 39.8918142]",0
734521377,Point,"[116.3962671, 39.8865731]",0
734521389,Point,"[116.418794, 39.8959167]",0
734521394,Point,"[116.4054817, 39.8988502]",0
734521402,Point,"[116.3996798, 39.8919355]",0
734521412,Point,"[116.4356855, 39.8946796]",0
734521413,Point,"[116.4277028, 39.8962061]",0
734521425,Point,"[116.4239917, 39.8950924]",0
734569741,Point,"[116.4268836, 39.8914064]",0
734569752,Point,"[116.4254047, 39.8816689]",0
734569785,Point,"[116.4206446, 39.8771619]",0
734569809,Point,"[116.4259437, 39.8813975]",0
734569821,Point,"[116.4323167, 39.8865569]",0
734569832,Point,"[116.4307606, 39.8816894]",0
734569836,Point,"[116.4292463, 39.8920938]",0
734569841,Point,"[116.414566, 39.8916409]",0
734569845,Point,"[116.4189258, 39.881128]",0
734569849,Point,"[116.431565, 39.8813634]",0
734569851,Point,"[116.4182343, 39.8835077]",0
734569854,Point,"[116.4292227, 39.8818999]",0
734569891,Point,"[116.4328137, 39.8839221]",0
734569980,Point,"[116.4333578, 39.881561]",0
734569983,Point,"[116.4290981, 39.8829611]",0
734569992,Point,"[116.4278301, 39.8846705]",0
734570006,Point,"[116.4291753, 39.8828279]",0
734570008,Point,"[116.4187951, 39.8772899]",0
734570018,Point,"[116.4339956, 39.8866436]",0
734570026,Point,"[116.425874, 39.8894909]",0
734570029,Point,"[116.4300812, 39.8816956]",0
734570054,Point,"[116.4203565, 39.8836762]",0
734570057,Point,"[116.4335499, 39.8815679]",0
734570065,Point,"[116.4203352, 39.8843892]",0
734570078,Point,"[116.4165922, 39.8855226]",0
734570080,Point,"[116.4324504, 39.8839174]",0
734570088,Point,"[116.4155083, 39.8857234]",0
734570098,Point,"[116.4172682, 39.8806994]",0
734570104,Point,"[116.425209, 39.8895027]",0
734570106,Point,"[116.434332, 39.8815896]",0
734570109,Point,"[116.4202002, 39.8849746]",0
734570120,Point,"[116.4291752, 39.8824957]",0
734570194,Point,"[116.4148807, 39.8787844]",0
734570208,Point,"[116.4341673, 39.8839396]",0
734570237,Point,"[116.4268911, 39.8920802]",0
734570244,Point,"[116.4188624, 39.885676]",0
734570253,Point,"[116.417569, 39.8796202]",0
734570269,Point,"[116.4315904, 39.884899]",0
734570315,Point,"[116.4283429, 39.8920884]",0
734570317,Point,"[116.4313996, 39.8799794]",0
734570330,Point,"[116.4338517, 39.8896462]",0
734570333,Point,"[116.4190234, 39.8848701]",0
734570336,Point,"[116.4259189, 39.8800887]",0
734570341,Point,"[116.4282166, 39.8895232]",0
734570367,Point,"[116.4222497, 39.8910333]",0
734570373,Point,"[116.4187566, 39.8787567]",0
734570378,Point,"[116.4283582, 39.8914836]",0
734570389,Point,"[116.4172916, 39.8861408]",0
734570392,Point,"[116.4285791, 39.8880167]",0
734570419,Point,"[116.4149507, 39.877255]",0
734570430,Point,"[116.4219579, 39.8838081]",0
734570436,Point,"[116.4291993, 39.8914937]",0
734570439,Point,"[116.4313565, 39.8804805]",0
734570442,Point,"[116.4374281, 39.8880795]",0
734570447,Point,"[116.4336474, 39.8800507]",0
734570448,Point,"[116.4217407, 39.8845612]",0
734570476,Point,"[116.4324801, 39.8830313]",0
734570487,Point,"[116.4302191, 39.8799412]",0
734570496,Point,"[116.4160948, 39.880649]",0
734570499,Point,"[116.4292649, 39.8895662]",0
734570502,Point,"[116.4314684, 39.8829017]",0
734570504,Point,"[116.4323205, 39.8815316]",0
734570514,Point,"[116.4299934, 39.8870815]",0
734570516,Point,"[116.4253725, 39.8800925]",0
734570518,Point,"[116.4315164, 39.8845782]",0
734570532,Point,"[116.4280126, 39.8815657]",0
734570873,Point,"[116.4313122, 39.8812908]",0
734570983,Point,"[116.425892, 39.8883417]",0
734570986,Point,"[116.4251584, 39.8910895]",0
734570987,Point,"[116.429945, 39.8825182]",0
734570997,Point,"[116.4192881, 39.8837513]",0
734570999,Point,"[116.4332754, 39.8829544]",0
734571002,Point,"[116.4315432, 39.8839082]",0
734571010,Point,"[116.4283481, 39.8859156]",0
734571013,Point,"[116.4358662, 39.8879937]",0
734571015,Point,"[116.4200857, 39.8856435]",0
734571018,Point,"[116.4257374, 39.8817238]",0
734571025,Point,"[116.4167312, 39.8772715]",0
734571030,Point,"[116.4338116, 39.8901048]",0
734571038,Point,"[116.4301831, 39.8802991]",0
734571042,Point,"[116.4292435, 39.8854523]",0
734571046,Point,"[116.4269695, 39.8860582]",0
734571069,Point,"[116.4188788, 39.8805336]",0
734571076,Point,"[116.4292436, 39.8816365]",0
734571079,Point,"[116.4339522, 39.8878891]",0
734571083,Point,"[116.4270119, 39.8848855]",0
734571085,Point,"[116.4249058, 39.8853096]",0
734571086,Point,"[116.4341426, 39.8844235]",0
734571090,Point,"[116.4180086, 39.8857257]",0
734571093,Point,"[116.4235324, 39.8892313]",0
734571097,Point,"[116.4300463, 39.8819062]",0
734571108,Point,"[116.4290106, 39.8844742]",0
734571120,Point,"[116.4317389, 39.8888115]",0
734571122,Point,"[116.415687, 39.8850646]",0
734571135,Point,"[116.4267225, 39.8878749]",0
734571137,Point,"[116.4251274, 39.8827332]",0
734571143,Point,"[116.417331, 39.8848954]",0
734571149,Point,"[116.4324658, 39.8804232]",0
737194913,Point,"[116.3468823, 39.9210003]",0
737194920,Point,"[116.3493445, 39.9210765]",0
739197981,Point,"[116.4782241, 39.9901178]",0
740237171,Point,"[116.4528406, 39.9962999]",0
740237173,Point,"[116.4530726, 39.9957694]",0
741845180,Point,"[116.4795864, 39.9733329]",0
741845181,Point,"[116.4797506, 39.9732219]",0
741845182,Point,"[116.47889, 39.9727066]",0
746441936,Point,"[116.4016019, 39.9973845]",1
746441946,Point,"[116.4671608, 39.9745307]",0
746441955,Point,"[116.4654765, 39.9729842]",0
746441961,Point,"[116.4460613, 39.9563072]",0
746441963,Point,"[116.4448821, 39.9552426]",0
746441966,Point,"[116.4620245, 39.9699761]",0
746441970,Point,"[116.4481372, 39.9581962]",0
746441971,Point,"[116.463136, 39.9709545]",0
746441972,Point,"[116.4577729, 39.9740219]",0
746441976,Point,"[116.4015264, 39.9934689]",1
746441979,Point,"[116.4493958, 39.9588534]",0
746441989,Point,"[116.460223, 39.9768709]",0
746486448,Point,"[116.4508354, 39.9646902]",0
746486449,Point,"[116.4388608, 39.9800657]",0
746486454,Point,"[116.4426522, 39.9754453]",0
746486464,Point,"[116.4539583, 39.9626267]",0
746496428,Point,"[116.4569024, 39.9745973]",0
746496435,Point,"[116.3945968, 39.9967292]",1
746496437,Point,"[116.3948143, 39.9920189]",0
746496440,Point,"[116.3947859, 39.9932058]",1
746496441,Point,"[116.3951139, 39.9885771]",1
746502234,Point,"[116.4013178, 39.9739998]",1
746502255,Point,"[116.4012478, 39.9756518]",1
746502261,Point,"[116.4012814, 39.9816984]",1
746507241,Point,"[116.483537, 39.9389913]",1
746511912,Point,"[116.4608427, 39.9709198]",0
746511916,Point,"[116.4577046, 39.9749688]",0
746804765,Point,"[116.3157254, 39.9500676]",0
746804772,Point,"[116.3148401, 39.9477224]",0
746804774,Point,"[116.3135299, 39.9535019]",0
746804779,Point,"[116.3131512, 39.9529044]",0
746804780,Point,"[116.3156225, 39.9509143]",0
746804788,Point,"[116.3102849, 39.9481584]",0
746804790,Point,"[116.3049511, 39.9617967]",0
746804795,Point,"[116.3099544, 39.9466715]",0
746804798,Point,"[116.3174413, 39.9482806]",0
746804806,Point,"[116.3086589, 39.947948]",0
746804808,Point,"[116.3124816, 39.9528413]",0
746804809,Point,"[116.3155196, 39.9519609]",0
746804810,Point,"[116.3181377, 39.9481658]",0
746804813,Point,"[116.31023, 39.9487264]",0
746804821,Point,"[116.3160369, 39.9478257]",0
746804826,Point,"[116.3125858, 39.9567577]",0
746804829,Point,"[116.3136709, 39.9555836]",0
746804830,Point,"[116.3174433, 39.9532095]",0
746804834,Point,"[116.3132007, 39.9511563]",0
746804837,Point,"[116.3132061, 39.9525468]",0
746804838,Point,"[116.3145179, 39.9499624]",0
746804841,Point,"[116.3099144, 39.9469224]",0
746804843,Point,"[116.3061024, 39.94985]",0
746804846,Point,"[116.3181083, 39.948376]",0
746804849,Point,"[116.3119693, 39.9533299]",0
746804858,Point,"[116.312218, 39.9524619]",0
746804872,Point,"[116.3128441, 39.9519606]",0
746804873,Point,"[116.3122896, 39.9519063]",0
746804875,Point,"[116.3143136, 39.9512509]",0
746804881,Point,"[116.3121737, 39.9528077]",0
746804885,Point,"[116.3076855, 39.9524813]",0
746804886,Point,"[116.3174703, 39.9480925]",0
746804890,Point,"[116.3084051, 39.9488158]",0
746804893,Point,"[116.3128109, 39.9525089]",0
746804895,Point,"[116.3089182, 39.9501691]",0
746804896,Point,"[116.3147575, 39.9482416]",0
746804899,Point,"[116.3125363, 39.9524895]",0
746856304,Point,"[116.324839, 39.9617924]",0
746856305,Point,"[116.4176961, 39.9586472]",0
746856306,Point,"[116.3925233, 39.9632261]",0
746856308,Point,"[116.4127402, 39.9487076]",0
746856311,Point,"[116.3713747, 39.9506049]",0
746856312,Point,"[116.3280408, 39.9484265]",0
746856313,Point,"[116.4118663, 39.9636807]",0
746856314,Point,"[116.3217028, 39.9572159]",0
746856317,Point,"[116.3360721, 39.9544803]",0
746856318,Point,"[116.3400448, 39.9507258]",0
746856324,Point,"[116.4153433, 39.9633288]",0
746856328,Point,"[116.3629522, 39.9496342]",0
746856331,Point,"[116.3691427, 39.9588734]",0
746856334,Point,"[116.3508014, 39.9486221]",0
746856335,Point,"[116.3231081, 39.9480342]",0
746856338,Point,"[116.4094942, 39.9674873]",0
746856340,Point,"[116.3595019, 39.9503543]",0
746856341,Point,"[116.3348578, 39.9536455]",0
746856345,Point,"[116.4030679, 39.9490181]",0
746856347,Point,"[116.4147721, 39.9537241]",0
746856351,Point,"[116.4134305, 39.9644142]",0
746856352,Point,"[116.365131, 39.9533764]",0
746856354,Point,"[116.4155609, 39.9591384]",0
746856357,Point,"[116.3695759, 39.9556346]",0
746856358,Point,"[116.3786405, 39.9521792]",0
746856359,Point,"[116.3760179, 39.9614318]",0
746856360,Point,"[116.3375625, 39.9524138]",0
746856362,Point,"[116.3530825, 39.9448098]",0
746856364,Point,"[116.3757463, 39.9614266]",0
746856366,Point,"[116.3924626, 39.9640002]",0
746856368,Point,"[116.3272089, 39.9483608]",0
746856369,Point,"[116.3341467, 39.9608202]",0
746856370,Point,"[116.4340858, 39.9484204]",0
746856371,Point,"[116.3819042, 39.9615804]",1
746856372,Point,"[116.3367968, 39.9511281]",0
746856373,Point,"[116.4120265, 39.9633028]",0
746856375,Point,"[116.3786011, 39.9482117]",0
746856377,Point,"[116.417644, 39.9602927]",0
746856379,Point,"[116.3251824, 39.9592822]",0
746856380,Point,"[116.417216, 39.9506382]",0
746856381,Point,"[116.3553434, 39.9532274]",0
746856382,Point,"[116.3777058, 39.9614844]",0
746856388,Point,"[116.3191094, 39.9644522]",0
746856389,Point,"[116.3583289, 39.9497908]",0
746856390,Point,"[116.3926472, 39.9618922]",0
746856391,Point,"[116.3691161, 39.9495493]",0
746856394,Point,"[116.3524316, 39.9465425]",0
746856395,Point,"[116.3786016, 39.9491203]",0
746856396,Point,"[116.3227851, 39.9505029]",0
746856400,Point,"[116.3685551, 39.9494738]",0
746856403,Point,"[116.3582037, 39.9510619]",0
746856413,Point,"[116.3417354, 39.9511862]",0
746856419,Point,"[116.3365161, 39.953116]",0
746856423,Point,"[116.4166915, 39.9559517]",0
746856425,Point,"[116.3617385, 39.9531862]",0
746856429,Point,"[116.3787013, 39.9500214]",0
746856430,Point,"[116.4050089, 39.9636138]",0
746856431,Point,"[116.3378916, 39.9512831]",0
746856433,Point,"[116.4269904, 39.9491486]",0
746856435,Point,"[116.4133714, 39.9591956]",0
746856437,Point,"[116.3673688, 39.9494531]",0
746856439,Point,"[116.3470998, 39.9502264]",0
746856440,Point,"[116.4130627, 39.9676001]",0
746856441,Point,"[116.3559958, 39.9500752]",0
746856443,Point,"[116.4121924, 39.9597478]",0
746856446,Point,"[116.4135215, 39.9633246]",0
746856447,Point,"[116.3262649, 39.9507146]",0
746856450,Point,"[116.3414163, 39.9660086]",0
746856452,Point,"[116.3256317, 39.956072]",0
746856454,Point,"[116.3778259, 39.9587565]",0
746856461,Point,"[116.3387478, 39.9556806]",0
746856462,Point,"[116.4122309, 39.959161]",0
746856463,Point,"[116.3279036, 39.9494653]",0
746856467,Point,"[116.3685585, 39.9495504]",0
746856471,Point,"[116.3375285, 39.9555987]",0
746856472,Point,"[116.3406424, 39.9510364]",0
746856474,Point,"[116.3271318, 39.9494127]",0
746856475,Point,"[116.4119151, 39.9625737]",0
746856478,Point,"[116.3359237, 39.9509928]",0
746856480,Point,"[116.3233273, 39.964507]",0
746856481,Point,"[116.3401428, 39.9528742]",0
746856482,Point,"[116.4142811, 39.9585973]",0
746856485,Point,"[116.3371389, 39.9483007]",0
746856487,Point,"[116.3507858, 39.9486666]",0
746856490,Point,"[116.4133431, 39.9594392]",0
746856492,Point,"[116.4108358, 39.9654794]",0
746856493,Point,"[116.3385029, 39.9491147]",0
746856494,Point,"[116.413088, 39.966979]",0
746856495,Point,"[116.3762295, 39.948961]",0
746856503,Point,"[116.4147368, 39.9559178]",0
746856504,Point,"[116.3452249, 39.949411]",0
746856506,Point,"[116.3959066, 39.9641438]",0
746856507,Point,"[116.4171324, 39.9670352]",0
746856511,Point,"[116.3346339, 39.9564833]",0
746856516,Point,"[116.4228534, 39.9543465]",0
746856517,Point,"[116.3567659, 39.9490169]",0
746856532,Point,"[116.3545391, 39.9461097]",0
746856533,Point,"[116.3333116, 39.9496509]",0
746856535,Point,"[116.338842, 39.9547596]",0
746856536,Point,"[116.3459562, 39.9532944]",0
746856539,Point,"[116.3344282, 39.9627563]",0
746856540,Point,"[116.4246719, 39.964052]",0
746856544,Point,"[116.4143425, 39.9633152]",0
746856545,Point,"[116.3526078, 39.9439407]",0
746856549,Point,"[116.3480748, 39.9518116]",0
746856550,Point,"[116.3495246, 39.9506055]",1
746856552,Point,"[116.3215102, 39.9590465]",0
746856553,Point,"[116.3398317, 39.9541517]",0
746856554,Point,"[116.4122547, 39.9587043]",0
746856556,Point,"[116.4291745, 39.9493276]",0
746856561,Point,"[116.3576202, 39.9507577]",0
746856562,Point,"[116.3906499, 39.959805]",0
746856564,Point,"[116.3365912, 39.9501622]",0
746856565,Point,"[116.4172077, 39.963876]",0
746856567,Point,"[116.3245419, 39.9574329]",0
746856568,Point,"[116.4159151, 39.950614]",0
746856571,Point,"[116.3347773, 39.9543498]",0
746856575,Point,"[116.3366744, 39.9555464]",0
746856576,Point,"[116.3329501, 39.9607896]",0
746856577,Point,"[116.3421332, 39.956813]",0
746856580,Point,"[116.3381531, 39.9503951]",0
746856583,Point,"[116.3798487, 39.9500341]",0
746856589,Point,"[116.415317, 39.9607105]",0
746856596,Point,"[116.3411869, 39.9530556]",1
746856597,Point,"[116.4283187, 39.9484536]",0
746856605,Point,"[116.4187799, 39.9620751]",0
746856608,Point,"[116.3595253, 39.956536]",0
746856614,Point,"[116.3594759, 39.9511056]",0
746856616,Point,"[116.4134237, 39.958577]",0
746856618,Point,"[116.3390256, 39.9526725]",0
746856619,Point,"[116.3486553, 39.9506366]",0
746856622,Point,"[116.3528103, 39.9481748]",0
746856624,Point,"[116.4166874, 39.9591576]",0
746856628,Point,"[116.367375, 39.9495486]",0
746856629,Point,"[116.4132828, 39.9662119]",0
746856639,Point,"[116.37599, 39.9619774]",0
746856643,Point,"[116.4119749, 39.9644243]",0
746856644,Point,"[116.3761111, 39.9565839]",0
746856645,Point,"[116.4159884, 39.94881]",0
746856646,Point,"[116.3922371, 39.9653064]",0
746856648,Point,"[116.3376455, 39.9546077]",0
746856649,Point,"[116.330933, 39.94882]",0
746856652,Point,"[116.3713778, 39.9498563]",0
746856654,Point,"[116.4144312, 39.9606913]",0
746856657,Point,"[116.3286816, 39.9451798]",0
746856658,Point,"[116.336741, 39.9545459]",0
746856660,Point,"[116.3915564, 39.9632084]",0
746856675,Point,"[116.3264107, 39.9493753]",0
746856676,Point,"[116.4139179, 39.952625]",0
746856677,Point,"[116.4225914, 39.960801]",0
746856680,Point,"[116.4153433, 39.9672456]",0
746856681,Point,"[116.3517287, 39.9447954]",0
746856683,Point,"[116.4125652, 39.9537207]",0
746856684,Point,"[116.4260718, 39.952902]",1
746856693,Point,"[116.4109171, 39.9636641]",0
746856694,Point,"[116.3331092, 39.9504205]",0
746856697,Point,"[116.3359353, 39.9554872]",0
746856698,Point,"[116.3366482, 39.9518443]",0
746856702,Point,"[116.3190312, 39.9656793]",0
746856706,Point,"[116.3415375, 39.951926]",0
746856707,Point,"[116.4173584, 39.9607547]",0
746856710,Point,"[116.3318905, 39.9593119]",0
746856712,Point,"[116.4228888, 39.9520706]",0
746856714,Point,"[116.362818, 39.9512443]",0
746856716,Point,"[116.3697948, 39.9527408]",0
746856718,Point,"[116.3367464, 39.9522308]",0
746856721,Point,"[116.4096408, 39.9636142]",0
746856723,Point,"[116.3958468, 39.9654062]",0
746856724,Point,"[116.3467923, 39.9532836]",0
746856729,Point,"[116.3714315, 39.9520564]",0
746856730,Point,"[116.4155772, 39.9585831]",0
746964191,Point,"[116.4391888, 39.9058914]",0
746964198,Point,"[116.4474661, 39.917956]",0
746964200,Point,"[116.4513528, 39.9436912]",0
746964205,Point,"[116.4375201, 39.9058474]",0
746964223,Point,"[116.4403714, 39.9104273]",0
746964225,Point,"[116.4515754, 39.9029722]",0
746964226,Point,"[116.4549418, 39.905308]",0
746964227,Point,"[116.4498608, 39.8992282]",0
746964234,Point,"[116.4346888, 39.9398255]",0
746964260,Point,"[116.4376401, 39.910418]",0
746964262,Point,"[116.4540606, 39.9053067]",0
746964264,Point,"[116.4453375, 39.9044633]",0
746964266,Point,"[116.4498008, 39.8656249]",1
746964268,Point,"[116.4453632, 39.9070221]",0
746964273,Point,"[116.4521889, 39.8991215]",0
746964335,Point,"[116.439008, 39.8862509]",0
746964336,Point,"[116.4418088, 39.8979768]",0
746964337,Point,"[116.4516315, 39.9168782]",0
746966042,Point,"[116.450936, 39.9351955]",0
746966047,Point,"[116.4517012, 39.9076194]",0
746966061,Point,"[116.4383145, 39.9520093]",0
746966067,Point,"[116.4376411, 39.9090029]",0
746966082,Point,"[116.4344619, 39.9569037]",0
746966124,Point,"[116.433736, 39.9516296]",0
746966157,Point,"[116.4516626, 39.917945]",0
746966174,Point,"[116.4346523, 39.9411325]",0
746966178,Point,"[116.4344246, 39.955904]",0
746966184,Point,"[116.4540615, 39.9030855]",0
746966199,Point,"[116.4551971, 39.9169157]",0
746966202,Point,"[116.4455272, 39.9026019]",0
746966226,Point,"[116.4515703, 39.9053066]",0
748725488,Point,"[116.4595865, 39.9766385]",0
748725492,Point,"[116.4560491, 39.9760888]",0
748725502,Point,"[116.4540345, 39.9763648]",0
748757976,Point,"[116.4780283, 39.974983]",0
748758172,Point,"[116.4820698, 39.9787591]",0
748758959,Point,"[116.474856, 39.9843607]",0
748758963,Point,"[116.4746979, 39.9842106]",0
754397043,Point,"[116.3616314, 39.8572962]",0
754397068,Point,"[116.4243533, 39.8633477]",0
754397164,Point,"[116.3314826, 39.8611381]",0
754397185,Point,"[116.442339, 39.8906958]",0
754397225,Point,"[116.4050246, 39.8607987]",0
754397241,Point,"[116.3867048, 39.8651729]",0
754397257,Point,"[116.3978701, 39.8649697]",0
754397280,Point,"[116.3680523, 39.8660564]",0
754397320,Point,"[116.4074683, 39.8655568]",0
754397343,Point,"[116.3861335, 39.8623501]",0
754397419,Point,"[116.3775814, 39.8581514]",0
754397468,Point,"[116.4198293, 39.8609511]",0
754397511,Point,"[116.4405514, 39.8982093]",0
754397539,Point,"[116.4010689, 39.8605954]",0
754397575,Point,"[116.4156801, 39.8695789]",0
754397590,Point,"[116.4388654, 39.8592207]",0
754397627,Point,"[116.3915296, 39.8616807]",0
754397645,Point,"[116.3942068, 39.8649573]",0
754397667,Point,"[116.3623435, 39.8592078]",0
754397739,Point,"[116.3714086, 39.8663019]",0
754397824,Point,"[116.4379718, 39.9015961]",0
754397838,Point,"[116.4026216, 39.861093]",0
754397867,Point,"[116.4221429, 39.8696131]",0
754397902,Point,"[116.3831272, 39.8622861]",0
754397939,Point,"[116.3944405, 39.8582372]",0
754397976,Point,"[116.3837156, 39.869353]",0
754398022,Point,"[116.3359447, 39.8526551]",0
754398056,Point,"[116.383051, 39.8594236]",0
754398061,Point,"[116.4138136, 39.8560432]",0
754398202,Point,"[116.3516386, 39.8665517]",0
754398313,Point,"[116.3751861, 39.8608653]",0
754398348,Point,"[116.4037197, 39.8607819]",0
754398416,Point,"[116.3476222, 39.8563043]",0
754398507,Point,"[116.4424505, 39.9015717]",0
754398539,Point,"[116.4073718, 39.8672995]",0
754398570,Point,"[116.3786672, 39.8670564]",0
754398796,Point,"[116.3749754, 39.8622481]",0
754398808,Point,"[116.4416516, 39.8997146]",0
754398937,Point,"[116.3214834, 39.8533045]",0
