id,time,entity_id,traj_id,coordinates,current_dis,speeds,holidays
138258,2013-10-13T09:07:18Z,4904,5818,"[116.35582,39.935413]",4.2902650943658465,46.0525,1
138259,2013-10-13T09:08:22Z,4904,5818,"[116.355721,39.94257]",5.086181035461712,43.49999999999999,1
138260,2013-10-13T09:08:33Z,4904,5818,"[116.357452,39.944149]",5.318026805660434,47.2675,1
138261,2013-10-13T09:09:18Z,4904,5818,,,50.434999999999995,1
138435,2013-10-13T13:30:00Z,4904,5827,"[116.305107,39.896755]",0.0,50.5825,1
138436,2013-10-13T13:30:24Z,4904,5827,"[116.307495,39.896488]",0.2100798086677208,31.355000000000004,1
138437,2013-10-13T13:31:00Z,4904,5827,"[116.30912,39.89719]",0.4202569185327454,40.0,1
138438,2013-10-13T13:31:21Z,4904,5827,"[116.306541,39.897255]",0.640542631268469,50.5825,1
138439,2013-10-13T13:31:48Z,4904,5827,"[116.303322,39.89735]",0.9153698800773084,49.495,1
138440,2013-10-13T13:32:48Z,4904,5827,"[116.302162,39.900402]",1.2688914035189722,22.0625,1
138441,2013-10-13T13:34:00Z,4904,5827,"[116.302208,39.902584]",1.5117571204273386,18.2775,1
138442,2013-10-13T13:34:24Z,4904,5827,"[116.302177,39.904881]",1.7677640229855882,28.805,1
138443,2013-10-13T13:35:24Z,4904,5827,"[116.302208,39.907078]",2.012094119151528,29.457500000000003,1
138444,2013-10-13T13:37:36Z,4904,5827,"[116.30677,39.907444]",2.412948360604263,36.29,1
138445,2013-10-13T13:38:12Z,4904,5827,"[116.312454,39.907291]",2.8981091774906544,42.0125,1
138446,2013-10-13T13:38:48Z,4904,5827,"[116.310448,39.907032]",3.158881213541737,38.705,1
138447,2013-10-13T13:39:21Z,4904,5827,"[116.312111,39.908554]",3.4415419726299152,42.0125,1
138448,2013-10-13T13:39:47Z,4904,5827,"[116.309746,39.907627]",3.7379237993444416,42.364999999999995,1
138449,2013-10-13T13:39:58Z,4904,5827,,,36.29,1
138634,2013-10-13T17:45:00Z,4904,5831,"[116.370049,39.907227]",0.0,53.5175,1
138635,2013-10-13T17:45:11Z,4904,5831,"[116.367447,39.907238]",0.2219569111636596,39.36750000000001,1
138636,2013-10-13T17:46:11Z,4904,5831,"[116.359123,39.907265]",0.9320546318719932,32.055,1
138637,2013-10-13T17:46:35Z,4904,5831,"[116.355278,39.907257]",1.260039715624925,25.215000000000003,1
138638,2013-10-13T17:46:59Z,4904,5831,"[116.352692,39.907345]",1.4808831532241076,26.865,1
138639,2013-10-13T17:48:12Z,4904,5831,"[116.345871,39.907303]",2.062740129269568,37.76,1
138640,2013-10-13T17:49:23Z,4904,5831,"[116.339012,39.90752]",2.649889994430021,30.555,1
138641,2013-10-13T17:49:40Z,4904,5831,"[116.335365,39.907597]",2.9610995515066056,34.4675,1
138642,2013-10-13T17:50:19Z,4904,5831,"[116.327026,39.907471]",3.6725641901717583,42.7325,1
138643,2013-10-13T17:50:32Z,4904,5831,"[116.324539,39.907482]",3.884710871659368,26.72,1
138644,2013-10-13T17:51:40Z,4904,5831,"[116.322189,39.90749]",4.085178137568058,20.32,1
138645,2013-10-13T17:53:10Z,4904,5831,"[116.317375,39.907558]",4.495911162326217,25.417500000000004,1
138646,2013-10-13T17:53:33Z,4904,5831,"[116.314857,39.907578]",4.710709870221666,52.407500000000006,1
138647,2013-10-13T17:53:45Z,4904,5831,"[116.312477,39.907513]",4.9138542654530095,36.025000000000006,1
138648,2013-10-13T17:54:07Z,4904,5831,,,39.5975,1
139783,2013-10-13T04:00:00Z,4955,5878,"[116.455482,39.933846]",0.0,23.115,1
139784,2013-10-13T04:00:19Z,4955,5878,"[116.45285,39.933743]",0.2247275497071912,35.845,1
139785,2013-10-13T04:01:07Z,4955,5878,"[116.450317,39.933231]",0.4801062891230322,27.882499999999997,1
139786,2013-10-13T04:01:31Z,4955,5878,"[116.450356,39.93021]",0.8160678805590591,60.025,1
139787,2013-10-13T04:01:56Z,4955,5878,"[116.450279,39.927082]",1.1640008575628469,25.9825,1
139788,2013-10-13T04:02:19Z,4955,5878,"[116.45034,39.924084]",1.497654532895322,45.78750000000001,1
139789,2013-10-13T04:02:44Z,4955,5878,"[116.450325,39.920776]",1.865514259349785,51.05,1
139790,2013-10-13T04:02:56Z,4955,5878,"[116.45034,39.918903]",2.07379913282925,27.78,1
139791,2013-10-13T04:03:07Z,4955,5878,"[116.450348,39.916965]",2.289309273768952,25.495,1
139792,2013-10-13T04:03:31Z,4955,5878,"[116.450325,39.913792]",2.642158351710879,30.130000000000003,1
139793,2013-10-13T04:03:56Z,4955,5878,"[116.45031,39.911209]",2.929395768855481,35.5575,1
139794,2013-10-13T04:04:20Z,4955,5878,"[116.45034,39.908855]",3.1912139085081,37.442499999999995,1
139795,2013-10-13T04:04:55Z,4955,5878,"[116.453156,39.908401]",3.452380709915938,59.96,1
139796,2013-10-13T04:05:15Z,4955,5878,"[116.457893,39.908401]",3.856467846350908,58.685,1
139797,2013-10-13T04:05:25Z,4955,5878,,,58.685,1
140183,2013-10-13T16:15:00Z,4955,5889,"[116.206825,39.927624]",0.0,14.78,1
140184,2013-10-13T16:15:52Z,4955,5889,"[116.206879,39.925602]",0.2252646285175516,31.147499999999997,1
140185,2013-10-13T16:16:21Z,4955,5889,"[116.208336,39.924149]",0.4566664918670633,31.147499999999997,1
140186,2013-10-13T16:16:39Z,4955,5889,"[116.210342,39.922718]",0.6903082126471558,15.15,1
140187,2013-10-13T16:17:04Z,4955,5889,"[116.212555,39.921906]",0.920599718105082,33.33,1
140188,2013-10-13T16:17:28Z,4955,5889,"[116.213531,39.923565]",1.1229912541390716,33.33,1
140189,2013-10-13T16:18:16Z,4955,5889,"[116.218796,39.924629]",1.5873189406781325,66.0675,1
140190,2013-10-13T16:18:28Z,4955,5889,"[116.221184,39.924644]",1.790973112203108,64.14999999999999,1
140191,2013-10-13T16:18:50Z,4955,5889,"[116.226097,39.924728]",2.210064777264772,42.9375,1
140192,2013-10-13T16:19:22Z,4955,5889,"[116.233315,39.92453]",2.8264029663818904,34.0,1
140193,2013-10-13T16:19:58Z,4955,5889,"[116.238106,39.925232]",3.243955087661233,27.94,1
140194,2013-10-13T16:20:34Z,4955,5889,"[116.241394,39.92601]",3.537393663011257,23.07,1
140195,2013-10-13T16:21:09Z,4955,5889,"[116.243958,39.926609]",3.7659659287259486,32.58,1
140196,2013-10-13T16:21:58Z,4955,5889,"[116.24691,39.927155]",4.025211552049215,30.51,1
140197,2013-10-13T16:22:49Z,4955,5889,,,25.152499999999996,1
140340,2013-10-13T02:00:00Z,4956,5895,"[116.365715,39.957947]",0.0,31.68,1
140341,2013-10-13T02:00:25Z,4956,5895,"[116.368301,39.957863]",0.2217235411060866,37.9925,1
140342,2013-10-13T02:00:49Z,4956,5895,"[116.37114,39.956913]",0.5350952271183562,24.4925,1
140343,2013-10-13T02:01:38Z,4956,5895,"[116.371307,39.955021]",0.7549393738448374,29.4375,1
140344,2013-10-13T02:02:01Z,4956,5895,"[116.371574,39.951527]",1.1441573162505354,28.4275,1
140345,2013-10-13T02:03:14Z,4956,5895,"[116.371948,39.948902]",1.437840913053285,56.342499999999994,1
140346,2013-10-13T02:04:09Z,4956,5895,"[116.382004,39.94873]",2.3270681673608573,60.9125,1
140347,2013-10-13T02:04:20Z,4956,5895,"[116.384575,39.948811]",2.5464293482729543,62.6025,1
140348,2013-10-13T02:04:37Z,4956,5895,"[116.387672,39.948818]",2.8122570430356344,61.9525,1
140349,2013-10-13T02:04:54Z,4956,5895,"[116.390846,39.948887]",3.082947082820982,63.16,1
140350,2013-10-13T02:05:04Z,4956,5895,"[116.393372,39.948891]",3.2982871211853397,60.7625,1
140351,2013-10-13T02:05:25Z,4956,5895,"[116.39856,39.948944]",3.740599259096397,69.51249999999999,1
140352,2013-10-13T02:05:35Z,4956,5895,"[116.401108,39.948963]",3.957824391968567,67.685,1
140353,2013-10-13T02:05:45Z,4956,5895,"[116.403618,39.948959]",4.171800220212009,61.4775,1
140354,2013-10-13T02:05:54Z,4956,5895,,,57.6225,1
140595,2013-10-13T09:00:00Z,4956,5901,"[116.547386,39.95068]",0.0,26.315,1
140596,2013-10-13T09:00:34Z,4956,5901,"[116.547089,39.94783]",0.3263547441236242,41.985,1
140597,2013-10-13T09:00:49Z,4956,5901,"[116.547081,39.94595]",0.5354153948112707,25.362499999999997,1
140598,2013-10-13T09:01:25Z,4956,5901,"[116.547035,39.94244]",0.925765915848534,27.0775,1
140599,2013-10-13T09:02:25Z,4956,5901,"[116.541328,39.942081]",1.4778445801507658,50.39,1
140600,2013-10-13T09:03:00Z,4956,5901,"[116.538231,39.941353]",1.754020669838296,29.8775,1
140601,2013-10-13T09:03:24Z,4956,5901,"[116.541977,39.941208]",2.073842787221569,50.39,1
140602,2013-10-13T09:04:25Z,4956,5901,"[116.542656,39.939342]",2.4490558875786053,30.72,1
140603,2013-10-13T09:05:00Z,4956,5901,"[116.54274,39.936928]",2.7179869822915355,24.49,1
140604,2013-10-13T09:05:49Z,4956,5901,"[116.543083,39.933575]",3.092034867500079,67.66499999999999,1
140605,2013-10-13T09:06:12Z,4956,5901,"[116.543129,39.931328]",3.342327176782384,64.75,1
140606,2013-10-13T09:06:39Z,4956,5901,"[116.543282,39.92868]",3.637200209707764,68.7825,1
140607,2013-10-13T09:07:13Z,4956,5901,"[116.543472,39.926491]",3.882109182125749,71.625,1
140608,2013-10-13T09:07:34Z,4956,5901,"[116.543579,39.92461]",4.091478674626823,68.8025,1
140609,2013-10-13T09:08:00Z,4956,5901,,,62.114999999999995,1
140748,2013-10-13T16:45:00Z,4956,5906,"[116.5439,40.025101]",0.0,54.4575,1
140749,2013-10-13T16:45:24Z,4956,5906,"[116.540283,40.023808]",0.3399143699736282,54.572500000000005,1
140750,2013-10-13T16:45:59Z,4956,5906,"[116.534103,40.021629]",0.9192941585725412,54.245,1
140751,2013-10-13T16:46:25Z,4956,5906,"[116.529495,40.020016]",1.3507598747676528,60.0325,1
140752,2013-10-13T16:46:48Z,4956,5906,"[116.525276,40.018532]",1.7461430772341462,52.705,1
140753,2013-10-13T16:47:37Z,4956,5906,"[116.519119,40.015709]",2.3586885502635337,50.5925,1
140754,2013-10-13T16:48:13Z,4956,5906,"[116.516365,40.013699]",2.682895630993184,51.107499999999995,1
140755,2013-10-13T16:48:37Z,4956,5906,"[116.51445,40.011997]",2.932741324948404,46.7,1
140756,2013-10-13T16:49:01Z,4956,5906,"[116.512001,40.009796]",3.254320554999382,45.662499999999994,1
140757,2013-10-13T16:49:25Z,4956,5906,"[116.509674,40.007687]",3.5613808272751317,46.1225,1
140758,2013-10-13T16:49:48Z,4956,5906,"[116.507225,40.005486]",3.8829711401702935,55.3425,1
140759,2013-10-13T16:50:13Z,4956,5906,"[116.505341,40.003796]",4.130098474750463,52.24,1
140760,2013-10-13T16:50:59Z,4956,5906,"[116.499306,39.998451]",4.915951147200827,69.67750000000001,1
140761,2013-10-13T16:51:13Z,4956,5906,"[116.497269,39.996536]",5.190652273874867,66.07,1
140762,2013-10-13T16:51:25Z,4956,5906,,,66.8025,1
141584,2013-10-13T09:45:00Z,4959,5941,"[116.407455,40.005466]",0.0,17.98,1
141585,2013-10-13T09:46:36Z,4959,5941,"[116.407646,40.003223]",0.2639985716191018,18.7475,1
141586,2013-10-13T09:47:10Z,4959,5941,"[116.407799,40.000877]",0.5256062922094344,32.2375,1
141587,2013-10-13T09:48:10Z,4959,5941,"[116.407806,39.998547]",0.7851644289978941,24.435,1
141588,2013-10-13T09:49:11Z,4959,5941,"[116.4077,39.99585]",1.0852115572454752,21.457500000000003,1
141589,2013-10-13T09:51:11Z,4959,5941,"[116.407623,39.993908]",1.301277065567242,31.47,1
141590,2013-10-13T09:51:42Z,4959,5941,"[116.407578,39.990536]",1.6762690853822202,42.3725,1
141591,2013-10-13T09:52:22Z,4959,5941,"[116.407486,39.985348]",2.253237197488293,41.8525,1
141592,2013-10-13T09:52:42Z,4959,5941,"[116.407448,39.983349]",2.475553145993488,22.77,1
141593,2013-10-13T09:55:23Z,4959,5941,"[116.409981,39.983097]",2.7126999445262463,21.81,1
141594,2013-10-13T09:56:10Z,4959,5941,"[116.413689,39.983238]",3.0291880584025543,34.8375,1
141595,2013-10-13T09:58:58Z,4959,5941,"[116.416389,39.983337]",3.2595696116350132,27.8275,1
141596,2013-10-13T09:59:58Z,4959,5941,"[116.417313,39.981216]",3.5507905984188235,21.21,1
141597,2013-10-13T10:01:58Z,4959,5941,"[116.414047,39.977169]",4.079923389101081,29.48,1
141598,2013-10-13T10:02:47Z,4959,5941,,,48.26,1
141693,2013-10-13T11:45:00Z,4959,5944,"[116.351524,40.024548]",0.0,27.944999999999997,1
141694,2013-10-13T11:45:23Z,4959,5944,"[116.351395,40.022507]",0.2272285331891131,39.1,1
141695,2013-10-13T11:46:00Z,4959,5944,"[116.354279,40.021206]",0.5125039686324081,38.945,1
141696,2013-10-13T11:46:31Z,4959,5944,"[116.356979,40.018555]",0.8863679015833202,31.5,1
141697,2013-10-13T11:46:59Z,4959,5944,"[116.358833,40.016178]",1.1942779158945689,25.52,1
141698,2013-10-13T11:48:12Z,4959,5944,"[116.360176,40.014423]",1.4204882822419536,21.2475,1
141699,2013-10-13T11:50:36Z,4959,5944,"[116.3619,40.011696]",1.7592191256995302,8.7125,1
141700,2013-10-13T11:51:24Z,4959,5944,"[116.36248,40.009277]",2.0526924026687188,36.1375,1
141701,2013-10-13T11:51:48Z,4959,5944,"[116.364922,40.007999]",2.3096218140282905,35.1475,1
141702,2013-10-13T11:52:23Z,4959,5944,"[116.366814,40.005585]",2.62272171610086,32.2675,1
141703,2013-10-13T11:53:30Z,4959,5944,"[116.369232,40.002407]",3.032025648484455,23.01,1
141704,2013-10-13T11:54:00Z,4959,5944,"[116.370575,40.000637]",3.259689630928912,22.5225,1
141705,2013-10-13T11:54:47Z,4959,5944,"[116.372238,39.998466]",3.5396093903549737,29.4225,1
141706,2013-10-13T11:56:00Z,4959,5944,"[116.373497,39.996845]",3.749378543082933,27.135,1
141707,2013-10-13T11:56:31Z,4959,5944,,,31.89,1
141748,2013-10-13T13:00:00Z,4959,5946,"[116.339485,39.993042]",0.0,12.43,1
141749,2013-10-13T13:00:49Z,4959,5946,"[116.340439,39.991631]",0.2017372805447502,31.78,1
141750,2013-10-13T13:01:46Z,4959,5946,"[116.340637,39.987022]",0.7145438550524055,51.195,1
141751,2013-10-13T13:02:40Z,4959,5946,"[116.340729,39.984882]",0.9526451608642488,29.0625,1
141752,2013-10-13T13:03:49Z,4959,5946,"[116.340828,39.982574]",1.2095081064216369,25.9025,1
141753,2013-10-13T13:04:48Z,4959,5946,"[116.341339,39.979073]",1.601267056249843,31.3,1
141754,2013-10-13T13:05:12Z,4959,5946,"[116.342697,39.977089]",1.8573126832562523,43.0375,1
141755,2013-10-13T13:06:24Z,4959,5946,"[116.338303,39.976471]",2.3652513002781124,40.055,1
141756,2013-10-13T13:07:24Z,4959,5946,"[116.335548,39.976578]",2.600662503115934,21.0975,1
141757,2013-10-13T13:09:13Z,4959,5946,"[116.333672,39.976044]",2.8397588409312005,16.5,1
141758,2013-10-13T13:09:49Z,4959,5946,"[116.333908,39.971458]",3.350132844243006,50.81,1
141759,2013-10-13T13:10:25Z,4959,5946,"[116.33403,39.967896]",3.7463700403398543,33.045,1
141760,2013-10-13T13:11:13Z,4959,5946,"[116.331635,39.967682]",3.961975957115965,41.83,1
141761,2013-10-13T13:11:45Z,4959,5946,"[116.328255,39.967751]",4.250442026977389,48.4225,1
141762,2013-10-13T13:12:24Z,4959,5946,,,39.845,1
141992,2013-10-13T17:15:00Z,4959,5949,"[116.401642,39.990032]",0.0,33.085,1
141993,2013-10-13T17:15:28Z,4959,5949,"[116.404182,39.990173]",0.2170073469689368,14.6325,1
141994,2013-10-13T17:15:52Z,4959,5949,"[116.405411,39.991581]",0.4342298238156081,14.6325,1
141995,2013-10-13T17:16:28Z,4959,5949,"[116.407341,39.992195]",0.6469933304279757,27.209999999999997,1
141996,2013-10-13T17:16:52Z,4959,5949,"[116.407494,39.990341]",0.8535731030354066,43.0225,1
141997,2013-10-13T17:17:16Z,4959,5949,"[116.407417,39.988247]",1.086522036627409,38.41,1
141998,2013-10-13T17:17:40Z,4959,5949,"[116.406326,39.987835]",1.2867514054872429,40.19,1
141999,2013-10-13T17:18:28Z,4959,5949,"[116.409653,39.988388]",1.5896880103282645,33.5225,1
142000,2013-10-13T17:19:28Z,4959,5949,"[116.41333,39.988617]",1.9042737441143427,30.115,1
142001,2013-10-13T17:20:28Z,4959,5949,"[116.416908,39.988682]",2.209350429885484,28.4775,1
142002,2013-10-13T17:21:15Z,4959,5949,"[116.423775,39.988895]",2.7948952246059475,27.51,1
142003,2013-10-13T17:21:38Z,4959,5949,"[116.428337,39.989029]",3.1838598653661343,32.905,1
142004,2013-10-13T17:22:03Z,4959,5949,"[116.43293,39.989223]",3.5757734184853285,28.82,1
142005,2013-10-13T17:22:27Z,4959,5949,"[116.435402,39.989269]",3.786447270435677,22.6925,1
142006,2013-10-13T17:22:51Z,4959,5949,,,17.2725,1
142319,2013-10-13T10:45:00Z,4961,5959,"[116.364929,39.856457]",0.0,46.5875,1
142320,2013-10-13T10:46:26Z,4961,5959,"[116.364807,39.858322]",0.2077093294928757,20.2525,1
142321,2013-10-13T10:47:31Z,4961,5959,"[116.364799,39.858459]",0.5600199124908324,19.29,1
142322,2013-10-13T10:47:54Z,4961,5959,"[116.364677,39.86124]",0.8694473714037944,15.7875,1
142323,2013-10-13T10:49:11Z,4961,5959,"[116.364525,39.863979]",1.1762345543274912,27.005000000000003,1
142324,2013-10-13T10:50:16Z,4961,5959,"[116.364449,39.865799]",1.3787278175568236,11.095,1
142325,2013-10-13T10:52:50Z,4961,5959,"[116.364304,39.867962]",1.6201252231958778,38.335,1
142326,2013-10-13T10:54:30Z,4961,5959,"[116.366989,39.869415]",1.920761346861298,49.1975,1
142327,2013-10-13T10:54:52Z,4961,5959,"[116.370041,39.869846]",2.1857674759480896,43.1375,1
142328,2013-10-13T10:55:25Z,4961,5959,"[116.376038,39.870323]",2.7003368578948748,36.995000000000005,1
142329,2013-10-13T10:55:45Z,4961,5959,"[116.380653,39.870693]",3.0963556988998717,48.2425,1
142330,2013-10-13T10:55:56Z,4961,5959,"[116.383133,39.870876]",3.3089910267374587,53.21,1
142331,2013-10-13T10:56:18Z,4961,5959,"[116.387756,39.871178]",3.7049731226975102,43.24250000000001,1
142332,2013-10-13T10:56:40Z,4961,5959,"[116.392052,39.871384]",4.072333934754703,43.55,1
142333,2013-10-13T10:57:03Z,4961,5959,,,47.4175,1
142754,2013-10-13T00:45:00Z,4962,5978,"[116.358368,39.952061]",0.0,23.105,1
142755,2013-10-13T00:45:35Z,4962,5978,"[116.355728,39.952034]",0.2368254816960212,48.3575,1
142756,2013-10-13T00:48:24Z,4962,5978,"[116.355431,39.953705]",0.477867783891216,59.495000000000005,1
142757,2013-10-13T00:48:48Z,4962,5978,"[116.355125,39.956921]",0.8366141354373012,42.935,1
142758,2013-10-13T00:49:00Z,4962,5978,"[116.35508,39.958813]",1.0470428758914063,42.935,1
142759,2013-10-13T00:49:24Z,4962,5978,"[116.354874,39.962421]",1.4486429360109294,58.8925,1
142760,2013-10-13T00:49:48Z,4962,5978,"[116.354736,39.965782]",1.822596154698896,52.42,1
142761,2013-10-13T00:50:00Z,4962,5978,"[116.354614,39.967613]",2.0264719393108948,56.7975,1
142762,2013-10-13T00:50:12Z,4962,5978,"[116.354576,39.96944]",2.2296634121195003,60.0875,1
142763,2013-10-13T00:50:24Z,4962,5978,"[116.354507,39.971348]",2.4419178903081225,60.0875,1
142764,2013-10-13T00:50:35Z,4962,5978,"[116.354347,39.973228]",2.651421431714192,61.2375,1
142765,2013-10-13T00:50:47Z,4962,5978,"[116.354248,39.975136]",2.8637621024572164,55.45,1
142766,2013-10-13T00:51:00Z,4962,5978,"[116.354103,39.977325]",3.1074962142167126,40.71249999999999,1
142767,2013-10-13T00:51:11Z,4962,5978,"[116.353981,39.979286]",3.325810579118313,59.315,1
142768,2013-10-13T00:51:23Z,4962,5978,,,55.405,1
143054,2013-10-13T08:15:00Z,4962,5986,"[116.364487,39.90942]",0.0,28.369999999999997,1
143055,2013-10-13T08:16:36Z,4962,5986,"[116.363167,39.90876]",0.2058554285002148,38.49,1
143056,2013-10-13T08:18:24Z,4962,5986,"[116.363136,39.905674]",0.5560688148798648,27.545,1
143057,2013-10-13T08:18:48Z,4962,5986,"[116.363182,39.902988]",0.8548148737242247,23.1975,1
143058,2013-10-13T08:19:20Z,4962,5986,"[116.363159,39.90012]",1.1738031664972093,18.5775,1
143059,2013-10-13T08:20:10Z,4962,5986,"[116.360092,39.899357]",1.4787763192071064,45.8075,1
143060,2013-10-13T08:20:44Z,4962,5986,"[116.352814,39.898048]",2.120837763790258,46.505,1
143061,2013-10-13T08:20:55Z,4962,5986,"[116.350449,39.897896]",2.323308970410406,44.89,1
143062,2013-10-13T08:21:32Z,4962,5986,"[116.348816,39.89732]",2.6873268136155057,44.89,1
143063,2013-10-13T08:22:07Z,4962,5986,"[116.348587,39.893127]",3.1588038709140305,53.942499999999995,1
143064,2013-10-13T08:22:44Z,4962,5986,"[116.348694,39.887894]",3.7407951141436464,44.73,1
143065,2013-10-13T08:23:08Z,4962,5986,"[116.348732,39.884323]",4.137910749668695,56.900000000000006,1
143066,2013-10-13T08:23:21Z,4962,5986,"[116.348763,39.882401]",4.351656951012751,56.852500000000006,1
143067,2013-10-13T08:23:44Z,4962,5986,"[116.348976,39.878548]",4.780502796280457,58.49999999999999,1
143068,2013-10-13T08:24:20Z,4962,5986,,,60.379999999999995,1
143132,2013-10-13T09:45:00Z,4962,5988,"[116.386696,39.843319]",0.0,27.097499999999997,1
143133,2013-10-13T09:46:01Z,4962,5988,"[116.386581,39.8456]",0.2581778629986001,26.225,1
143134,2013-10-13T09:46:25Z,4962,5988,"[116.38681,39.847771]",0.5003873190617562,28.4475,1
143135,2013-10-13T09:47:24Z,4962,5988,"[116.387009,39.850281]",0.7801956848294589,21.785,1
143136,2013-10-13T09:48:00Z,4962,5988,"[116.386978,39.852783]",1.0586574982206791,29.5925,1
143137,2013-10-13T09:50:01Z,4962,5988,"[116.386948,39.854561]",1.263303717559595,29.9875,1
143138,2013-10-13T09:53:15Z,4962,5988,"[116.386894,39.857895]",1.6574109967935071,24.917500000000004,1
143139,2013-10-13T09:53:37Z,4962,5988,"[116.386917,39.859718]",1.8601542411913627,15.295000000000002,1
143140,2013-10-13T09:54:37Z,4962,5988,"[116.386993,39.863289]",2.257435316149623,35.2575,1
143141,2013-10-13T09:56:12Z,4962,5988,"[116.38781,39.865376]",2.518241291168733,19.0375,1
143142,2013-10-13T09:56:37Z,4962,5988,"[116.388023,39.868198]",2.832578891485856,45.6025,1
143143,2013-10-13T09:57:00Z,4962,5988,"[116.38797,39.870872]",3.1299668708210486,42.2175,1
143144,2013-10-13T09:57:48Z,4962,5988,"[116.390457,39.871597]",3.459218210979333,45.205,1
143145,2013-10-13T09:58:24Z,4962,5988,"[116.385399,39.871151]",3.8942252485428464,44.447500000000005,1
143146,2013-10-13T09:58:48Z,4962,5988,,,48.9525,1
143271,2013-10-13T12:15:00Z,4962,5991,"[116.415207,39.840248]",0.0,14.725,1
143272,2013-10-13T12:15:48Z,4962,5991,"[116.415031,39.842133]",0.2102074400810009,18.9625,1
143273,2013-10-13T12:17:23Z,4962,5991,"[116.41478,39.844685]",0.5219814724504824,22.24,1
143274,2013-10-13T12:18:22Z,4962,5991,"[116.414688,39.846851]",0.7633766430009109,22.52,1
143275,2013-10-13T12:19:00Z,4962,5991,"[116.414528,39.849648]",1.074707852670656,34.0,1
143276,2013-10-13T12:19:25Z,4962,5991,"[116.41449,39.852413]",1.3823088089106728,42.7925,1
143277,2013-10-13T12:20:22Z,4962,5991,"[116.414413,39.854519]",1.6166043973286657,19.832500000000003,1
143278,2013-10-13T12:21:00Z,4962,5991,"[116.414368,39.856857]",1.8766225502253544,43.59,1
143279,2013-10-13T12:21:22Z,4962,5991,"[116.416733,39.856926]",2.0786536439231647,43.59,1
143280,2013-10-13T12:23:00Z,4962,5991,"[116.419365,39.856892]",2.30338805585324,31.815000000000005,1
143281,2013-10-13T12:26:22Z,4962,5991,"[116.42321,39.857433]",2.6415629947796746,39.9975,1
143282,2013-10-13T12:26:48Z,4962,5991,"[116.426079,39.858063]",2.8963313691231014,38.61,1
143283,2013-10-13T12:27:12Z,4962,5991,"[116.430153,39.858429]",3.246471727894909,43.3725,1
143284,2013-10-13T12:27:33Z,4962,5991,"[116.434868,39.858765]",3.6506846933832495,33.5775,1
143285,2013-10-13T12:27:45Z,4962,5991,,,28.98,1
143454,2013-10-13T15:00:00Z,4962,5997,"[116.407097,39.977238]",0.0,21.33,1
143455,2013-10-13T15:00:38Z,4962,5997,"[116.402985,39.977036]",0.3511193357023085,25.055,1
143456,2013-10-13T15:01:49Z,4962,5997,"[116.401772,39.975967]",0.5694937746118509,25.055,1
143457,2013-10-13T15:02:44Z,4962,5997,"[116.401764,39.973984]",0.7907827266009482,22.5,1
143458,2013-10-13T15:03:26Z,4962,5997,"[116.401863,39.971928]",1.019976940406171,16.05,1
143459,2013-10-13T15:04:02Z,4962,5997,"[116.401939,39.969307]",1.3117555658022364,20.3675,1
143460,2013-10-13T15:04:38Z,4962,5997,"[116.398972,39.968922]",1.5704875775123168,24.175,1
143461,2013-10-13T15:05:37Z,4962,5997,"[116.396423,39.968781]",1.7883570844609302,26.5725,1
143462,2013-10-13T15:06:38Z,4962,5997,"[116.393829,39.969063]",2.0253594221258515,31.94,1
143463,2013-10-13T15:07:02Z,4962,5997,"[116.39463,39.967125]",2.287432533213876,45.72,1
143464,2013-10-13T15:07:49Z,4962,5997,"[116.394768,39.96376]",2.6619085404633083,23.9325,1
143465,2013-10-13T15:08:38Z,4962,5997,"[116.394958,39.960461]",3.0291204921292985,28.4175,1
143466,2013-10-13T15:09:14Z,4962,5997,"[116.39505,39.958637]",3.2330780498377214,43.855,1
143467,2013-10-13T15:10:14Z,4962,5997,"[116.395401,39.952332]",3.9348670079840735,24.14,1
143468,2013-10-13T15:11:26Z,4962,5997,,,19.1025,1
143986,2013-10-15T15:00:00Z,256,6031,"[116.323746,39.896912]",0.0,29.725,0
143987,2013-10-15T15:01:36Z,256,6031,"[116.317963,39.897194]",0.494365318023938,43.9175,0
143988,2013-10-15T15:02:30Z,256,6031,"[116.311195,39.897564]",1.0732304887375153,33.305,0
143989,2013-10-15T15:04:19Z,256,6031,"[116.310349,39.902168]",1.5945527324691366,31.26,0
143990,2013-10-15T15:05:11Z,256,6031,"[116.310364,39.907475]",2.184701996823798,37.35249999999999,0
143991,2013-10-15T15:06:06Z,256,6031,"[116.310417,39.910526]",2.524008763924527,35.295,0
143992,2013-10-15T15:06:59Z,256,6031,"[116.310417,39.91407]",2.918107892759686,37.557500000000005,0
143993,2013-10-15T15:07:55Z,256,6031,"[116.310349,39.918732]",3.436563058304449,43.0075,0
143994,2013-10-15T15:08:49Z,256,6031,"[116.310249,39.922649]",3.872223936989207,36.5975,0
143995,2013-10-15T15:09:43Z,256,6031,"[116.310196,39.928005]",4.467837850847314,38.595,0
143996,2013-10-15T15:10:37Z,256,6031,"[116.310204,39.932945]",5.0171750962130055,36.690000000000005,0
143997,2013-10-15T15:11:30Z,256,6031,"[116.310242,39.93758]",5.532605557507528,41.46,0
143998,2013-10-15T15:12:24Z,256,6031,"[116.310242,39.944569]",6.309794838384402,39.1975,0
143999,2013-10-15T15:13:17Z,256,6031,"[116.309738,39.951088]",7.035991469755325,42.63,0
