,label time,predicted time,,,±ê×¼²î.
1637,10.866667,31.624176,-20.757509,,
1638,12.35,2,10.35,,
1639,9.783334,6.4105625,3.3727715,,
1640,65.96667,35.918156,30.048514,,
1641,10.133333,4.868084,5.265249,,
1642,16.233334,4.6662407,11.5670933,,
1643,13.683333,28.259892,-14.576559,,
1644,14.633333,14.490383,0.14295,,
1645,21.616667,35.73352,-14.116853,,
1646,6.866667,12.450016,-5.583349,,
1647,28.35,30.27296,-1.92296,,
1648,13.05,15.642002,-2.592002,,
1649,5.45,2,3.45,,
1650,20.883333,17.49149,3.391843,,
1651,25.566668,2.4449348,23.1217332,,
1652,18.533333,36.503864,-17.970531,,
1653,22.533333,36.945892,-14.412559,,
1654,18.933332,33.5188,-14.585468,,
1655,3.4166667,28.447308,-25.0306413,,
1656,16.416666,20.570206,-4.15354,,
1657,39.066666,2.929428,36.137238,,
1658,4.5833335,15.093834,-10.5105005,,
1659,3.4333334,10.508335,-7.0750016,,
1660,3.05,9.717409,-6.667409,,
1661,11.8,2,9.8,,
1662,39.7,30.76966,8.93034,,
1663,24.683332,40.758743,-16.075411,,
1664,14.366667,17.556358,-3.189691,,
1665,57.15,43.932262,13.217738,,
1666,6.25,54.71738,-48.46738,,
1667,19.283333,30.534279,-11.250946,,
1668,17.55,21.634872,-4.084872,,
1669,6.5833335,26.134102,-19.5507685,,
1670,18.383333,54.742508,-36.359175,,
1671,15.966666,35.162956,-19.19629,,
1672,20.366667,3.9537506,16.4129164,,
1673,10.383333,5.9239464,4.4593866,,
1674,36.3,33.651367,2.648633,,
1675,5.75,22.524017,-16.774017,,
1676,6.95,31.049051,-24.099051,,
1677,39.183334,8.695177,30.488157,,
1678,19.6,24.999413,-5.399413,,
1679,3.6333334,40.76606,-37.1327266,,
1680,5.2,5.7927923,-0.5927923,,
1681,14.916667,2,12.916667,,
1682,10.133333,25.695282,-15.561949,,
1683,9.15,18.002485,-8.852485,,
1684,9.2,35.19671,-25.99671,,
1685,6.55,2.7853622,3.7646378,,
1686,33.1,10.281448,22.818552,,
1687,19.766666,13.029331,6.737335,,
1688,8.983334,13.8030815,-4.8197475,,
1689,22.716667,4.7260284,17.9906386,,
1690,5.983333,7.3383884,-1.3550554,,
1691,37.133335,16.660416,20.472919,,
1692,7.6666665,11.388218,-3.7215515,,
1693,3.5166667,29.86703,-26.3503633,,
1694,59.216667,2,57.216667,,
1695,7.3,44.181664,-36.881664,,
1696,4,35.463013,-31.463013,,
1697,15.5,15.998829,-0.498829,,
1698,31.15,32.734535,-1.584535,,
1699,29.133333,35.644638,-6.511305,,
1700,6.983333,24.991566,-18.008233,,
1701,14.333333,43.592834,-29.259501,,
1702,4.983333,40.706787,-35.723454,,
1703,23.383333,66.781654,-43.398321,,
1704,6.383333,7.925205,-1.541872,,
1705,11.583333,9.253969,2.329364,,
1706,5.0833335,18.751705,-13.6683715,,
1707,8,29.839426,-21.839426,,
1708,17.866667,4.365593,13.501074,,
1709,9.25,43.23505,-33.98505,,
1710,4.5833335,38.350353,-33.7670195,,
1711,8.116667,41.926193,-33.809526,,
1712,22.966667,33.12819,-10.161523,,
1713,16.533333,10.909212,5.624121,,
1714,30.133333,38.932533,-8.7992,,
1715,39.633335,12.251755,27.38158,,
1716,35.9,2,33.9,,
1717,28.416666,7.595402,20.821264,,
1718,28.383333,31.36139,-2.978057,,
1719,15.55,2,13.55,,
1720,16.316668,2,14.316668,,
1721,15.216666,17.29449,-2.077824,,
1722,20.85,51.350044,-30.500044,,
1723,23.1,26.683731,-3.583731,,
1724,31.566668,31.16846,0.398208,,
1725,4,25.189882,-21.189882,,
1726,35.483334,14.185684,21.29765,,
1727,5.6833334,30.210697,-24.5273636,,
1728,3.1166666,6.2221956,-3.105529,,
1729,14.15,19.604874,-5.454874,,
1730,11.733334,34.129066,-22.395732,,
1731,53.95,2,51.95,,
1732,46.45,9.907814,36.542186,,
1733,5.4166665,13.468201,-8.0515345,,
1734,8.516666,10.684906,-2.16824,,
1735,47.65,27.470276,20.179724,,
1736,12.383333,19.574253,-7.19092,,
1737,8.6,6.2553787,2.3446213,,
1738,30.716667,23.883598,6.833069,,
1739,7.15,15.97801,-8.82801,,
1740,10.25,33.32521,-23.07521,,
1741,31.4,7.1452103,24.2547897,,
1742,5.7833333,24.406734,-18.6234007,,
1743,12.116667,33.993103,-21.876436,,
1744,22.166666,39.891068,-17.724402,,
1745,3.5166667,7.325487,-3.8088203,,
1746,17.7,43.6682,-25.9682,,
1747,78.5,84.487076,-5.987076,,
1748,15.766666,71.162735,-55.396069,,
1749,5.016667,49.062332,-44.045665,,
1750,6.4166665,16.18533,-9.7686635,,
1751,15.983334,13.243107,2.740227,,
1752,8.75,32.19923,-23.44923,,
1753,71.03333,3.7717972,67.2615328,,
1754,12.4,19.202572,-6.802572,,
1755,5.0333333,2,3.0333333,,
1756,6.0333333,14.501681,-8.4683477,,
1757,8.05,7.503646,0.546354,,
1758,10.783334,30.286076,-19.502742,,
1759,13.483334,28.008553,-14.525219,,
1760,19.583334,6.172241,13.411093,,
1761,58.533333,14.648102,43.885231,,
1762,5.35,14.725897,-9.375897,,
1763,2.55,12.872528,-10.322528,,
1764,13.533334,21.416368,-7.883034,,
1765,29.816668,13.021088,16.79558,,
1766,10.95,44.771076,-33.821076,,
1767,32.416668,31.434914,0.981754,,
1768,16.8,24.518074,-7.718074,,
1769,28.1,25.07563,3.02437,,
1770,34.516666,24.43528,10.081386,,
1771,6.5333333,49.707085,-43.1737517,,
1772,22.383333,2,20.383333,,
1773,67.46667,2,65.46667,,
1774,39.983334,22.252628,17.730706,,
1775,46.883335,58.872475,-11.98914,,
1776,15.766666,28.539066,-12.7724,,
1777,35.883335,26.66354,9.219795,,
1778,64,36.02871,27.97129,,
1779,21.4,24.76035,-3.36035,,
1780,5.983333,20.514048,-14.530715,,
1781,17.233334,27.303177,-10.069843,,
1782,32.45,16.437393,16.012607,,
1783,18.983334,25.9122,-6.928866,,
1784,20.466667,33.59629,-13.129623,,
1785,9.1,26.00893,-16.90893,,
1786,6.1833334,45.81173,-39.6283966,,
1787,29.216667,43.72003,-14.503363,,
1788,6.8166666,11.565498,-4.7488314,,
1789,3.6166666,91.616196,-87.9995294,,
1790,6.0833335,9.770441,-3.6871075,,
1791,22,48.295074,-26.295074,,
1792,6.2833333,19.125017,-12.8416837,,
1793,33.55,2,31.55,,
1794,15.216666,23.483566,-8.2669,,
1795,14.016666,20.283325,-6.266659,,
1796,20.933332,43.596367,-22.663035,,
1797,3.3,9.59272,-6.29272,,
1798,45.333332,6.7568283,38.5765037,,
1799,12,33.882202,-21.882202,,
1800,22.766666,10.909695,11.856971,,
1801,16.833334,24.879978,-8.046644,,
1802,15.833333,22.950678,-7.117345,,
1803,14.85,30.075867,-15.225867,,
1804,5.7,12.269966,-6.569966,,
1805,9.2,20.775291,-11.575291,,
1806,7.4666667,58.93411,-51.4674433,,
1807,3.75,8.142267,-4.392267,,
1808,7.9,36.741814,-28.841814,,
1809,17.916666,10.47681,7.439856,,
1810,6.9666667,27.343277,-20.3766103,,
1811,26.4,4.9260254,21.4739746,,
1812,17.166666,15.329575,1.837091,,
1813,8.483334,6.08457,2.398764,,
1814,13.916667,8.672592,5.244075,,
1815,18.016666,56.976517,-38.959851,,
1816,17.25,11.397774,5.852226,,
1817,6.2166667,2,4.2166667,,
1818,12.266666,53.46686,-41.200194,,
1819,17.166666,21.542572,-4.375906,,
1820,6.983333,4.4680176,2.5153154,,
1821,16.916666,18.976158,-2.059492,,
1822,34.266666,30.362934,3.903732,,
1823,23.133333,2.5454788,20.5878542,,
1824,10.633333,8.423031,2.210302,,
1825,9.55,32.99859,-23.44859,,
1826,45.416668,18.689232,26.727436,,
1827,13.366667,12.369873,0.996794,,
1828,4.5833335,45.558838,-40.9755045,,
1829,4.633333,29.692787,-25.059454,,
1830,26.15,30.940577,-4.790577,,
1831,8.016666,7.181652,0.835014,,
1832,20.283333,6.00016,14.283173,,
1833,7.7833333,7.44162,0.3417133,,
1834,6.366667,23.720339,-17.353672,,
1835,4.5666666,10.165283,-5.5986164,,
1836,82.066666,96.440506,-14.37384,,
1837,18.933332,2,16.933332,,
1838,66.23333,28.39737,37.83596,,
1839,5.5333333,50.556194,-45.0228607,,
1840,11.316667,27.478111,-16.161444,,
1841,18.516666,34.866436,-16.34977,,
1842,64.433334,33.687866,30.745468,,
1843,16.933332,9.972725,6.960607,,
1844,8.5,12.937998,-4.437998,,
1845,17.35,42.909943,-25.559943,,
1846,5.5666666,23.340904,-17.7742374,,
1847,2.0166667,34.506226,-32.4895593,,
1848,4.5833335,2,2.5833335,,
1849,5.766667,11.281643,-5.514976,,
1850,20.65,5.807392,14.842608,,
1851,19.466667,27.149628,-7.682961,,
1852,33.35,29.84238,3.50762,,
1853,4.383333,2,2.383333,,
1854,10.65,2,8.65,,
1855,5.0333333,10.069191,-5.0358577,,
1856,5.05,24.28928,-19.23928,,
1857,12.666667,14.678831,-2.012164,,
1858,13.933333,48.69043,-34.757097,,
1859,53.016666,44.973877,8.042789,,
1860,6.616667,15.669046,-9.052379,,
1861,5.6,41.04037,-35.44037,,
1862,14.85,2,12.85,,
1863,16.766666,47.393845,-30.627179,,
1864,15.683333,12.783119,2.900214,,
1865,21.416666,32.907356,-11.49069,,
1866,3.45,8.860374,-5.410374,,
1867,34.783333,33.731876,1.051457,,
1868,13.966666,56.860332,-42.893666,,
1869,23.066668,22.984924,0.081744,,
1870,31.683332,22.959957,8.723375,,
1871,34.083332,46.24859,-12.165258,,
1872,8.416667,19.208488,-10.791821,,
1873,14.066667,16.500252,-2.433585,,
1874,53.85,2,51.85,,
1875,18.033333,38.626976,-20.593643,,
1876,33.183334,19.744797,13.438537,,
1877,21.866667,43.769814,-21.903147,,
1878,16.016666,23.421928,-7.405262,,
1879,19.45,10.446442,9.003558,,
1880,14.566667,12.82259,1.744077,,
1881,10.15,2,8.15,,
1882,20.55,27.116554,-6.566554,,
1883,14.983334,17.255901,-2.272567,,
1884,29.6,28.22034,1.37966,,
1885,13.55,14.763592,-1.213592,,
1886,18.816668,28.555382,-9.738714,,
1887,24.25,15.480675,8.769325,,
1888,15.633333,25.803154,-10.169821,,
1889,6.233333,8.862879,-2.629546,,
1890,4.55,56.019127,-51.469127,,
1891,3.65,31.95543,-28.30543,,
1892,11.516666,17.068027,-5.551361,,
1893,23.233334,26.447952,-3.214618,,
1894,10.483334,15.371088,-4.887754,,
1895,17.733334,15.7518425,1.9814915,,
1896,14.45,106.105,-91.655,,
1897,6.0333333,33.452858,-27.4195247,,
1898,19.666666,35.844498,-16.177832,,
1899,30,44.861786,-14.861786,,
1900,9.033334,22.847607,-13.814273,,
1901,3.1166666,90.43802,-87.3213534,,
1902,14.433333,78.68391,-64.250577,,
1903,36.25,38.56216,-2.31216,,
1904,15.283334,28.941444,-13.65811,,
1905,5.2166667,2,3.2166667,,
1906,21.516666,19.882168,1.634498,,
1907,11.583333,14.189106,-2.605773,,
1908,4.9666667,2,2.9666667,,
1909,9.916667,22.686384,-12.769717,,
1910,4.9333334,60.89106,-55.9577266,,
1911,20.533333,3.7862167,16.7471163,,
1912,4,6.3613815,-2.3613815,,
1913,9.483334,2,7.483334,,
1914,9.35,36.02858,-26.67858,,
1915,2.75,26.933414,-24.183414,,
1916,8.233334,24.98523,-16.751896,,
1917,20.65,21.771965,-1.121965,,
1918,5.55,74.974915,-69.424915,,
1919,8.783334,9.492902,-0.709568,,
1920,55.666668,64.28958,-8.622912,,
1921,6.85,5.5290565,1.3209435,,
1922,14.2,68.70595,-54.50595,,
1923,9.683333,96.82971,-87.146377,,
1924,58.016666,2,56.016666,,
1925,7.7,20.55828,-12.85828,,
1926,66.98333,46.02053,20.9628,,
1927,12.966666,2,10.966666,,
1928,6.7833333,10.237228,-3.4538947,,
1929,8.4,8.902512,-0.502512,,
1930,26.866667,19.23529,7.631377,,
1931,18,35.54794,-17.54794,,
1932,12.75,34.54045,-21.79045,,
1933,8.65,34.518387,-25.868387,,
1934,8.016666,45.96133,-37.944664,,
1935,10.483334,35.765205,-25.281871,,
1936,39.333332,15.004791,24.328541,,
1937,15,4.239155,10.760845,,
1938,18.6,78.024826,-59.424826,,
1939,7.016667,25.203924,-18.187257,,
1940,49.383335,37.55898,11.824355,,
1941,28.6,12.119564,16.480436,,
1942,10.2,34.97304,-24.77304,,
1943,22.533333,69.63384,-47.100507,,
1944,31.816668,19.19297,12.623698,,
1945,61.583332,30.78527,30.798062,,
1946,38.716667,34.52095,4.195717,,
1947,4.8,21.609394,-16.809394,,
1948,8.55,27.64476,-19.09476,,
1949,24.1,32.284935,-8.184935,,
1950,13,22.285305,-9.285305,,
1951,34.45,2,32.45,,
1952,53.716667,75.21098,-21.494313,,
1953,17.416666,2,15.416666,,
1954,9,20.644026,-11.644026,,
1955,18.55,19.607365,-1.057365,,
1956,39.966667,21.846819,18.119848,,
1957,9.616667,38.894356,-29.277689,,
1958,14.55,46.7526,-32.2026,,
1959,9.483334,16.907314,-7.42398,,
1960,2.7166667,32.500763,-29.7840963,,
1961,117.38333,44.814438,72.568892,,
1962,7.9666667,36.63422,-28.6675533,,
1963,10.216666,24.057796,-13.84113,,
1964,35.366665,12.210236,23.156429,,
1965,21.85,43.84674,-21.99674,,
1966,10.666667,20.961914,-10.295247,,
1967,16.183332,17.97456,-1.791228,,
1968,9.8,30.762482,-20.962482,,
1969,5.516667,29.464184,-23.947517,,
1970,3.95,10.967131,-7.017131,,
1971,22.633333,60.04959,-37.416257,,
1972,4.5666666,44.302513,-39.7358464,,
1973,5.3166666,31.491444,-26.1747774,,
1974,23.316668,6.436661,16.880007,,
1975,10.2,25.873682,-15.673682,,
1976,7.7166667,14.826481,-7.1098143,,
1977,5.233333,11.9518585,-6.7185255,,
1978,18.983334,27.816597,-8.833263,,
1979,4.766667,56.652573,-51.885906,,
1980,58,48.83071,9.16929,,
1981,6.2,61.458317,-55.258317,,
1982,21.9,38.494286,-16.594286,,
1983,17.583334,19.434982,-1.851648,,
1984,12.25,28.081385,-15.831385,,
1985,19.316668,23.736261,-4.419593,,
1986,12.05,24.749962,-12.699962,,
1987,9.65,14.852774,-5.202774,,
1988,11.55,19.173164,-7.623164,,
1989,4.0333333,13.099022,-9.0656887,,
1990,5,13.316938,-8.316938,,
1991,22.616667,50.099983,-27.483316,,
1992,64.9,2,62.9,,
1993,3.2,6.9860992,-3.7860992,,
1994,12.2,10.221176,1.978824,,
1995,15.983334,40.000565,-24.017231,,
1996,33.9,2.7589722,31.1410278,,
1997,11.416667,29.03901,-17.622343,,
1998,38.266666,2,36.266666,,
1999,7.45,38.2536,-30.8036,,
2000,17.1,28.520731,-11.420731,,
2001,6.75,2,4.75,,
2002,19.516666,35.882828,-16.366162,,
2003,11.2,47.835247,-36.635247,,
2004,31.566668,13.239494,18.327174,,
2005,53.966667,15.610809,38.355858,,
2006,9.6,27.926895,-18.326895,,
2007,18.1,8.05843,10.04157,,
2008,13.85,11.776455,2.073545,,
2009,5.0666666,2,3.0666666,,
2010,48.366665,54.48004,-6.113375,,
2011,7.4,14.49123,-7.09123,,
2012,12.533334,45.797127,-33.263793,,
2013,8,59.369225,-51.369225,,
2014,59.95,36.706497,23.243503,,
2015,20.266666,17.401253,2.865413,,
2016,7.983333,4.5730095,3.4103235,,
2017,10.816667,2,8.816667,,
2018,59,64.11461,-5.11461,,
2019,24.783333,2,22.783333,,
2020,2.3833334,20.45785,-18.0745166,,
2021,20.75,65.530594,-44.780594,,
2022,10.616667,51.72465,-41.107983,,
2023,9.7,44.682823,-34.982823,,
2024,6.9333334,30.104538,-23.1712046,,
2025,8.666667,2,6.666667,,
2026,10.616667,32.76802,-22.151353,,
2027,22.183332,34.941708,-12.758376,,
2028,17.583334,31.279604,-13.69627,,
2029,11.033334,14.407526,-3.374192,,
2030,5.35,25.701189,-20.351189,,
2031,27.683332,34.442455,-6.759123,,
2032,7.8,29.423244,-21.623244,,
2033,43.95,15.804306,28.145694,,
2034,7.9,23.519482,-15.619482,,
2035,3.6333334,22.800732,-19.1673986,,
2036,19.65,26.975676,-7.325676,,
2037,10.266666,21.104296,-10.83763,,
2038,6,9.504469,-3.504469,,
2039,2.6666667,3.061679,-0.3950123,,
2040,4.516667,21.196915,-16.680248,,
2041,39.016666,58.40662,-19.389954,,
2042,18.8,9.006065,9.793935,,
2043,10.483334,26.197506,-15.714172,,
2044,5.266667,11.637626,-6.370959,,
2045,4.5666666,39.77432,-35.2076534,,
2046,8.1,69.47777,-61.37777,,
2047,13.016666,21.333706,-8.31704,,
2048,21.466667,10.438393,11.028274,,
2049,8.45,7.065586,1.384414,,
2050,19.3,34.377388,-15.077388,,
2051,16.25,20.492126,-4.242126,,
2052,20.183332,41.88159,-21.698258,,
2053,75.85,16.316254,59.533746,,
2054,27.133333,56.150856,-29.017523,,
2055,3.8666666,23.523132,-19.6564654,,
2056,22.25,37.61225,-15.36225,,
2057,37.933334,13.3415985,24.5917355,,
2058,50.35,31.13552,19.21448,,
2059,41.266666,2,39.266666,,
2060,15.966666,18.170918,-2.204252,,
2061,6.9666667,18.049091,-11.0824243,,
2062,26.383333,34.480804,-8.097471,,
2063,27.433332,64.978546,-37.545214,,
2064,21.6,2,19.6,,
2065,18.116667,8.523216,9.593451,,
2066,13,13.265171,-0.265171,,
2067,63.6,2.5419006,61.0580994,,
2068,5.5,35.136696,-29.636696,,
2069,10.966666,16.502502,-5.535836,,
2070,15.383333,37.641785,-22.258452,,
2071,35.3,31.104546,4.195454,,
2072,8.95,20.995895,-12.045895,,
2073,10.366667,17.678207,-7.31154,,
2074,14.916667,53.872364,-38.955697,,
2075,12.2,47.866962,-35.666962,,
2076,31.15,8.794254,22.355746,,
2077,14.883333,2.5868416,12.2964914,,
2078,3.7166667,17.878517,-14.1618503,,
2079,27.766666,68.3367,-40.570034,,
2080,24.4,30.130516,-5.730516,,
2081,3.3,2,1.3,,
2082,34.4,15.409344,18.990656,,
2083,9.933333,59.126213,-49.19288,,
2084,36.183334,24.534885,11.648449,,
2085,20,27.51419,-7.51419,,
2086,9.833333,2,7.833333,,
2087,15.333333,12.510841,2.822492,,
2088,6.3,50.259907,-43.959907,,
2089,23.55,29.09343,-5.54343,,
2090,7.2833333,38.746246,-31.4629127,,
2091,20.983334,13.337303,7.646031,,
2092,11.1,12.410309,-1.310309,,
2093,16.733334,24.708303,-7.974969,,
2094,27.883333,4.9920425,22.8912905,,
2095,9.233334,50.6269,-41.393566,,
2096,6.7833333,27.31258,-20.5292467,,
2097,14.533334,8.694073,5.839261,,
2098,9.016666,20.183697,-11.167031,,
2099,26.75,31.243473,-4.493473,,
2100,8.2,4.7087708,3.4912292,,
2101,13.75,54.48984,-40.73984,,
2102,4.0833335,10.6843815,-6.601048,,
2103,15.033334,16.757832,-1.724498,,
2104,10.466666,23.927906,-13.46124,,
2105,6.733333,8.837924,-2.104591,,
2106,21.4,64.698,-43.298,,
2107,11.166667,121.81489,-110.648223,,
2108,28.316668,16.356712,11.959956,,
2109,28,62.275444,-34.275444,,
2110,6.7833333,9.439212,-2.6558787,,
2111,23.2,6.183815,17.016185,,
2112,13.683333,9.599438,4.083895,,
2113,18.016666,4.5992737,13.4173923,,
2114,10.25,41.933617,-31.683617,,
2115,33.066666,25.633041,7.433625,,
2116,11.283334,21.095959,-9.812625,,
2117,18.533333,2,16.533333,,
2118,20.983334,53.405434,-32.4221,,
2119,35.583332,10.398827,25.184505,,
2120,29.883333,2,27.883333,,
2121,9.9,2,7.9,,
2122,14.233334,31.441223,-17.207889,,
2123,7.75,37.884163,-30.134163,,
2124,10.883333,26.191662,-15.308329,,
2125,12.2,26.494606,-14.294606,,
2126,4.483333,8.475651,-3.992318,,
2127,34.083332,20.646576,13.436756,,
2128,37.233334,22.305527,14.927807,,
2129,13.25,2,11.25,,
2130,6.2,59.073467,-52.873467,,
2131,34.833332,39.478775,-4.645443,,
2132,16.733334,46.136192,-29.402858,,
2133,19.85,49.43609,-29.58609,,
2134,8.8,70.42553,-61.62553,,
2135,4.9666667,8.247721,-3.2810543,,
2136,2.2,11.3456955,-9.1456955,,
2137,24.933332,3.4352722,21.4980598,,
2138,6.3166666,54.383644,-48.0669774,,
2139,24.15,30.090248,-5.940248,,
2140,7.2166667,2,5.2166667,,
2141,8.55,24.709991,-16.159991,,
2142,8.466666,8.758881,-0.292215,,
2143,5.5833335,20.568897,-14.9855635,,
2144,14.733334,2,12.733334,,
2145,32.75,10.443344,22.306656,,
2146,37.6,31.972183,5.627817,,
2147,4.2,22.2627,-18.0627,,
2148,13.183333,20.552446,-7.369113,,
2149,54.25,50.32671,3.92329,,
2150,19.766666,31.240707,-11.474041,,
2151,52.983334,49.12654,3.856794,,
2152,26.816668,8.0913925,18.7252755,,
2153,11.716666,8.888508,2.828158,,
2154,8,70.851875,-62.851875,,
2155,62.983334,61.640762,1.342572,,
2156,11.016666,9.409937,1.606729,,
2157,19.35,32.550907,-13.200907,,
2158,5.8,26.320168,-20.520168,,
2159,16.266666,29.93367,-13.667004,,
2160,42.266666,39.99877,2.267896,,
2161,12.75,2,10.75,,
2162,11.283334,47.047478,-35.764144,,
2163,27.266666,32.75889,-5.492224,,
2164,4.6,7.5596466,-2.9596466,,
2165,4.9666667,17.375317,-12.4086503,,
2166,7.1833334,40.97085,-33.7875166,,
2167,23.4,27.4637,-4.0637,,
2168,25.8,19.448006,6.351994,,
2169,17.416666,3.2248535,14.1918125,,
2170,13.033334,14.159199,-1.125865,,
2171,17.033333,35.47244,-18.439107,,
2172,9.783334,14.987938,-5.204604,,
2173,7,25.87358,-18.87358,,
2174,34.883335,37.292847,-2.409512,,
2175,13.316667,28.984829,-15.668162,,
2176,37.95,11.159744,26.790256,,
2177,8.083333,2,6.083333,,
2178,17.783333,25.42875,-7.645417,,
2179,19.166666,23.470665,-4.303999,,
2180,5.383333,7.1704407,-1.7871077,,
2181,6.616667,36.775658,-30.158991,,
2182,34.333332,39.846794,-5.513462,,
2183,14.933333,11.961262,2.972071,,
2184,63.783333,19.006485,44.776848,,
2185,9.766666,2,7.766666,,
2186,9.1,24.995308,-15.895308,,
2187,9.483334,19.952948,-10.469614,,
2188,14.766666,15.411591,-0.644925,,
2189,47.166668,20.616043,26.550625,,
2190,25.566668,4.9190254,20.6476426,,
2191,28.616667,49.713024,-21.096357,,
2192,2.8,21.168318,-18.368318,,
2193,5.633333,13.316509,-7.683176,,
2194,21.816668,26.301975,-4.485307,,
2195,21.233334,20.507172,0.726162,,
2196,20.6,15.5253525,5.0746475,,
2197,15.483334,25.964798,-10.481464,,
2198,7.3166666,34.78977,-27.4731034,,
2199,5.4666667,30.554918,-25.0882513,,
2200,29.083334,7.8188095,21.2645245,,
2201,3.6666667,5.467245,-1.8005783,,
2202,35.85,35.352863,0.497137,,
2203,32.083332,40.01748,-7.934148,,
2204,16.5,18.166674,-1.666674,,
2205,7.4666667,29.860897,-22.3942303,,
2206,15.65,2,13.65,,
2207,18.916666,11.324171,7.592495,,
2208,15.266666,2,13.266666,,
2209,6.866667,2,4.866667,,
2210,9.133333,12.729522,-3.596189,,
2211,6.55,26.838055,-20.288055,,
2212,5.4333334,23.302803,-17.8694696,,
2213,3.4,16.821041,-13.421041,,
2214,13.366667,27.037006,-13.670339,,
2215,29.533333,24.098404,5.434929,,
2216,8.4,18.734043,-10.334043,,
2217,18.916666,2,16.916666,,
2218,37.383335,38.177086,-0.793751,,
2219,43.283333,44.486298,-1.202965,,
2220,10.3,43.919456,-33.619456,,
2221,76.833336,45.51067,31.322666,,
2222,19.3,77.509964,-58.209964,,
2223,31.266666,39.475006,-8.20834,,
2224,15.533334,25.261452,-9.728118,,
2225,5.2166667,30.737185,-25.5205183,,
2226,8.066667,36.859894,-28.793227,,
2227,13.85,31.406242,-17.556242,,
2228,42.183334,46.76864,-4.585306,,
2229,7.55,42.36719,-34.81719,,
2230,8.9,25.209091,-16.309091,,
2231,14.983334,22.177586,-7.194252,,
2232,7.4166665,40.43625,-33.0195835,,
2233,9.916667,2,7.916667,,
2234,6.6666665,31.164219,-24.4975525,,
2235,21.6,2.4648247,19.1351753,,
2236,58.966667,135.40962,-76.442953,,
2237,30.583334,15.977165,14.606169,,
2238,17.216667,33.044724,-15.828057,,
2239,5.25,12.1208725,-6.8708725,,
2240,3.7833333,32.86779,-29.0844567,,
2241,19.966667,16.985695,2.980972,,
2242,17.366667,29.499454,-12.132787,,
2243,15.233334,27.326828,-12.093494,,
2244,27.3,28.523232,-1.223232,,
2245,22,2,20,,
2246,28.766666,23.279259,5.487407,,
2247,38.1,29.900238,8.199762,,
2248,15.766666,43.58483,-27.818164,,
2249,10.5,11.69025,-1.19025,,
2250,21.683332,23.601017,-1.917685,,
2251,5.85,73.44919,-67.59919,,
2252,13.583333,52.58092,-38.997587,,
2253,15.55,26.49385,-10.94385,,
2254,22.366667,28.820728,-6.454061,,
2255,33.933334,44.488457,-10.555123,,
2256,31.766666,24.86179,6.904876,,
2257,20.166666,15.188553,4.978113,,
2258,7.6,5.7566605,1.8433395,,
2259,53.85,13.0345,40.8155,,
2260,9.633333,21.098251,-11.464918,,
2261,20.6,36.470768,-15.870768,,
2262,27.316668,8.766624,18.550044,,
2263,23.75,49.134468,-25.384468,,
2264,14.6,16.682198,-2.082198,,
2265,8.65,21.65754,-13.00754,,
2266,33.6,13.635239,19.964761,,
2267,28.483334,80.67839,-52.195056,,
2268,6.2833333,32.793365,-26.5100317,,
2269,25.133333,13.832359,11.300974,,
2270,7.95,26.746471,-18.796471,,
2271,18.083334,53.870293,-35.786959,,
2272,58.7,24.737701,33.962299,,
2273,4.6,17.614868,-13.014868,,
2274,11,40.20727,-29.20727,,
2275,8.8,68.1736,-59.3736,,
2276,8.233334,53.427273,-45.193939,,
2277,9.583333,16.843279,-7.259946,,
2278,38.016666,33.42286,4.593806,,
2279,53.166668,2,51.166668,,
2280,14.283334,7.773407,6.509927,,
2281,31.75,16.432915,15.317085,,
2282,14.6,17.092003,-2.492003,,
2283,14.983334,26.006859,-11.023525,,
2284,7.7166667,9.515877,-1.7992103,,
2285,8.45,10.613159,-2.163159,,
2286,30.616667,23.978123,6.638544,,
2287,7.116667,2,5.116667,,
2288,14.55,2,12.55,,
2289,23.066668,11.594597,11.472071,,
2290,11.883333,18.843699,-6.960366,,
2291,15.066667,2,13.066667,,
2292,11.066667,22.384922,-11.318255,,
2293,27.2,14.572908,12.627092,,
2294,17.266666,25.89992,-8.633254,,
2295,17.066668,51.30294,-34.236272,,
2296,86,2,84,,
2297,35.15,4.631134,30.518866,,
2298,10.1,2,8.1,,
2299,4.3,62.00305,-57.70305,,
2300,12.7,39.62121,-26.92121,,
2301,19.516666,29.820103,-10.303437,,
2302,6.4166665,26.188938,-19.7722715,,
2303,7.3,41.37693,-34.07693,,
2304,13.183333,18.148994,-4.965661,,
2305,15.4,6.543976,8.856024,,
2306,34.566666,50.137177,-15.570511,,
2307,6.7166667,46.662395,-39.9457283,,
2308,17.316668,37.612404,-20.295736,,
2309,13.7,22.32774,-8.62774,,
2310,63.033333,42.955254,20.078079,,
2311,48.816666,3.662239,45.154427,,
2312,8.1,6.7741013,1.3258987,,
2313,28.2,2,26.2,,
2314,17.133333,2,15.133333,,
2315,10,15.06646,-5.06646,,
2316,19.45,13.515228,5.934772,,
2317,108.166664,20.5867,87.579964,,
2318,15.783334,51.358463,-35.575129,,
2319,4.7833333,29.821152,-25.0378187,,
2320,27.083334,6.7243347,20.3589993,,
2321,53.233334,25.553505,27.679829,,
2322,16.166666,15.039436,1.12723,,
2323,3.4,68.54794,-65.14794,,
2324,7.9333334,18.390781,-10.4574476,,
2325,9.5,17.640978,-8.140978,,
2326,4.5833335,43.401966,-38.8186325,,
