id,traj_id,time,entity_id,holidays,from,to,speed_src,speed_dst,holidays_dst,timd,eta,formatted_eta
84194,3627,2013-10-11T12:45:00Z,4289,0,"[116.399895, 39.940834]","[116.288284, 39.958191]",17.565,20.645,0.0,0 days 00:23:41.820374,2013-10-11 13:08:41.820374+00:00,2013-10-11 13:08:41
84219,3629,2013-10-11T14:00:00Z,4289,0,"[116.319443, 39.971127]","[116.348633, 39.896488]",32.3375,35.792500000000004,0.0,0 days 00:11:04.710388,2013-10-11 14:11:04.710388+00:00,2013-10-11 14:11:04
84246,3630,2013-10-11T14:30:00Z,4289,0,"[116.349884, 39.868935]","[116.379601, 39.86565]",50.57000000000001,18.9075,0.0,0 days 00:05:33.751602,2013-10-11 14:35:33.751602+00:00,2013-10-11 14:35:33
84252,3631,2013-10-11T16:30:00Z,4289,0,"[116.387993, 39.868759]","[116.455849, 39.908215]",48.045,32.5675,0.0,0 days 00:13:22.874336,2013-10-11 16:43:22.874336+00:00,2013-10-11 16:43:22
84359,3636,2013-10-11T21:00:00Z,4289,0,"[116.384239, 39.899788]","[116.372475, 39.913399]",28.54,34.46,0.0,0 days 00:05:18.462324,2013-10-11 21:05:18.462324+00:00,2013-10-11 21:05:18
84401,3640,2013-10-11T22:30:00Z,4289,0,"[116.459854, 39.9636]","[116.469429, 39.986549]",50.795,17.96,0.0,0 days 00:09:56.347504,2013-10-11 22:39:56.347504+00:00,2013-10-11 22:39:56
84502,3642,2013-10-11T01:30:00Z,4325,0,"[116.463448, 40.008461]","[116.480499, 39.99078]",40.26499999999999,50.55499999999999,0.0,0 days 00:06:46.853943,2013-10-11 01:36:46.853943+00:00,2013-10-11 01:36:46
84580,3644,2013-10-11T08:45:00Z,4325,0,"[116.547707, 39.970905]","[116.515961, 40.024231]",26.7325,24.1475,0.0,0 days 00:02:05.830565,2013-10-11 08:47:05.830565+00:00,2013-10-11 08:47:05
84611,3645,2013-10-11T09:30:00Z,4325,0,"[116.441551, 40.022469]","[116.459213, 40.023983]",35.825,72.1175,0.0,0 days 00:05:32.982101,2013-10-11 09:35:32.982101+00:00,2013-10-11 09:35:32
84673,3648,2013-10-11T12:00:00Z,4325,0,"[116.41655, 39.947975]","[116.397598, 39.963287]",32.455,19.3975,0.0,0 days 00:11:10.425511,2013-10-11 12:11:10.425511+00:00,2013-10-11 12:11:10
84806,3654,2013-10-11T14:30:00Z,4325,0,"[116.349594, 39.986546]","[116.356346, 39.914665]",51.7,15.665,0.0,0 days 00:15:40.321655,2013-10-11 14:45:40.321655+00:00,2013-10-11 14:45:40
85085,3664,2013-10-11T08:00:00Z,4347,0,"[116.424744, 39.973644]","[116.46756, 39.979362]",15.1325,28.035000000000004,0.0,0 days 00:10:22.636642,2013-10-11 08:10:22.636642+00:00,2013-10-11 08:10:22
85139,3667,2013-10-11T09:30:00Z,4347,0,"[116.411789, 39.983257]","[116.426918, 39.908215]",42.7175,31.1725,0.0,0 days 00:16:30.927658,2013-10-11 09:46:30.927658+00:00,2013-10-11 09:46:30
85310,3676,2013-10-11T08:15:00Z,4348,0,"[116.267059, 39.88089]","[116.303116, 39.88105]",21.485,44.8175,0.0,0 days 00:25:04.884796,2013-10-11 08:40:04.884796+00:00,2013-10-11 08:40:04
85425,3683,2013-10-11T11:30:00Z,4348,0,"[116.351326, 40.024372]","[116.354134, 39.979416]",45.1375,46.165,0.0,0 days 00:14:08.037643,2013-10-11 11:44:08.037643+00:00,2013-10-11 11:44:08
85480,3687,2013-10-11T14:30:00Z,4348,0,"[116.245628, 39.853127]","[116.264, 39.834663]",46.4875,31.5,0.0,0 days 00:07:04.588594,2013-10-11 14:37:04.588594+00:00,2013-10-11 14:37:04
85625,3696,2013-10-11T21:45:00Z,4348,0,"[116.388, 39.900246]","[116.384186, 39.880692]",42.9625,19.6475,0.0,0 days 00:16:25.904617,2013-10-11 22:01:25.904617+00:00,2013-10-11 22:01:25
85684,3700,2013-10-11T22:45:00Z,4348,0,"[116.366447, 39.958073]","[116.349358, 40.015224]",22.0675,37.485,0.0,0 days 00:00:00,2013-10-11 22:45:00+00:00,2013-10-11 22:45:00
85704,3701,2013-10-11T23:15:00Z,4348,0,"[116.337166, 39.998749]","[116.324516, 40.02512]",22.1925,69.63250000000001,0.0,0 days 00:16:05.218506,2013-10-11 23:31:05.218506+00:00,2013-10-11 23:31:05
85837,3709,2013-10-11T12:30:00Z,4351,0,"[116.31134, 39.957024]","[116.36985, 39.981583]",34.2075,36.5375,0.0,0 days 00:22:29.890366,2013-10-11 12:52:29.890366+00:00,2013-10-11 12:52:29
85861,3712,2013-10-11T13:15:00Z,4351,0,"[116.325218, 39.943562]","[116.308296, 39.943764]",52.515,43.07000000000001,0.0,0 days 00:08:07.454338,2013-10-11 13:23:07.454338+00:00,2013-10-11 13:23:07
85868,3713,2013-10-11T14:45:00Z,4351,0,"[116.27327, 39.953812]","[116.315826, 39.939945]",15.64,52.32,0.0,0 days 00:15:34.430408,2013-10-11 15:00:34.430408+00:00,2013-10-11 15:00:34
85905,3716,2013-10-11T16:00:00Z,4351,0,"[116.253967, 39.929489]","[116.275269, 39.932011]",27.752500000000005,50.135,0.0,0 days 00:16:32.176552,2013-10-11 16:16:32.176552+00:00,2013-10-11 16:16:32
85930,3719,2013-10-11T17:45:00Z,4351,0,"[116.355606, 39.940407]","[116.364616, 39.932739]",18.6725,25.2425,0.0,0 days 00:07:12.666264,2013-10-11 17:52:12.666264+00:00,2013-10-11 17:52:12
86012,3726,2013-10-11T00:45:00Z,4357,0,"[116.522987, 40.025017]","[116.408943, 39.933075]",45.95,25.495,0.0,0 days 00:09:54.223480,2013-10-11 00:54:54.223480+00:00,2013-10-11 00:54:54
86073,3727,2013-10-11T01:30:00Z,4357,0,"[116.405487, 39.957836]","[116.419609, 39.949352]",18.4225,65.65,0.0,0 days 00:07:36.028805,2013-10-11 01:37:36.028805+00:00,2013-10-11 01:37:36
86245,3731,2013-10-11T06:30:00Z,4357,0,"[116.361366, 39.952785]","[116.367714, 39.903934]",29.255,30.040000000000003,0.0,0 days 00:14:58.311081,2013-10-11 06:44:58.311081+00:00,2013-10-11 06:44:58
86419,3738,2013-10-11T12:45:00Z,4357,0,"[116.296043, 39.963512]","[116.325989, 39.927822]",25.88,22.3,0.0,0 days 00:19:04.880104,2013-10-11 13:04:04.880104+00:00,2013-10-11 13:04:04
86488,3741,2013-10-11T14:15:00Z,4357,0,"[116.323692, 39.953785]","[116.309853, 39.980309]",33.510000000000005,14.705,0.0,0 days 00:12:06.604900,2013-10-11 14:27:06.604900+00:00,2013-10-11 14:27:06
86675,3744,2013-10-11T19:00:00Z,4357,0,"[116.312874, 39.975803]","[116.307297, 39.965256]",19.5175,34.915,0.0,0 days 00:16:53.133774,2013-10-11 19:16:53.133774+00:00,2013-10-11 19:16:53
86760,3748,2013-10-11T20:15:00Z,4357,0,"[116.426476, 39.922295]","[116.370468, 39.96851]",31.905,51.13,0.0,0 days 00:15:45.582905,2013-10-11 20:30:45.582905+00:00,2013-10-11 20:30:45
86812,3750,2013-10-11T22:00:00Z,4357,0,"[116.364471, 40.001938]","[116.369881, 39.977085]",22.58,17.7375,0.0,0 days 00:09:04.249248,2013-10-11 22:09:04.249248+00:00,2013-10-11 22:09:04
86863,3754,2013-10-11T23:00:00Z,4357,0,"[116.339241, 39.967415]","[116.309738, 39.950134]",48.0175,55.6025,0.0,0 days 00:03:07.889471,2013-10-11 23:03:07.889471+00:00,2013-10-11 23:03:07
86964,3756,2013-10-11T05:15:00Z,4363,0,"[116.32486, 40.023235]","[116.320007, 39.896633]",71.5475,16.3575,0.0,0 days 00:10:17.444114,2013-10-11 05:25:17.444114+00:00,2013-10-11 05:25:17
87035,3760,2013-10-11T10:30:00Z,4363,0,"[116.539978, 40.02383]","[116.46032, 39.953705]",69.115,30.07,0.0,0 days 00:07:10.106077,2013-10-11 10:37:10.106077+00:00,2013-10-11 10:37:10
87053,3762,2013-10-11T12:45:00Z,4363,0,"[116.381035, 39.976238]","[116.307953, 39.896313]",29.7075,24.9125,0.0,0 days 00:20:25.083389,2013-10-11 13:05:25.083389+00:00,2013-10-11 13:05:25
87098,3764,2013-10-11T14:30:00Z,4363,0,"[116.200676, 39.84779]","[116.318565, 39.896763]",24.78,28.434999999999995,0.0,0 days 00:15:18.514766,2013-10-11 14:45:18.514766+00:00,2013-10-11 14:45:18
87117,3765,2013-10-11T15:00:00Z,4363,0,"[116.323776, 39.897282]","[116.266594, 39.889622]",35.035,27.3425,0.0,0 days 00:14:04.708729,2013-10-11 15:14:04.708729+00:00,2013-10-11 15:14:04
87613,3791,2013-10-11T14:15:00Z,4394,0,"[116.32621, 39.886959]","[116.319466, 39.900524]",32.035,10.9125,0.0,0 days 00:09:07.594986,2013-10-11 14:24:07.594986+00:00,2013-10-11 14:24:07
87711,3797,2013-10-11T21:15:00Z,4394,0,"[116.296936, 40.024815]","[116.275429, 40.011536]",25.44,61.5,0.0,0 days 00:06:46.184292,2013-10-11 21:21:46.184292+00:00,2013-10-11 21:21:46
87781,3802,2013-10-11T22:30:00Z,4394,0,"[116.34127, 39.986366]","[116.371994, 40.007584]",51.8975,14.5025,0.0,0 days 00:04:18.500576,2013-10-11 22:34:18.500576+00:00,2013-10-11 22:34:18
87817,3805,2013-10-11T23:15:00Z,4394,0,"[116.303177, 39.9599]","[116.445168, 39.97411]",23.3575,45.9575,0.0,0 days 00:14:32.613373,2013-10-11 23:29:32.613373+00:00,2013-10-11 23:29:32
87871,3807,2013-10-11T08:15:00Z,4395,0,"[116.265694, 40.024025]","[116.267944, 40.014896]",15.8125,56.2875,0.0,0 days 00:00:00,2013-10-11 08:15:00+00:00,2013-10-11 08:15:00
87876,3808,2013-10-11T08:30:00Z,4395,0,"[116.285744, 40.017036]","[116.341164, 40.006992]",40.1675,14.23,0.0,0 days 00:00:00,2013-10-11 08:30:00+00:00,2013-10-11 08:30:00
87928,3810,2013-10-11T09:45:00Z,4395,0,"[116.416527, 39.909142]","[116.444542, 39.923374]",13.3525,17.335,0.0,0 days 00:13:18.644142,2013-10-11 09:58:18.644142+00:00,2013-10-11 09:58:18
87961,3812,2013-10-11T11:00:00Z,4395,0,"[116.356552, 39.94622]","[116.413277, 39.910065]",40.3125,13.8675,0.0,0 days 00:22:08.773727,2013-10-11 11:22:08.773727+00:00,2013-10-11 11:22:08
87999,3814,2013-10-11T14:30:00Z,4395,0,"[116.374992, 39.987892]","[116.35791, 39.993576]",52.8925,24.945,0.0,0 days 00:02:29.510651,2013-10-11 14:32:29.510651+00:00,2013-10-11 14:32:29
88026,3816,2013-10-11T00:15:00Z,4396,0,"[116.384132, 39.857357]","[116.323578, 39.847797]",29.7775,16.6425,0.0,0 days 00:12:47.205047,2013-10-11 00:27:47.205047+00:00,2013-10-11 00:27:47
88099,3818,2013-10-11T09:30:00Z,4396,0,"[116.367813, 39.914082]","[116.417122, 39.906132]",14.5275,16.285,0.0,0 days 00:11:56.216698,2013-10-11 09:41:56.216698+00:00,2013-10-11 09:41:56
88381,3825,2013-10-11T20:00:00Z,4396,0,"[116.322929, 39.896851]","[116.274986, 39.917606]",39.7,48.9525,0.0,0 days 00:17:37.326508,2013-10-11 20:17:37.326508+00:00,2013-10-11 20:17:37
88447,3828,2013-10-11T21:00:00Z,4396,0,"[116.438652, 39.898418]","[116.434296, 39.929676]",19.9475,42.365,0.0,0 days 00:09:27.276993,2013-10-11 21:09:27.276993+00:00,2013-10-11 21:09:27
88472,3830,2013-10-11T21:30:00Z,4396,0,"[116.402184, 39.971325]","[116.38723, 39.99762]",18.865,24.83,0.0,0 days 00:14:07.724876,2013-10-11 21:44:07.724876+00:00,2013-10-11 21:44:07
88512,3832,2013-10-11T22:45:00Z,4396,0,"[116.404106, 39.949223]","[116.368965, 39.918625]",56.175,17.685,0.0,0 days 00:11:43.102798,2013-10-11 22:56:43.102798+00:00,2013-10-11 22:56:43
88731,3839,2013-10-11T10:15:00Z,4397,0,"[116.417053, 40.023232]","[116.495872, 39.915253]",47.322500000000005,14.82,0.0,0 days 00:17:26.496163,2013-10-11 10:32:26.496163+00:00,2013-10-11 10:32:26
88828,3841,2013-10-11T12:00:00Z,4397,0,"[116.473656, 39.983208]","[116.457237, 39.989956]",20.815,26.2375,0.0,0 days 00:14:24.807701,2013-10-11 12:14:24.807701+00:00,2013-10-11 12:14:24
89067,3849,2013-10-11T19:15:00Z,4397,0,"[116.461784, 39.947876]","[116.499908, 39.900799]",27.5,14.91,0.0,0 days 00:12:58.732796,2013-10-11 19:27:58.732796+00:00,2013-10-11 19:27:58
89107,3850,2013-10-11T20:00:00Z,4397,0,"[116.491333, 39.900749]","[116.513802, 39.865768]",12.1175,15.415,0.0,0 days 00:11:41.860886,2013-10-11 20:11:41.860886+00:00,2013-10-11 20:11:41
89425,3863,2013-10-11T10:15:00Z,4398,0,"[116.298676, 39.924068]","[116.372719, 39.987698]",27.1525,36.2725,0.0,0 days 00:12:13.127747,2013-10-11 10:27:13.127747+00:00,2013-10-11 10:27:13
89469,3864,2013-10-11T11:45:00Z,4398,0,"[116.338089, 39.978558]","[116.291748, 39.984104]",7.745,44.7125,0.0,0 days 00:10:01.317043,2013-10-11 11:55:01.317043+00:00,2013-10-11 11:55:01
89486,3866,2013-10-11T12:15:00Z,4398,0,"[116.306641, 39.970875]","[116.344269, 39.923855]",31.19,27.535,0.0,0 days 00:14:17.056160,2013-10-11 12:29:17.056160+00:00,2013-10-11 12:29:17
89538,3868,2013-10-11T13:15:00Z,4398,0,"[116.348282, 39.895294]","[116.273056, 39.970768]",38.822500000000005,48.4425,0.0,0 days 00:12:14.332695,2013-10-11 13:27:14.332695+00:00,2013-10-11 13:27:14
89675,3871,2013-10-11T15:30:00Z,4398,0,"[116.309296, 39.952721]","[116.310333, 39.890217]",35.065,41.2625,0.0,0 days 00:24:19.665756,2013-10-11 15:54:19.665756+00:00,2013-10-11 15:54:19
90106,3890,2013-10-11T00:00:00Z,4400,0,"[116.446777, 39.844448]","[116.456421, 39.807018]",48.4175,25.695,0.0,0 days 00:13:53.626442,2013-10-11 00:13:53.626442+00:00,2013-10-11 00:13:53
90230,3893,2013-10-11T18:45:00Z,4400,0,"[116.393188, 39.881851]","[116.462364, 39.922493]",20.9125,13.6275,0.0,0 days 00:26:12.186814,2013-10-11 19:11:12.186814+00:00,2013-10-11 19:11:12
90498,3900,2013-10-11T15:15:00Z,4401,0,"[116.274757, 39.865009]","[116.304382, 39.840851]",36.585,17.545,0.0,0 days 00:12:48.868561,2013-10-11 15:27:48.868561+00:00,2013-10-11 15:27:48
90566,3906,2013-10-11T21:30:00Z,4401,0,"[116.327866, 39.872898]","[116.291222, 39.81274]",27.5625,26.645,0.0,0 days 00:13:36.312618,2013-10-11 21:43:36.312618+00:00,2013-10-11 21:43:36
90753,3911,2013-10-11T09:30:00Z,4417,0,"[116.278214, 39.875275]","[116.303581, 39.830414]",56.335,47.6425,0.0,0 days 00:06:48.172073,2013-10-11 09:36:48.172073+00:00,2013-10-11 09:36:48
90798,3913,2013-10-11T10:45:00Z,4417,0,"[116.409111, 39.908615]","[116.534157, 40.021523]",31.5725,66.5175,0.0,0 days 00:31:57.188873,2013-10-11 11:16:57.188873+00:00,2013-10-11 11:16:57
90852,3915,2013-10-11T13:00:00Z,4417,0,"[116.314613, 39.924072]","[116.459541, 39.90876]",37.125,42.095,0.0,0 days 00:40:13.861313,2013-10-11 13:40:13.861313+00:00,2013-10-11 13:40:13
91129,3924,2013-10-11T21:45:00Z,4417,0,"[116.512093, 40.009628]","[116.522751, 40.024517]",70.7525,9.2575,0.0,0 days 00:00:00,2013-10-11 21:45:00+00:00,2013-10-11 21:45:00
91222,3927,2013-10-11T23:45:00Z,4417,0,"[116.279007, 40.024998]","[116.28817, 40.007931]",54.057500000000005,30.23,0.0,0 days 00:11:48.491707,2013-10-11 23:56:48.491707+00:00,2013-10-11 23:56:48
91611,3935,2013-10-11T00:30:00Z,4424,0,"[116.416031, 39.90839]","[116.294922, 39.905563]",59.190000000000005,42.3175,0.0,0 days 00:10:11.201477,2013-10-11 00:40:11.201477+00:00,2013-10-11 00:40:11
91801,3943,2013-10-11T14:30:00Z,4424,0,"[116.461853, 39.935452]","[116.477005, 39.952839]",28.3125,25.915,0.0,0 days 00:19:06.605759,2013-10-11 14:49:06.605759+00:00,2013-10-11 14:49:06
92173,3959,2013-10-11T12:00:00Z,4425,0,"[116.287094, 39.99667]","[116.282883, 39.999802]",54.105,11.8475,0.0,0 days 00:00:00,2013-10-11 12:00:00+00:00,2013-10-11 12:00:00
92295,3967,2013-10-11T19:30:00Z,4425,0,"[116.324692, 40.023746]","[116.409142, 39.981297]",22.32,16.1575,0.0,0 days 00:21:50.735550,2013-10-11 19:51:50.735550+00:00,2013-10-11 19:51:50
92310,3968,2013-10-11T20:30:00Z,4425,0,"[116.305748, 39.985573]","[116.314018, 40.02314]",41.2275,30.5775,0.0,0 days 00:00:00,2013-10-11 20:30:00+00:00,2013-10-11 20:30:00
92344,3970,2013-10-11T22:00:00Z,4425,0,"[116.289734, 39.829887]","[116.296989, 39.806705]",41.2625,40.2725,0.0,0 days 00:25:13.995895,2013-10-11 22:25:13.995895+00:00,2013-10-11 22:25:13
92378,3972,2013-10-11T22:45:00Z,4425,0,"[116.354721, 39.968925]","[116.352585, 40.005917]",51.75000000000001,46.5525,0.0,0 days 00:05:15.950260,2013-10-11 22:50:15.950260+00:00,2013-10-11 22:50:15
92647,3983,2013-10-11T11:00:00Z,4427,0,"[116.36747, 39.92976]","[116.364357, 39.946117]",15.8025,32.865,0.0,0 days 00:07:45.430784,2013-10-11 11:07:45.430784+00:00,2013-10-11 11:07:45
92756,3987,2013-10-11T15:30:00Z,4427,0,"[116.341927, 39.907215]","[116.357361, 39.923687]",40.225,26.8025,0.0,0 days 00:09:45.976295,2013-10-11 15:39:45.976295+00:00,2013-10-11 15:39:45
93047,3998,2013-10-11T23:00:00Z,4427,0,"[116.356079, 39.898869]","[116.382027, 40.007042]",31.0925,47.76,0.0,0 days 00:11:33.143806,2013-10-11 23:11:33.143806+00:00,2013-10-11 23:11:33
93123,4000,2013-10-12T19:30:00Z,254,1,"[116.487785, 39.989403]","[116.473434, 39.998676]",16.104999999999997,20.3325,1.0,0 days 00:16:37.516022,2013-10-12 19:46:37.516022+00:00,2013-10-12 19:46:37
93276,4009,2013-10-12T23:00:00Z,254,1,"[116.407791, 39.996288]","[116.33416, 39.986267]",39.015,39.040000000000006,1.0,0 days 00:06:55.979347,2013-10-12 23:06:55.979347+00:00,2013-10-12 23:06:55
93343,4014,2013-10-12T16:30:00Z,255,1,"[116.343185, 39.763496]","[116.36039, 39.777695]",26.175,69.19,1.0,0 days 00:17:47.520676,2013-10-12 16:47:47.520676+00:00,2013-10-12 16:47:47
93398,4017,2013-10-12T19:15:00Z,255,1,"[116.393387, 39.883457]","[116.469353, 39.841179]",17.46,10.5475,1.0,0 days 00:14:30.451469,2013-10-12 19:29:30.451469+00:00,2013-10-12 19:29:30
93429,4018,2013-10-12T20:15:00Z,255,1,"[116.390831, 39.857349]","[116.3899, 39.88615]",35.625,27.6775,1.0,0 days 00:05:44.734497,2013-10-12 20:20:44.734497+00:00,2013-10-12 20:20:44
93452,4020,2013-10-12T21:00:00Z,255,1,"[116.351242, 39.907204]","[116.360237, 39.853622]",28.1575,52.5575,1.0,0 days 00:14:21.371498,2013-10-12 21:14:21.371498+00:00,2013-10-12 21:14:21
93503,4025,2013-10-12T23:15:00Z,255,1,"[116.539749, 40.023739]","[116.511917, 40.000641]",75.9775,44.7425,1.0,0 days 00:00:00,2013-10-12 23:15:00+00:00,2013-10-12 23:15:00
93613,4033,2013-10-12T15:30:00Z,256,1,"[116.345528, 39.9384]","[116.338379, 39.928135]",46.4625,28.24,1.0,0 days 00:05:25.548477,2013-10-12 15:35:25.548477+00:00,2013-10-12 15:35:25
94910,4079,2013-10-12T06:00:00Z,4118,1,"[116.471054, 39.916439]","[116.441086, 39.949741]",23.5975,70.4625,1.0,0 days 00:15:27.551422,2013-10-12 06:15:27.551422+00:00,2013-10-12 06:15:27
94956,4082,2013-10-12T07:00:00Z,4118,1,"[116.316307, 39.964966]","[116.351479, 39.967522]",64.0,51.650000000000006,1.0,0 days 00:11:06.192627,2013-10-12 07:11:06.192627+00:00,2013-10-12 07:11:06
95081,4088,2013-10-12T11:30:00Z,4118,1,"[116.333572, 39.992825]","[116.316185, 39.992214]",16.6,26.7025,1.0,0 days 00:15:03.577423,2013-10-12 11:45:03.577423+00:00,2013-10-12 11:45:03
95111,4090,2013-10-12T15:45:00Z,4118,1,"[116.289246, 39.978802]","[116.361778, 39.987019]",60.8375,40.08,1.0,0 days 00:11:23.906479,2013-10-12 15:56:23.906479+00:00,2013-10-12 15:56:23
95441,4107,2013-10-12T12:30:00Z,4120,1,"[116.327332, 39.991898]","[116.344734, 39.986332]",27.13,49.225,1.0,0 days 00:03:21.980295,2013-10-12 12:33:21.980295+00:00,2013-10-12 12:33:21
95446,4108,2013-10-12T12:45:00Z,4120,1,"[116.364876, 39.976521]","[116.354591, 39.969505]",15.5325,53.995,1.0,0 days 00:01:38.648708,2013-10-12 12:46:38.648708+00:00,2013-10-12 12:46:38
95451,4109,2013-10-12T12:45:00Z,4120,1,"[116.349968, 39.973042]","[116.355263, 39.952579]",9.5125,41.18,1.0,0 days 00:06:30.531750,2013-10-12 12:51:30.531750+00:00,2013-10-12 12:51:30
95483,4114,2013-10-12T18:15:00Z,4120,1,"[116.476059, 39.986816]","[116.468575, 39.986328]",22.74,27.51,1.0,0 days 00:07:15.555382,2013-10-12 18:22:15.555382+00:00,2013-10-12 18:22:15
95515,4117,2013-10-12T07:15:00Z,4121,1,"[116.320923, 39.877285]","[116.403847, 39.856903]",41.4025,56.7625,1.0,0 days 00:14:58.790474,2013-10-12 07:29:58.790474+00:00,2013-10-12 07:29:58
95806,4131,2013-10-12T15:30:00Z,4122,1,"[116.464584, 39.908047]","[116.489914, 39.973782]",38.685,38.9425,1.0,0 days 00:17:41.895905,2013-10-12 15:47:41.895905+00:00,2013-10-12 15:47:41
95869,4133,2013-10-12T16:45:00Z,4122,1,"[116.455406, 39.944351]","[116.492485, 39.960407]",15.0,13.605,1.0,0 days 00:10:57.054062,2013-10-12 16:55:57.054062+00:00,2013-10-12 16:55:57
95882,4134,2013-10-12T00:00:00Z,4123,1,"[116.353607, 39.877457]","[116.330956, 39.884579]",24.0125,25.07,1.0,0 days 00:09:21.739597,2013-10-12 00:09:21.739597+00:00,2013-10-12 00:09:21
95899,4135,2013-10-12T05:00:00Z,4123,1,"[116.347496, 39.869286]","[116.321564, 39.892784]",47.47,23.01,1.0,0 days 00:06:11.085434,2013-10-12 05:06:11.085434+00:00,2013-10-12 05:06:11
96019,4138,2013-10-12T06:45:00Z,4123,1,"[116.35009, 39.903141]","[116.382782, 39.922733]",29.395,26.4925,1.0,0 days 00:03:21.348968,2013-10-12 06:48:21.348968+00:00,2013-10-12 06:48:21
96091,4142,2013-10-12T12:30:00Z,4123,1,"[116.285599, 39.836182]","[116.27269, 39.835201]",37.5775,22.54,1.0,0 days 00:08:52.295952,2013-10-12 12:38:52.295952+00:00,2013-10-12 12:38:52
96162,4145,2013-10-12T13:30:00Z,4123,1,"[116.430038, 39.908264]","[116.491699, 39.913784]",48.5075,25.5525,1.0,0 days 00:12:04.265957,2013-10-12 13:42:04.265957+00:00,2013-10-12 13:42:04
96184,4146,2013-10-12T14:00:00Z,4123,1,"[116.489571, 39.914165]","[116.467239, 39.943974]",30.675000000000004,20.985,1.0,0 days 00:30:16.268921,2013-10-12 14:30:16.268921+00:00,2013-10-12 14:30:16
96577,4158,2013-10-12T12:30:00Z,4124,1,"[116.19796, 39.809155]","[116.285927, 39.842033]",31.255,35.660000000000004,1.0,0 days 00:14:23.086338,2013-10-12 12:44:23.086338+00:00,2013-10-12 12:44:23
96726,4164,2013-10-12T15:00:00Z,4124,1,"[116.411072, 39.965389]","[116.302917, 39.96101]",14.89,19.65,1.0,0 days 00:21:31.220169,2013-10-12 15:21:31.220169+00:00,2013-10-12 15:21:31
96863,4167,2013-10-12T18:15:00Z,4124,1,"[116.302063, 39.910198]","[116.355171, 39.913803]",22.7,11.5375,1.0,0 days 00:05:31.374178,2013-10-12 18:20:31.374178+00:00,2013-10-12 18:20:31
97049,4171,2013-10-12T21:30:00Z,4124,1,"[116.315971, 39.887321]","[116.220451, 39.845505]",23.14,48.8,1.0,0 days 00:20:28.907432,2013-10-12 21:50:28.907432+00:00,2013-10-12 21:50:28
97078,4172,2013-10-12T05:30:00Z,4125,1,"[116.50293, 39.867508]","[116.410416, 39.853943]",42.755,21.94,1.0,0 days 00:14:12.606354,2013-10-12 05:44:12.606354+00:00,2013-10-12 05:44:12
97114,4173,2013-10-12T05:45:00Z,4125,1,"[116.414352, 39.855362]","[116.413696, 39.868782]",59.295,33.04,1.0,0 days 00:06:17.028694,2013-10-12 05:51:17.028694+00:00,2013-10-12 05:51:17
97225,4177,2013-10-12T07:30:00Z,4125,1,"[116.450294, 39.918591]","[116.316124, 39.991505]",34.167500000000004,23.275,1.0,0 days 00:37:15.241013,2013-10-12 08:07:15.241013+00:00,2013-10-12 08:07:15
97674,4188,2013-10-12T10:45:00Z,4126,1,"[116.418922, 39.889477]","[116.421852, 39.860126]",55.36,24.8,1.0,0 days 00:05:01.227636,2013-10-12 10:50:01.227636+00:00,2013-10-12 10:50:01
97756,4195,2013-10-12T14:15:00Z,4126,1,"[116.401901, 39.970131]","[116.430473, 39.991585]",19.7675,24.48,1.0,0 days 00:18:03.593559,2013-10-12 14:33:03.593559+00:00,2013-10-12 14:33:03
98105,4208,2013-10-12T12:30:00Z,4127,1,"[116.390076, 39.963001]","[116.415466, 39.940666]",20.875,23.985,1.0,0 days 00:14:52.163429,2013-10-12 12:44:52.163429+00:00,2013-10-12 12:44:52
98176,4212,2013-10-12T14:15:00Z,4127,1,"[116.308121, 39.908634]","[116.248932, 39.903908]",45.7275,46.92750000000001,1.0,0 days 00:14:05.272808,2013-10-12 14:29:05.272808+00:00,2013-10-12 14:29:05
98193,4213,2013-10-12T15:00:00Z,4127,1,"[116.203232, 39.92775]","[116.218231, 39.955284]",28.57,50.965,1.0,0 days 00:09:59.965096,2013-10-12 15:09:59.965096+00:00,2013-10-12 15:09:59
98212,4214,2013-10-12T08:15:00Z,4129,1,"[116.29763, 39.833454]","[116.274338, 39.941315]",19.3,58.2075,1.0,0 days 00:14:01.669006,2013-10-12 08:29:01.669006+00:00,2013-10-12 08:29:01
98503,4232,2013-10-12T20:30:00Z,4129,1,"[116.368034, 39.871365]","[116.461029, 39.904533]",57.6475,20.945,1.0,0 days 00:17:44.403076,2013-10-12 20:47:44.403076+00:00,2013-10-12 20:47:44
98525,4234,2013-10-12T21:30:00Z,4129,1,"[116.418724, 39.89661]","[116.374931, 39.889637]",35.2575,17.6225,1.0,0 days 00:16:39.361725,2013-10-12 21:46:39.361725+00:00,2013-10-12 21:46:39
98545,4236,2013-10-12T22:00:00Z,4129,1,"[116.326897, 39.877022]","[116.369888, 39.979336]",18.3025,25.035,1.0,0 days 00:29:03.296471,2013-10-12 22:29:03.296471+00:00,2013-10-12 22:29:03
98631,4243,2013-10-12T13:00:00Z,4130,1,"[116.215958, 39.993507]","[116.255493, 40.005749]",26.6675,17.1025,1.0,0 days 00:19:12.824478,2013-10-12 13:19:12.824478+00:00,2013-10-12 13:19:12
98768,4249,2013-10-12T12:00:00Z,4131,1,"[116.502411, 40.000984]","[116.543282, 40.024822]",70.89500000000001,79.8875,1.0,0 days 00:00:00,2013-10-12 12:00:00+00:00,2013-10-12 12:00:00
