real time,predict,residuals,|residual|,,,,
5.016667,17.813076,-12.796409,12.796409,,,,
6.4166665,9.268951,-2.8522845,2.8522845,,,,
15.983334,15.002277,0.981057,0.981057,,,,
8.75,15.145058,-6.395058,6.395058,,,,
71.03333,47.0225,24.01083,24.01083,,,,
12.4,26.65887,-14.25887,14.25887,,,,
5.0333333,6.012674,-0.9793407,0.9793407,,,,
6.0333333,6.4552875,-0.4219542,0.4219542,,,,
8.05,8.321993,-0.271993,0.271993,,,,
10.783334,14.047878,-3.264544,3.264544,,,,
13.483334,13.421988,0.061346,0.061346,,,,
19.583334,20.50951,-0.926176,0.926176,,,,
58.533333,21.059229,37.474104,37.474104,,,,
5.35,10.120847,-4.770847,4.770847,,,,
2.55,5.873218,-3.323218,3.323218,,,,
13.533334,14.691006,-1.157672,1.157672,,,,
29.816668,65.4258,-35.609132,35.609132,,,,
10.95,26.60698,-15.65698,15.65698,,,,
32.416668,59.324974,-26.908306,26.908306,,,,
16.8,30.017397,-13.217397,13.217397,,,,
28.1,23.873661,4.226339,4.226339,,,,
34.516666,41.331535,-6.814869,6.814869,,,,
6.5333333,16.016272,-9.4829387,9.4829387,,,,
22.383333,36.24643,-13.863097,13.863097,,,,
67.46667,75.02065,-7.55398,7.55398,,,,
39.983334,36.643257,3.340077,3.340077,,,,
46.883335,49.463318,-2.579983,2.579983,,,,
15.766666,18.118399,-2.351733,2.351733,,,,
35.883335,36.028915,-0.14558,0.14558,,,,
64,62.57428,1.42572,1.42572,,,,
21.4,38.34526,-16.94526,16.94526,,,,
5.983333,4.497487,1.485846,1.485846,,,,
17.233334,22.235773,-5.002439,5.002439,,,,
32.45,25.106878,7.343122,7.343122,,,,
18.983334,16.82977,2.153564,2.153564,,,,
20.466667,29.534319,-9.067652,9.067652,,,,
9.1,10.611933,-1.511933,1.511933,,,,
6.1833334,21.867657,-15.6843236,15.6843236,,,,
29.216667,37.547504,-8.330837,8.330837,,,,
6.8166666,15.603143,-8.7864764,8.7864764,,,,
3.6166666,9.841828,-6.2251614,6.2251614,,,,
6.0833335,14.492552,-8.4092185,8.4092185,,,,
22,27.275978,-5.275978,5.275978,,,,
6.2833333,11.614114,-5.3307807,5.3307807,,,,
33.55,27.7134,5.8366,5.8366,,,,
15.216666,51.252968,-36.036302,36.036302,,,,
14.016666,19.408876,-5.39221,5.39221,,,,
20.933332,28.05287,-7.119538,7.119538,,,,
3.3,15.818665,-12.518665,12.518665,,,,
45.333332,40.428123,4.905209,4.905209,,,,
12,9.762215,2.237785,2.237785,,,,
22.766666,23.757797,-0.991131,0.991131,,,,
16.833334,16.444061,0.389273,0.389273,,,,
15.833333,21.517914,-5.684581,5.684581,,,,
14.85,35.281902,-20.431902,20.431902,,,,
5.7,2.9215322,2.7784678,2.7784678,,,,
9.2,20.010515,-10.810515,10.810515,,,,
7.4666667,13.4736595,-6.0069928,6.0069928,,,,
3.75,18.209835,-14.459835,14.459835,,,,
7.9,28.506115,-20.606115,20.606115,,,,
17.916666,17.573975,0.342691,0.342691,,,,
6.9666667,23.575062,-16.6083953,16.6083953,,,,
26.4,23.45109,2.94891,2.94891,,,,
17.166666,60.108818,-42.942152,42.942152,,,,
8.483334,13.027296,-4.543962,4.543962,,,,
13.916667,20.806225,-6.889558,6.889558,,,,
18.016666,22.670095,-4.653429,4.653429,,,,
17.25,41.43541,-24.18541,24.18541,,,,
6.2166667,6.7784653,-0.5617986,0.5617986,,,,
12.266666,22.684198,-10.417532,10.417532,,,,
17.166666,19.129305,-1.962639,1.962639,,,,
6.983333,10.120409,-3.137076,3.137076,,,,
16.916666,10.292477,6.624189,6.624189,,,,
34.266666,51.225365,-16.958699,16.958699,,,,
23.133333,41.64296,-18.509627,18.509627,,,,
10.633333,10.154078,0.479255,0.479255,,,,
9.55,15.778828,-6.228828,6.228828,,,,
45.416668,25.8353,19.581368,19.581368,,,,
13.366667,20.270355,-6.903688,6.903688,,,,
4.5833335,13.554573,-8.9712395,8.9712395,,,,
4.633333,19.246767,-14.613434,14.613434,,,,
26.15,27.106602,-0.956602,0.956602,,,,
8.016666,7.73927,0.277396,0.277396,,,,
20.283333,38.095886,-17.812553,17.812553,,,,
7.7833333,6.4105353,1.372798,1.372798,,,,
6.366667,12.910622,-6.543955,6.543955,,,,
4.5666666,7.0949697,-2.5283031,2.5283031,,,,
82.066666,85.03,-2.963334,2.963334,,,,
18.933332,26.737799,-7.804467,7.804467,,,,
66.23333,50.2057,16.02763,16.02763,,,,
5.5333333,14.016422,-8.4830887,8.4830887,,,,
11.316667,16.095428,-4.778761,4.778761,,,,
18.516666,37.93727,-19.420604,19.420604,,,,
64.433334,72.657265,-8.223931,8.223931,,,,
16.933332,40.912617,-23.979285,23.979285,,,,
8.5,7.797417,0.702583,0.702583,,,,
17.35,51.58883,-34.23883,34.23883,,,,
5.5666666,24.653675,-19.0870084,19.0870084,,,,
2.0166667,11.071313,-9.0546463,9.0546463,,,,
4.5833335,8.032097,-3.4487635,3.4487635,,,,
5.766667,3.7931938,1.9734732,1.9734732,,,,
20.65,13.872688,6.777312,6.777312,,,,
19.466667,33.144726,-13.678059,13.678059,,,,
33.35,28.556084,4.793916,4.793916,,,,
4.383333,4.955153,-0.57182,0.57182,,,,
10.65,16.444979,-5.794979,5.794979,,,,
5.0333333,15.961951,-10.9286177,10.9286177,,,,
5.05,12.031053,-6.981053,6.981053,,,,
12.666667,4.544427,8.12224,8.12224,,,,
13.933333,34.752293,-20.81896,20.81896,,,,
53.016666,48.312782,4.703884,4.703884,,,,
6.616667,7.771391,-1.154724,1.154724,,,,
5.6,19.1003,-13.5003,13.5003,,,,
14.85,18.931107,-4.081107,4.081107,,,,
16.766666,38.989502,-22.222836,22.222836,,,,
15.683333,28.347761,-12.664428,12.664428,,,,
21.416666,15.030988,6.385678,6.385678,,,,
3.45,12.8818865,-9.4318865,9.4318865,,,,
34.783333,47.55902,-12.775687,12.775687,,,,
13.966666,46.782654,-32.815988,32.815988,,,,
23.066668,58.081596,-35.014928,35.014928,,,,
31.683332,31.229797,0.453535,0.453535,,,,
34.083332,30.00666,4.076672,4.076672,,,,
8.416667,19.053825,-10.637158,10.637158,,,,
14.066667,7.8679643,6.1987027,6.1987027,,,,
53.85,59.65474,-5.80474,5.80474,,,,
18.033333,20.410446,-2.377113,2.377113,,,,
33.183334,46.124287,-12.940953,12.940953,,,,
21.866667,53.900154,-32.033487,32.033487,,,,
16.016666,26.625658,-10.608992,10.608992,,,,
19.45,25.865583,-6.415583,6.415583,,,,
14.566667,15.219048,-0.652381,0.652381,,,,
10.15,4.944412,5.205588,5.205588,,,,
20.55,30.712944,-10.162944,10.162944,,,,
14.983334,10.758717,4.224617,4.224617,,,,
29.6,18.60381,10.99619,10.99619,,,,
13.55,16.896526,-3.346526,3.346526,,,,
18.816668,31.293491,-12.476823,12.476823,,,,
24.25,23.304436,0.945564,0.945564,,,,
15.633333,16.11405,-0.480717,0.480717,,,,
6.233333,8.232088,-1.998755,1.998755,,,,
4.55,14.64102,-10.09102,10.09102,,,,
3.65,7.9037523,-4.2537523,4.2537523,,,,
11.516666,18.405792,-6.889126,6.889126,,,,
23.233334,67.799774,-44.56644,44.56644,,,,
10.483334,10.678631,-0.195297,0.195297,,,,
17.733334,21.64959,-3.916256,3.916256,,,,
14.45,23.344898,-8.894898,8.894898,,,,
6.0333333,5.2755136,0.7578197,0.7578197,,,,
19.666666,27.753819,-8.087153,8.087153,,,,
30,30.421131,-0.421131,0.421131,,,,
9.033334,11.202605,-2.169271,2.169271,,,,
3.1166666,17.479603,-14.3629364,14.3629364,,,,
14.433333,31.375893,-16.94256,16.94256,,,,
36.25,44.80007,-8.55007,8.55007,,,,
15.283334,7.9168377,7.3664963,7.3664963,,,,
5.2166667,5.7188416,-0.5021749,0.5021749,,,,
21.516666,15.7443905,5.7722755,5.7722755,,,,
11.583333,16.762018,-5.178685,5.178685,,,,
4.9666667,10.482686,-5.5160193,5.5160193,,,,
9.916667,16.763348,-6.846681,6.846681,,,,
4.9333334,14.185707,-9.2523736,9.2523736,,,,
20.533333,43.386765,-22.853432,22.853432,,,,
4,2.6211796,1.3788204,1.3788204,,,,
9.483334,3.4144545,6.0688795,6.0688795,,,,
9.35,16.147785,-6.797785,6.797785,,,,
2.75,13.328737,-10.578737,10.578737,,,,
8.233334,17.441734,-9.2084,9.2084,,,,
20.65,39.22487,-18.57487,18.57487,,,,
5.55,17.073051,-11.523051,11.523051,,,,
8.783334,3.659814,5.12352,5.12352,,,,
55.666668,48.042313,7.624355,7.624355,,,,
6.85,4.195777,2.654223,2.654223,,,,
14.2,38.070015,-23.870015,23.870015,,,,
9.683333,13.560856,-3.877523,3.877523,,,,
58.016666,54.470543,3.546123,3.546123,,,,
7.7,29.464027,-21.764027,21.764027,,,,
66.98333,56.415882,10.567448,10.567448,,,,
12.966666,8.419924,4.546742,4.546742,,,,
6.7833333,29.298481,-22.5151477,22.5151477,,,,
8.4,11.797796,-3.397796,3.397796,,,,
26.866667,32.54113,-5.674463,5.674463,,,,
18,28.456442,-10.456442,10.456442,,,,
12.75,19.402401,-6.652401,6.652401,,,,
8.65,17.28198,-8.63198,8.63198,,,,
8.016666,10.573995,-2.557329,2.557329,,,,
10.483334,20.114565,-9.631231,9.631231,,,,
39.333332,18.028526,21.304806,21.304806,,,,
15,1.7177926,13.2822074,13.2822074,,,,
18.6,23.90792,-5.30792,5.30792,,,,
7.016667,11.724484,-4.707817,4.707817,,,,
49.383335,37.6253,11.758035,11.758035,,,,
28.6,29.245632,-0.645632,0.645632,,,,
10.2,21.823809,-11.623809,11.623809,,,,
22.533333,31.243202,-8.709869,8.709869,,,,
31.816668,32.807938,-0.99127,0.99127,,,,
61.583332,68.35242,-6.769088,6.769088,,,,
38.716667,73.405106,-34.688439,34.688439,,,,
4.8,16.26692,-11.46692,11.46692,,,,
8.55,27.77127,-19.22127,19.22127,,,,
24.1,28.546373,-4.446373,4.446373,,,,
13,38.200523,-25.200523,25.200523,,,,
34.45,29.348125,5.101875,5.101875,,,,
53.716667,49.826813,3.889854,3.889854,,,,
17.416666,20.808773,-3.392107,3.392107,,,,
9,13.91555,-4.91555,4.91555,,,,
18.55,37.598053,-19.048053,19.048053,,,,
39.966667,17.368065,22.598602,22.598602,,,,
9.616667,23.639477,-14.02281,14.02281,,,,
14.55,27.022068,-12.472068,12.472068,,,,
9.483334,12.981271,-3.497937,3.497937,,,,
2.7166667,6.7941713,-4.0775046,4.0775046,,,,
117.38333,87.72471,29.65862,29.65862,,,,
7.9666667,19.630957,-11.6642903,11.6642903,,,,
10.216666,11.86355,-1.646884,1.646884,,,,
35.366665,82.72503,-47.358365,47.358365,,,,
21.85,21.011463,0.838537,0.838537,,,,
10.666667,10.700289,-0.033622,0.033622,,,,
16.183332,23.945015,-7.761683,7.761683,,,,
9.8,22.538927,-12.738927,12.738927,,,,
5.516667,9.28605,-3.769383,3.769383,,,,
3.95,1.486593,2.463407,2.463407,,,,
22.633333,31.052002,-8.418669,8.418669,,,,
4.5666666,16.90543,-12.3387634,12.3387634,,,,
5.3166666,20.767551,-15.4508844,15.4508844,,,,
23.316668,40.982254,-17.665586,17.665586,,,,
10.2,19.072039,-8.872039,8.872039,,,,
7.7166667,14.901119,-7.1844523,7.1844523,,,,
5.233333,3.028401,2.204932,2.204932,,,,
18.983334,22.514196,-3.530862,3.530862,,,,
4.766667,15.517195,-10.750528,10.750528,,,,
58,32.73107,25.26893,25.26893,,,,
6.2,28.014992,-21.814992,21.814992,,,,
21.9,27.822311,-5.922311,5.922311,,,,
17.583334,42.72849,-25.145156,25.145156,,,,
12.25,15.089389,-2.839389,2.839389,,,,
19.316668,25.85999,-6.543322,6.543322,,,,
12.05,18.154682,-6.104682,6.104682,,,,
9.65,22.358105,-12.708105,12.708105,,,,
11.55,28.038593,-16.488593,16.488593,,,,
4.0333333,4.435522,-0.4021887,0.4021887,,,,
5,8.846617,-3.846617,3.846617,,,,
22.616667,34.02897,-11.412303,11.412303,,,,
64.9,76.09407,-11.19407,11.19407,,,,
3.2,8.335379,-5.135379,5.135379,,,,
12.2,17.083534,-4.883534,4.883534,,,,
15.983334,18.391735,-2.408401,2.408401,,,,
33.9,46.547333,-12.647333,12.647333,,,,
11.416667,39.647346,-28.230679,28.230679,,,,
38.266666,27.327675,10.938991,10.938991,,,,
7.45,7.971302,-0.521302,0.521302,,,,
17.1,24.023865,-6.923865,6.923865,,,,
6.75,8.895742,-2.145742,2.145742,,,,
19.516666,41.936905,-22.420239,22.420239,,,,
11.2,25.811247,-14.611247,14.611247,,,,
31.566668,38.49372,-6.927052,6.927052,,,,
53.966667,68.90642,-14.939753,14.939753,,,,
9.6,14.6645155,-5.0645155,5.0645155,,,,
18.1,11.919041,6.180959,6.180959,,,,
13.85,17.978228,-4.128228,4.128228,,,,
5.0666666,4.2526064,0.8140602,0.8140602,,,,
48.366665,49.302895,-0.93623,0.93623,,,,
7.4,11.75284,-4.35284,4.35284,,,,
12.533334,18.963146,-6.429812,6.429812,,,,
8,10.451345,-2.451345,2.451345,,,,
59.95,42.50357,17.44643,17.44643,,,,
20.266666,26.771133,-6.504467,6.504467,,,,
7.983333,11.057543,-3.07421,3.07421,,,,
10.816667,19.333977,-8.51731,8.51731,,,,
59,78.45238,-19.45238,19.45238,,,,
24.783333,24.723213,0.06012,0.06012,,,,
2.3833334,1.8606031,0.5227303,0.5227303,,,,
20.75,29.68031,-8.93031,8.93031,,,,
10.616667,23.969154,-13.352487,13.352487,,,,
9.7,28.152058,-18.452058,18.452058,,,,
6.9333334,23.303541,-16.3702076,16.3702076,,,,
8.666667,13.974236,-5.307569,5.307569,,,,
10.616667,12.238852,-1.622185,1.622185,,,,
22.183332,16.19441,5.988922,5.988922,,,,
17.583334,27.304295,-9.720961,9.720961,,,,
11.033334,8.319714,2.71362,2.71362,,,,
5.35,19.052576,-13.702576,13.702576,,,,
27.683332,11.650976,16.032356,16.032356,,,,
7.8,10.253569,-2.453569,2.453569,,,,
43.95,51.002796,-7.052796,7.052796,,,,
7.9,15.891457,-7.991457,7.991457,,,,
3.6333334,6.621158,-2.9878246,2.9878246,,,,
19.65,13.946075,5.703925,5.703925,,,,
10.266666,5.383006,4.88366,4.88366,,,,
6,8.344929,-2.344929,2.344929,,,,
2.6666667,11.953941,-9.2872743,9.2872743,,,,
4.516667,3.5403266,0.9763404,0.9763404,,,,
39.016666,36.03934,2.977326,2.977326,,,,
18.8,40.48682,-21.68682,21.68682,,,,
10.483334,15.595891,-5.112557,5.112557,,,,
5.266667,21.30738,-16.040713,16.040713,,,,
4.5666666,23.884266,-19.3175994,19.3175994,,,,
8.1,8.75721,-0.65721,0.65721,,,,
13.016666,25.384178,-12.367512,12.367512,,,,
21.466667,43.33671,-21.870043,21.870043,,,,
8.45,15.864212,-7.414212,7.414212,,,,
19.3,32.44822,-13.14822,13.14822,,,,
16.25,27.551037,-11.301037,11.301037,,,,
20.183332,22.496428,-2.313096,2.313096,,,,
75.85,30.8502,44.9998,44.9998,,,,
27.133333,56.380306,-29.246973,29.246973,,,,
3.8666666,12.127453,-8.2607864,8.2607864,,,,
22.25,21.278763,0.971237,0.971237,,,,
37.933334,43.03492,-5.101586,5.101586,,,,
50.35,34.53944,15.81056,15.81056,,,,
41.266666,121.93147,-80.664804,80.664804,,,,
15.966666,15.995222,-0.028556,0.028556,,,,
6.9666667,26.443924,-19.4772573,19.4772573,,,,
26.383333,38.345795,-11.962462,11.962462,,,,
27.433332,30.437435,-3.004103,3.004103,,,,
21.6,16.67188,4.92812,4.92812,,,,
18.116667,14.132712,3.983955,3.983955,,,,
13,15.82232,-2.82232,2.82232,,,,
63.6,66.63647,-3.03647,3.03647,,,,
5.5,12.27614,-6.77614,6.77614,,,,
10.966666,19.775398,-8.808732,8.808732,,,,
15.383333,18.40149,-3.018157,3.018157,,,,
35.3,50.40915,-15.10915,15.10915,,,,
8.95,1.3328007,7.6171993,7.6171993,,,,
10.366667,11.816113,-1.449446,1.449446,,,,
14.916667,38.376015,-23.459348,23.459348,,,,
12.2,22.215551,-10.015551,10.015551,,,,
31.15,21.466171,9.683829,9.683829,,,,
14.883333,15.892464,-1.009131,1.009131,,,,
3.7166667,9.269421,-5.5527543,5.5527543,,,,
27.766666,73.8806,-46.113934,46.113934,,,,
24.4,28.403551,-4.003551,4.003551,,,,
3.3,4.7256813,-1.4256813,1.4256813,,,,
34.4,26.407337,7.992663,7.992663,,,,
9.933333,14.024184,-4.090851,4.090851,,,,
36.183334,23.875906,12.307428,12.307428,,,,
20,30.300236,-10.300236,10.300236,,,,
9.833333,5.0673757,4.7659573,4.7659573,,,,
15.333333,8.7839985,6.5493345,6.5493345,,,,
6.3,27.333258,-21.033258,21.033258,,,,
23.55,46.74556,-23.19556,23.19556,,,,
7.2833333,20.04872,-12.7653867,12.7653867,,,,
20.983334,47.86243,-26.879096,26.879096,,,,
11.1,14.971628,-3.871628,3.871628,,,,
16.733334,29.089846,-12.356512,12.356512,,,,
27.883333,34.19996,-6.316627,6.316627,,,,
9.233334,30.088285,-20.854951,20.854951,,,,
6.7833333,10.413982,-3.6306487,3.6306487,,,,
14.533334,32.69714,-18.163806,18.163806,,,,
9.016666,9.475174,-0.458508,0.458508,,,,
26.75,37.19359,-10.44359,10.44359,,,,
8.2,13.106011,-4.906011,4.906011,,,,
13.75,26.527754,-12.777754,12.777754,,,,
4.0833335,7.8744936,-3.7911601,3.7911601,,,,
15.033334,25.967312,-10.933978,10.933978,,,,
10.466666,21.665543,-11.198877,11.198877,,,,
6.733333,1.8215033,4.9118297,4.9118297,,,,
21.4,41.47754,-20.07754,20.07754,,,,
11.166667,24.153126,-12.986459,12.986459,,,,
28.316668,14.182293,14.134375,14.134375,,,,
28,40.735344,-12.735344,12.735344,,,,
6.7833333,2.6294928,4.1538405,4.1538405,,,,
23.2,12.903112,10.296888,10.296888,,,,
13.683333,37.17953,-23.496197,23.496197,,,,
18.016666,56.90434,-38.887674,38.887674,,,,
10.25,17.49526,-7.24526,7.24526,,,,
33.066666,25.269157,7.797509,7.797509,,,,
11.283334,12.135393,-0.852059,0.852059,,,,
18.533333,26.63077,-8.097437,8.097437,,,,
20.983334,23.773994,-2.79066,2.79066,,,,
35.583332,25.328838,10.254494,10.254494,,,,
29.883333,55.341736,-25.458403,25.458403,,,,
9.9,8.180223,1.719777,1.719777,,,,
14.233334,39.585094,-25.35176,25.35176,,,,
7.75,15.776798,-8.026798,8.026798,,,,
10.883333,15.315229,-4.431896,4.431896,,,,
12.2,6.0918217,6.1081783,6.1081783,,,,
4.483333,9.522047,-5.038714,5.038714,,,,
34.083332,40.14403,-6.060698,6.060698,,,,
37.233334,49.701675,-12.468341,12.468341,,,,
13.25,34.93448,-21.68448,21.68448,,,,
6.2,14.981434,-8.781434,8.781434,,,,
34.833332,26.988503,7.844829,7.844829,,,,
16.733334,22.919996,-6.186662,6.186662,,,,
19.85,28.191444,-8.341444,8.341444,,,,
8.8,31.041336,-22.241336,22.241336,,,,
4.9666667,3.2468963,1.7197704,1.7197704,,,,
2.2,1.3571389,0.8428611,0.8428611,,,,
24.933332,40.33869,-15.405358,15.405358,,,,
6.3166666,15.654774,-9.3381074,9.3381074,,,,
24.15,37.464687,-13.314687,13.314687,,,,
7.2166667,9.866316,-2.6496493,2.6496493,,,,
8.55,12.568408,-4.018408,4.018408,,,,
8.466666,19.74403,-11.277364,11.277364,,,,
5.5833335,11.528252,-5.9449185,5.9449185,,,,
14.733334,15.486806,-0.753472,0.753472,,,,
32.75,29.225388,3.524612,3.524612,,,,
37.6,30.365723,7.234277,7.234277,,,,
4.2,9.629942,-5.429942,5.429942,,,,
13.183333,9.653924,3.529409,3.529409,,,,
54.25,57.838455,-3.588455,3.588455,,,,
19.766666,30.057056,-10.29039,10.29039,,,,
52.983334,67.1249,-14.141566,14.141566,,,,
26.816668,13.172515,13.644153,13.644153,,,,
11.716666,14.351164,-2.634498,2.634498,,,,
8,27.78974,-19.78974,19.78974,,,,
62.983334,49.866684,13.11665,13.11665,,,,
11.016666,13.079664,-2.062998,2.062998,,,,
19.35,26.07452,-6.72452,6.72452,,,,
5.8,28.630102,-22.830102,22.830102,,,,
16.266666,32.234306,-15.96764,15.96764,,,,
42.266666,26.580906,15.68576,15.68576,,,,
12.75,15.068079,-2.318079,2.318079,,,,
11.283334,25.951822,-14.668488,14.668488,,,,
27.266666,24.262543,3.004123,3.004123,,,,
4.6,7.944131,-3.344131,3.344131,,,,
4.9666667,5.066087,-0.0994203,0.0994203,,,,
7.1833334,10.923388,-3.7400546,3.7400546,,,,
23.4,41.105904,-17.705904,17.705904,,,,
25.8,24.17836,1.62164,1.62164,,,,
17.416666,19.998356,-2.58169,2.58169,,,,
13.033334,6.6901684,6.3431656,6.3431656,,,,
17.033333,37.17623,-20.142897,20.142897,,,,
9.783334,18.993694,-9.21036,9.21036,,,,
7,14.18284,-7.18284,7.18284,,,,
34.883335,40.20993,-5.326595,5.326595,,,,
13.316667,30.346893,-17.030226,17.030226,,,,
37.95,17.74131,20.20869,20.20869,,,,
8.083333,3.500939,4.582394,4.582394,,,,
17.783333,38.03131,-20.247977,20.247977,,,,
19.166666,14.801719,4.364947,4.364947,,,,
5.383333,7.265686,-1.882353,1.882353,,,,
6.616667,10.323056,-3.706389,3.706389,,,,
34.333332,39.932053,-5.598721,5.598721,,,,
14.933333,22.005249,-7.071916,7.071916,,,,
63.783333,65.535774,-1.752441,1.752441,,,,
9.766666,7.5511,2.215566,2.215566,,,,
9.1,23.414036,-14.314036,14.314036,,,,
9.483334,10.237902,-0.754568,0.754568,,,,
14.766666,24.881231,-10.114565,10.114565,,,,
47.166668,41.634933,5.531735,5.531735,,,,
25.566668,23.054758,2.51191,2.51191,,,,
28.616667,44.874348,-16.257681,16.257681,,,,
2.8,6.7101994,-3.9101994,3.9101994,,,,
5.633333,3.76437,1.868963,1.868963,,,,
21.816668,16.249714,5.566954,5.566954,,,,
21.233334,21.401546,-0.168212,0.168212,,,,
20.6,18.605793,1.994207,1.994207,,,,
15.483334,21.178295,-5.694961,5.694961,,,,
7.3166666,13.751141,-6.4344744,6.4344744,,,,
5.4666667,15.723455,-10.2567883,10.2567883,,,,
29.083334,12.4478655,16.6354685,16.6354685,,,,
3.6666667,3.068667,0.5979997,0.5979997,,,,
35.85,37.646286,-1.796286,1.796286,,,,
32.083332,33.88451,-1.801178,1.801178,,,,
16.5,21.107565,-4.607565,4.607565,,,,
7.4666667,13.257288,-5.7906213,5.7906213,,,,
15.65,15.922138,-0.272138,0.272138,,,,
18.916666,11.78751,7.129156,7.129156,,,,
15.266666,10.428651,4.838015,4.838015,,,,
6.866667,2.7022953,4.1643717,4.1643717,,,,
9.133333,0.63879764,8.49453536,8.49453536,,,,
6.55,11.95312,-5.40312,5.40312,,,,
5.4333334,9.943166,-4.5098326,4.5098326,,,,
3.4,8.849651,-5.449651,5.449651,,,,
13.366667,25.838913,-12.472246,12.472246,,,,
29.533333,23.29636,6.236973,6.236973,,,,
8.4,13.6576605,-5.2576605,5.2576605,,,,
18.916666,26.85562,-7.938954,7.938954,,,,
37.383335,48.98796,-11.604625,11.604625,,,,
43.283333,45.665016,-2.381683,2.381683,,,,
10.3,26.188244,-15.888244,15.888244,,,,
76.833336,40.15491,36.678426,36.678426,,,,
19.3,28.900574,-9.600574,9.600574,,,,
31.266666,33.28698,-2.020314,2.020314,,,,
15.533334,14.129098,1.404236,1.404236,,,,
5.2166667,2.839829,2.3768377,2.3768377,,,,
8.066667,5.8119745,2.2546925,2.2546925,,,,
13.85,36.49864,-22.64864,22.64864,,,,
42.183334,39.931942,2.251392,2.251392,,,,
7.55,21.92174,-14.37174,14.37174,,,,
8.9,11.773848,-2.873848,2.873848,,,,
14.983334,14.408409,0.574925,0.574925,,,,
7.4166665,22.454933,-15.0382665,15.0382665,,,,
9.916667,5.52975,4.386917,4.386917,,,,
6.6666665,22.461134,-15.7944675,15.7944675,,,,
21.6,18.343597,3.256403,3.256403,,,,
58.966667,50.388203,8.578464,8.578464,,,,
30.583334,38.280067,-7.696733,7.696733,,,,
17.216667,29.98657,-12.769903,12.769903,,,,
5.25,9.796114,-4.546114,4.546114,,,,
3.7833333,6.865793,-3.0824597,3.0824597,,,,
19.966667,29.419039,-9.452372,9.452372,,,,
17.366667,26.75617,-9.389503,9.389503,,,,
15.233334,19.237701,-4.004367,4.004367,,,,
27.3,26.375986,0.924014,0.924014,,,,
22,23.644285,-1.644285,1.644285,,,,
28.766666,31.8666,-3.099934,3.099934,,,,
38.1,28.586882,9.513118,9.513118,,,,
15.766666,17.570063,-1.803397,1.803397,,,,
10.5,17.854279,-7.354279,7.354279,,,,
21.683332,27.994877,-6.311545,6.311545,,,,
5.85,14.738461,-8.888461,8.888461,,,,
13.583333,12.006037,1.577296,1.577296,,,,
15.55,23.037058,-7.487058,7.487058,,,,
22.366667,26.447569,-4.080902,4.080902,,,,
33.933334,44.310047,-10.376713,10.376713,,,,
31.766666,34.09041,-2.323744,2.323744,,,,
20.166666,17.62437,2.542296,2.542296,,,,
7.6,6.203226,1.396774,1.396774,,,,
53.85,50.5746,3.2754,3.2754,,,,
9.633333,8.85298,0.780353,0.780353,,,,
20.6,18.168816,2.431184,2.431184,,,,
27.316668,19.231585,8.085083,8.085083,,,,
23.75,29.599167,-5.849167,5.849167,,,,
14.6,22.18118,-7.58118,7.58118,,,,
8.65,6.364695,2.285305,2.285305,,,,
33.6,34.584854,-0.984854,0.984854,,,,
28.483334,92.17284,-63.689506,63.689506,,,,
6.2833333,19.245104,-12.9617707,12.9617707,,,,
25.133333,25.503632,-0.370299,0.370299,,,,
7.95,15.99646,-8.04646,8.04646,,,,
18.083334,40.83765,-22.754316,22.754316,,,,
58.7,88.215294,-29.515294,29.515294,,,,
4.6,2.8554575,1.7445425,1.7445425,,,,
11,23.515388,-12.515388,12.515388,,,,
8.8,29.226105,-20.426105,20.426105,,,,
8.233334,26.558828,-18.325494,18.325494,,,,
9.583333,21.43749,-11.854157,11.854157,,,,
38.016666,15.757336,22.25933,22.25933,,,,
53.166668,36.91457,16.252098,16.252098,,,,
14.283334,22.81536,-8.532026,8.532026,,,,
31.75,17.9409,13.8091,13.8091,,,,
14.6,24.365395,-9.765395,9.765395,,,,
14.983334,15.239491,-0.256157,0.256157,,,,
7.7166667,26.027582,-18.3109153,18.3109153,,,,
8.45,24.371954,-15.921954,15.921954,,,,
30.616667,36.62688,-6.010213,6.010213,,,,
7.116667,15.35149,-8.234823,8.234823,,,,
14.55,11.698955,2.851045,2.851045,,,,
23.066668,26.101664,-3.034996,3.034996,,,,
11.883333,17.94298,-6.059647,6.059647,,,,
15.066667,56.20685,-41.140183,41.140183,,,,
11.066667,19.141867,-8.0752,8.0752,,,,
27.2,14.411806,12.788194,12.788194,,,,
17.266666,19.810528,-2.543862,2.543862,,,,
17.066668,33.459595,-16.392927,16.392927,,,,
86,66.06152,19.93848,19.93848,,,,
35.15,42.950188,-7.800188,7.800188,,,,
10.1,19.769756,-9.669756,9.669756,,,,
4.3,9.477379,-5.177379,5.177379,,,,
12.7,17.89158,-5.19158,5.19158,,,,
19.516666,37.98202,-18.465354,18.465354,,,,
6.4166665,22.168322,-15.7516555,15.7516555,,,,
7.3,13.552988,-6.252988,6.252988,,,,
13.183333,25.089842,-11.906509,11.906509,,,,
15.4,16.998354,-1.598354,1.598354,,,,
34.566666,71.0541,-36.487434,36.487434,,,,
6.7166667,29.53909,-22.8224233,22.8224233,,,,
17.316668,36.618595,-19.301927,19.301927,,,,
13.7,13.834152,-0.134152,0.134152,,,,
63.033333,84.2389,-21.205567,21.205567,,,,
48.816666,49.64354,-0.826874,0.826874,,,,
