,label,predicted,,,±ê×¼²î
1371,33.383335,67.17676,-33.793425,,
1372,17.033333,66.193794,-49.160461,,
1373,8.5,18.662422,-10.162422,,
1374,8.666667,51.739803,-43.073136,,
1375,16.383333,45.82021,-29.436877,,
1376,3.3666666,17.683311,-14.3166444,,
1377,46.566666,87.25072,-40.684054,,
1378,14.566667,33.63478,-19.068113,,
1379,16.316668,29.592283,-13.275615,,
1380,23.883333,52.08733,-28.203997,,
1381,18.2,15.315178,2.884822,,
1382,11.533334,27.234184,-15.70085,,
1383,14.033334,30.766472,-16.733138,,
1384,8.983334,33.222916,-24.239582,,
1385,4.8166666,16.427479,-11.6108124,,
1386,18.35,8.53104,9.81896,,
1387,8.05,25.861689,-17.811689,,
1388,17.15,60.933533,-43.783533,,
1389,6.65,13.928017,-7.278017,,
1390,39.45,33.624084,5.825916,,
1391,31.566668,21.451141,10.115527,,
1392,6.9333334,7.351157,-0.4178236,,
1393,32.4,2,30.4,,
1394,28.15,48.51366,-20.36366,,
1395,5,39.043118,-34.043118,,
1396,4.2,42.859962,-38.659962,,
1397,5.733333,3.1564217,2.5769113,,
1398,10.583333,56.89978,-46.316447,,
1399,30.616667,45.09002,-14.473353,,
1400,48.316666,2,46.316666,,
1401,21.3,2,19.3,,
1402,28.05,97.20114,-69.15114,,
1403,24.633333,39.370605,-14.737272,,
1404,62.533333,2,60.533333,,
1405,9.766666,25.138098,-15.371432,,
1406,21.066668,36.31321,-15.246542,,
1407,7.2833333,15.892199,-8.6088657,,
1408,15.183333,37.105587,-21.922254,,
1409,14.1,13.262697,0.837303,,
1410,27,19.92788,7.07212,,
1411,7.2166667,30.132605,-22.9159383,,
1412,9.583333,10.376064,-0.792731,,
1413,7.983333,20.004135,-12.020802,,
1414,9.133333,19.31895,-10.185617,,
1415,15.15,10.717789,4.432211,,
1416,4.35,42.09259,-37.74259,,
1417,28.383333,4.2108154,24.1725176,,
1418,14.983334,41.216057,-26.232723,,
1419,18.016666,2,16.016666,,
1420,54.816666,33.13777,21.678896,,
1421,4.3166666,45.431896,-41.1152294,,
1422,26,50.55074,-24.55074,,
1423,6.6,22.098398,-15.498398,,
1424,30.55,29.663364,0.886636,,
1425,23.816668,2,21.816668,,
1426,47.633335,2,45.633335,,
1427,7.0833335,4.6037483,2.4795852,,
1428,5.9333334,37.400253,-31.4669196,,
1429,58.183334,2,56.183334,,
1430,25.05,2,23.05,,
1431,13.566667,17.648361,-4.081694,,
1432,3.2666667,27.753147,-24.4864803,,
1433,35.583332,2,33.583332,,
1434,14.266666,44.602757,-30.336091,,
1435,25.716667,10.585083,15.131584,,
1436,3.7333333,25.309,-21.5756667,,
1437,7.133333,29.59652,-22.463187,,
1438,29.1,2,27.1,,
1439,25.183332,36.37366,-11.190328,,
1440,18.183332,12.615791,5.567541,,
1441,15.466666,24.048725,-8.582059,,
1442,5.983333,50.016457,-44.033124,,
1443,11.916667,20.494154,-8.577487,,
1444,58.6,2,56.6,,
1445,8.716666,31.599545,-22.882879,,
1446,18.333334,17.74421,0.589124,,
1447,14.333333,2,12.333333,,
1448,27.133333,73.60681,-46.473477,,
1449,13.166667,2,11.166667,,
1450,6.3333335,28.04411,-21.7107765,,
1451,10.733334,28.040861,-17.307527,,
1452,7.983333,40.53845,-32.555117,,
1453,35.05,80.559044,-45.509044,,
1454,7.9,57.508568,-49.608568,,
1455,2.5833333,27.755634,-25.1723007,,
1456,15.183333,2,13.183333,,
1457,10.983334,2,8.983334,,
1458,20,56.65653,-36.65653,,
1459,13.433333,273.89993,-260.466597,,
1460,7.7,21.806923,-14.106923,,
1461,25,68.808754,-43.808754,,
1462,4.8,38.752327,-33.952327,,
1463,41.433334,66.22989,-24.796556,,
1464,15.6,49.74726,-34.14726,,
1465,8.533334,10.214254,-1.68092,,
1466,5,43.167866,-38.167866,,
1467,44.466667,53.777657,-9.31099,,
1468,11.016666,42.507343,-31.490677,,
1469,5.733333,39.446747,-33.713414,,
1470,43.566666,2,41.566666,,
1471,40.316666,64.901855,-24.585189,,
1472,5.016667,3.9145565,1.1021105,,
1473,9.183333,3.6510334,5.5322996,,
1474,6.616667,13.310205,-6.693538,,
1475,6.2,45.49878,-39.29878,,
1476,19.883333,32.447327,-12.563994,,
1477,10.783334,4.35571,6.427624,,
1478,5.7166667,41.488083,-35.7714163,,
1479,19.216667,5.222866,13.993801,,
1480,6.983333,22.706184,-15.722851,,
1481,10.6,15.414132,-4.814132,,
1482,19.5,2,17.5,,
1483,22.116667,28.581722,-6.465055,,
1484,5.366667,29.688667,-24.322,,
1485,3.8166666,39.19623,-35.3795634,,
1486,6.016667,21.740576,-15.723909,,
1487,20.816668,57.962532,-37.145864,,
1488,20.433332,2,18.433332,,
1489,20.65,2,18.65,,
1490,3.2,41.924564,-38.724564,,
1491,12.333333,24.699848,-12.366515,,
1492,20.2,22.61351,-2.41351,,
1493,4.9333334,15.684357,-10.7510236,,
1494,3.8666666,36.328083,-32.4614164,,
1495,8.1,71.186424,-63.086424,,
1496,18.1,2,16.1,,
1497,4.9666667,5.4722705,-0.5056038,,
1498,9.45,40.769135,-31.319135,,
1499,5.4166665,68.28237,-62.8657035,,
1500,9.433333,55.645397,-46.212064,,
1501,17.816668,61.697,-43.880332,,
1502,10.916667,44.78411,-33.867443,,
1503,42.516666,37.649445,4.867221,,
1504,4.1,51.026554,-46.926554,,
1505,8.8,19.488194,-10.688194,,
1506,69.28333,2,67.28333,,
1507,9.666667,2,7.666667,,
1508,4.25,18.629055,-14.379055,,
1509,7.383333,12.745966,-5.362633,,
1510,10.233334,71.951126,-61.717792,,
1511,24.25,2,22.25,,
1512,26.966667,17.698902,9.267765,,
1513,4.0333333,6.706396,-2.6730627,,
1514,8.933333,29.310759,-20.377426,,
1515,18.566668,33.385605,-14.818937,,
1516,6.766667,21.264376,-14.497709,,
1517,19.583334,10.5149,9.068434,,
1518,11.766666,38.561802,-26.795136,,
1519,17.866667,29.07129,-11.204623,,
1520,5.6833334,8.558586,-2.8752526,,
1521,12.4,5.5795565,6.8204435,,
1522,15.983334,35.66446,-19.681126,,
1523,11.9,36.176178,-24.276178,,
1524,23.433332,50.087185,-26.653853,,
1525,17.266666,27.25394,-9.987274,,
1526,20.55,36.278595,-15.728595,,
1527,33.133335,2,31.133335,,
1528,20.3,32.706516,-12.406516,,
1529,30.5,14.376434,16.123566,,
1530,6.7,8.167877,-1.467877,,
1531,4.25,14.900288,-10.650288,,
1532,17.666666,2.3190765,15.3475895,,
1533,29.3,117.08178,-87.78178,,
1534,5.15,43.229088,-38.079088,,
1535,9.75,26.732279,-16.982279,,
1536,40.7,2,38.7,,
1537,25.05,2,23.05,,
1538,10.233334,33.81372,-23.580386,,
1539,86.46667,3.5678253,82.8988447,,
1540,28.166666,61.81221,-33.645544,,
1541,30.8,44.741978,-13.941978,,
1542,34.366665,2,32.366665,,
1543,33.65,42.879807,-9.229807,,
1544,26.566668,13.247253,13.319415,,
1545,9.366667,2,7.366667,,
1546,59.05,75.25119,-16.20119,,
1547,15.3,59.21412,-43.91412,,
1548,11.683333,51.299965,-39.616632,,
1549,5,28.19614,-23.19614,,
1550,50.85,2,48.85,,
1551,29.283333,2,27.283333,,
1552,6.7833333,37.567844,-30.7845107,,
1553,4.7833333,2.811129,1.9722043,,
1554,5.7833333,64.939995,-59.1566617,,
1555,68.46667,45.601173,22.865497,,
1556,8.216666,30.955172,-22.738506,,
1557,13.633333,2,11.633333,,
1558,6.5333333,45.1659,-38.6325667,,
1559,6.65,4.9272995,1.7227005,,
1560,6.6666665,63.350822,-56.6841555,,
1561,12.05,53.99315,-41.94315,,
1562,11.833333,65.72664,-53.893307,,
1563,5.6833334,58.52828,-52.8449466,,
1564,20.85,51.34745,-30.49745,,
1565,41.933334,40.01097,1.922364,,
1566,22.566668,31.244888,-8.67822,,
1567,6.983333,20.740034,-13.756701,,
1568,19.1,10.119007,8.980993,,
1569,3.15,4.9032116,-1.7532116,,
1570,17.15,39.623142,-22.473142,,
1571,12.983334,35.737663,-22.754329,,
1572,19.316668,49.610275,-30.293607,,
1573,5.75,2,3.75,,
1574,48.2,39.947754,8.252246,,
1575,14.85,2,12.85,,
1576,28,86.07196,-58.07196,,
1577,20,11.642057,8.357943,,
1578,11.35,46.371914,-35.021914,,
1579,27.733334,25.307922,2.425412,,
1580,17.383333,2,15.383333,,
1581,6.016667,30.190666,-24.173999,,
1582,63.8,2,61.8,,
1583,13.9,18.03386,-4.13386,,
1584,7.7,34.29727,-26.59727,,
1585,14.916667,8.147949,6.768718,,
1586,17.283333,2,15.283333,,
1587,10.1,21.283125,-11.183125,,
1588,43,4.038994,38.961006,,
1589,10.283334,11.178635,-0.895301,,
1590,12.216666,45.628456,-33.41179,,
1591,23.433332,2,21.433332,,
1592,7.8166666,17.660807,-9.8441404,,
1593,6.483333,6.624384,-0.141051,,
1594,24.15,15.2020035,8.9479965,,
1595,5.4166665,39.057682,-33.6410155,,
1596,17.2,42.19925,-24.99925,,
1597,9.933333,35.221603,-25.28827,,
1598,11.183333,6.312973,4.87036,,
1599,27.683332,50.7276,-23.044268,,
1600,6.6,24.902916,-18.302916,,
1601,30.183332,5.835312,24.34802,,
1602,6.133333,2,4.133333,,
1603,6,49.63076,-43.63076,,
1604,10.283334,64.19062,-53.907286,,
1605,4.483333,25.314907,-20.831574,,
1606,14.916667,33.93856,-19.021893,,
1607,12,28.477697,-16.477697,,
1608,10.816667,35.299313,-24.482646,,
1609,30.9,7.875345,23.024655,,
1610,10.833333,38.567825,-27.734492,,
1611,11.7,45.52097,-33.82097,,
1612,11,24.447945,-13.447945,,
1613,14.133333,39.753017,-25.619684,,
1614,5.6833334,58.471054,-52.7877206,,
1615,13.133333,57.178505,-44.045172,,
1616,71.083336,20.611862,50.471474,,
1617,15.8,13.146902,2.653098,,
1618,10,22.967442,-12.967442,,
1619,9.983334,15.684216,-5.700882,,
1620,36.45,2,34.45,,
1621,23.1,41.418728,-18.318728,,
1622,32.516666,60.92045,-28.403784,,
1623,24.216667,19.739315,4.477352,,
1624,11.233334,11.795122,-0.561788,,
1625,17.966667,2.4389305,15.5277365,,
1626,3.9833333,42.024803,-38.0414697,,
1627,8,23.710327,-15.710327,,
1628,6,56.24803,-50.24803,,
1629,15.933333,14.861092,1.072241,,
1630,11.416667,15.941364,-4.524697,,
1631,28.233334,2,26.233334,,
1632,6,11.189573,-5.189573,,
1633,16.233334,32.026318,-15.792984,,
1634,5.5333333,6.8022184,-1.2688851,,
1635,6.383333,29.789986,-23.406653,,
1636,13.833333,15.527145,-1.693812,,
1637,10.866667,49.102386,-38.235719,,
1638,12.35,2,10.35,,
1639,9.783334,35.472473,-25.689139,,
1640,65.96667,48.61932,17.34735,,
1641,10.133333,16.786976,-6.653643,,
1642,16.233334,13.345524,2.88781,,
1643,13.683333,34.288055,-20.604722,,
1644,14.633333,11.577641,3.055692,,
1645,21.616667,17.32882,4.287847,,
1646,6.866667,16.259838,-9.393171,,
1647,28.35,27.51381,0.83619,,
1648,13.05,2,11.05,,
1649,5.45,2,3.45,,
1650,20.883333,24.7784,-3.895067,,
1651,25.566668,2,23.566668,,
1652,18.533333,30.49105,-11.957717,,
1653,22.533333,37.064125,-14.530792,,
1654,18.933332,58.405907,-39.472575,,
1655,3.4166667,32.39868,-28.9820133,,
1656,16.416666,2,14.416666,,
1657,39.066666,2,37.066666,,
1658,4.5833335,15.791065,-11.2077315,,
1659,3.4333334,16.460642,-13.0273086,,
1660,3.05,18.51504,-15.46504,,
1661,11.8,32.16546,-20.36546,,
1662,39.7,2,37.7,,
1663,24.683332,33.48266,-8.799328,,
1664,14.366667,17.191505,-2.824838,,
1665,57.15,43.888428,13.261572,,
1666,6.25,60.04231,-53.79231,,
1667,19.283333,18.043,1.240333,,
1668,17.55,21.946419,-4.396419,,
1669,6.5833335,26.196192,-19.6128585,,
1670,18.383333,59.114197,-40.730864,,
1671,15.966666,33.503426,-17.53676,,
1672,20.366667,15.276131,5.090536,,
1673,10.383333,2,8.383333,,
1674,36.3,24.644638,11.655362,,
1675,5.75,37.296776,-31.546776,,
1676,6.95,26.316132,-19.366132,,
1677,39.183334,6.7613277,32.4220063,,
1678,19.6,23.121414,-3.521414,,
1679,3.6333334,39.191563,-35.5582296,,
1680,5.2,7.9491825,-2.7491825,,
1681,14.916667,2,12.916667,,
1682,10.133333,16.175201,-6.041868,,
1683,9.15,15.070354,-5.920354,,
1684,9.2,28.877132,-19.677132,,
1685,6.55,54.39035,-47.84035,,
1686,33.1,2,31.1,,
1687,19.766666,2,17.766666,,
1688,8.983334,5.881504,3.10183,,
1689,22.716667,27.379704,-4.663037,,
1690,5.983333,15.230694,-9.247361,,
1691,37.133335,19.651222,17.482113,,
1692,7.6666665,10.131609,-2.4649425,,
1693,3.5166667,30.108667,-26.5920003,,
1694,59.216667,2,57.216667,,
1695,7.3,38.544018,-31.244018,,
1696,4,38.66633,-34.66633,,
1697,15.5,9.538134,5.961866,,
1698,31.15,42.287918,-11.137918,,
1699,29.133333,48.268036,-19.134703,,
1700,6.983333,22.001825,-15.018492,,
1701,14.333333,51.56566,-37.232327,,
1702,4.983333,66.30482,-61.321487,,
1703,23.383333,40.266663,-16.88333,,
1704,6.383333,2,4.383333,,
1705,11.583333,17.742775,-6.159442,,
1706,5.0833335,13.900198,-8.8168645,,
1707,8,32.38281,-24.38281,,
1708,17.866667,22.201569,-4.334902,,
1709,9.25,43.20877,-33.95877,,
1710,4.5833335,39.4615,-34.8781665,,
1711,8.116667,43.035454,-34.918787,,
1712,22.966667,49.739803,-26.773136,,
1713,16.533333,14.989054,1.544279,,
1714,30.133333,17.68283,12.450503,,
1715,39.633335,2,37.633335,,
1716,35.9,2,33.9,,
1717,28.416666,3.6927338,24.7239322,,
1718,28.383333,43.513474,-15.130141,,
1719,15.55,2,13.55,,
1720,16.316668,2,14.316668,,
1721,15.216666,2,13.216666,,
1722,20.85,43.197098,-22.347098,,
1723,23.1,22.833931,0.266069,,
1724,31.566668,26.476791,5.089877,,
1725,4,21.378033,-17.378033,,
1726,35.483334,2,33.483334,,
1727,5.6833334,23.518364,-17.8350306,,
1728,3.1166666,6.9162865,-3.7996199,,
1729,14.15,16.288284,-2.138284,,
1730,11.733334,40.194283,-28.460949,,
1731,53.95,2,51.95,,
1732,46.45,2,44.45,,
1733,5.4166665,31.21173,-25.7950635,,
1734,8.516666,2,6.516666,,
1735,47.65,2,45.65,,
1736,12.383333,27.912249,-15.528916,,
1737,8.6,30.398872,-21.798872,,
1738,30.716667,14.64006,16.076607,,
1739,7.15,7.3885956,-0.2385956,,
1740,10.25,35.21815,-24.96815,,
1741,31.4,2,29.4,,
1742,5.7833333,23.00917,-17.2258367,,
1743,12.116667,34.60322,-22.486553,,
1744,22.166666,72.7928,-50.626134,,
1745,3.5166667,12.613005,-9.0963383,,
1746,17.7,48.626644,-30.926644,,
1747,78.5,16.847092,61.652908,,
1748,15.766666,63.29545,-47.528784,,
1749,5.016667,51.96972,-46.953053,,
1750,6.4166665,14.850438,-8.4337715,,
1751,15.983334,9.913509,6.069825,,
1752,8.75,34.782425,-26.032425,,
1753,71.03333,30.205566,40.827764,,
1754,12.4,7.895485,4.504515,,
1755,5.0333333,5.682991,-0.6496577,,
1756,6.0333333,10.950602,-4.9172687,,
1757,8.05,11.236983,-3.186983,,
1758,10.783334,33.94419,-23.160856,,
1759,13.483334,34.78684,-21.303506,,
1760,19.583334,2,17.583334,,
1761,58.533333,2,56.533333,,
1762,5.35,20.855476,-15.505476,,
1763,2.55,15.456733,-12.906733,,
1764,13.533334,23.639708,-10.106374,,
1765,29.816668,24.375053,5.441615,,
1766,10.95,29.057358,-18.107358,,
1767,32.416668,12.198982,20.217686,,
1768,16.8,14.558346,2.241654,,
1769,28.1,2,26.1,,
1770,34.516666,2.6374893,31.8791767,,
1771,6.5333333,70.728294,-64.1949607,,
1772,22.383333,3.0595474,19.3237856,,
1773,67.46667,2,65.46667,,
1774,39.983334,19.513199,20.470135,,
1775,46.883335,33.045853,13.837482,,
1776,15.766666,41.91324,-26.146574,,
1777,35.883335,31.909008,3.974327,,
1778,64,2,62,,
1779,21.4,87.36967,-65.96967,,
1780,5.983333,21.511333,-15.528,,
1781,17.233334,16.043243,1.190091,,
1782,32.45,2,30.45,,
1783,18.983334,63.191296,-44.207962,,
1784,20.466667,48.688637,-28.22197,,
1785,9.1,33.14915,-24.04915,,
1786,6.1833334,48.712513,-42.5291796,,
1787,29.216667,31.009186,-1.792519,,
1788,6.8166666,5.1788597,1.6378069,,
1789,3.6166666,89.97641,-86.3597434,,
1790,6.0833335,13.100698,-7.0173645,,
1791,22,44.23385,-22.23385,,
1792,6.2833333,28.33587,-22.0525367,,
1793,33.55,2,31.55,,
1794,15.216666,2,13.216666,,
1795,14.016666,14.968727,-0.952061,,
1796,20.933332,55.286884,-34.353552,,
1797,3.3,7.297945,-3.997945,,
1798,45.333332,2,43.333332,,
1799,12,24.426464,-12.426464,,
1800,22.766666,25.971249,-3.204583,,
1801,16.833334,31.267685,-14.434351,,
1802,15.833333,37.495056,-21.661723,,
1803,14.85,30.896523,-16.046523,,
1804,5.7,11.546249,-5.846249,,
1805,9.2,33.806473,-24.606473,,
1806,7.4666667,53.055138,-45.5884713,,
1807,3.75,38.88929,-35.13929,,
1808,7.9,25.546524,-17.646524,,
1809,17.916666,16.995018,0.921648,,
1810,6.9666667,18.011326,-11.0446593,,
1811,26.4,9.2509,17.1491,,
1812,17.166666,8.034317,9.132349,,
1813,8.483334,7.405966,1.077368,,
1814,13.916667,2,11.916667,,
1815,18.016666,64.841606,-46.82494,,
1816,17.25,2,15.25,,
1817,6.2166667,2,4.2166667,,
1818,12.266666,42.133972,-29.867306,,
1819,17.166666,17.362324,-0.195658,,
1820,6.983333,2,4.983333,,
1821,16.916666,21.684423,-4.767757,,
1822,34.266666,36.662285,-2.395619,,
1823,23.133333,36.840652,-13.707319,,
1824,10.633333,13.017473,-2.38414,,
1825,9.55,26.306099,-16.756099,,
1826,45.416668,43.548965,1.867703,,
1827,13.366667,15.050602,-1.683935,,
1828,4.5833335,48.696285,-44.1129515,,
1829,4.633333,29.617867,-24.984534,,
1830,26.15,27.779503,-1.629503,,
1831,8.016666,16.676956,-8.66029,,
1832,20.283333,2,18.283333,,
1833,7.7833333,16.86764,-9.0843067,,
1834,6.366667,24.285084,-17.918417,,
1835,4.5666666,5.870886,-1.3042194,,
1836,82.066666,80.59955,1.467116,,
1837,18.933332,2,16.933332,,
1838,66.23333,34.0271,32.20623,,
1839,5.5333333,39.855694,-34.3223607,,
1840,11.316667,87.59057,-76.273903,,
1841,18.516666,73.24884,-54.732174,,
1842,64.433334,35.49711,28.936224,,
1843,16.933332,8.813675,8.119657,,
1844,8.5,24.84909,-16.34909,,
1845,17.35,52.864357,-35.514357,,
1846,5.5666666,24.07143,-18.5047634,,
1847,2.0166667,37.324535,-35.3078683,,
1848,4.5833335,8.187128,-3.6037945,,
1849,5.766667,10.603632,-4.836965,,
1850,20.65,26.162294,-5.512294,,
1851,19.466667,32.155342,-12.688675,,
1852,33.35,51.01934,-17.66934,,
1853,4.383333,2,2.383333,,
1854,10.65,24.592846,-13.942846,,
1855,5.0333333,33.695538,-28.6622047,,
1856,5.05,43.390038,-38.340038,,
1857,12.666667,11.696241,0.970426,,
1858,13.933333,48.37443,-34.441097,,
1859,53.016666,63.9791,-10.962434,,
1860,6.616667,2,4.616667,,
1861,5.6,36.316692,-30.716692,,
1862,14.85,2,12.85,,
1863,16.766666,51.363884,-34.597218,,
1864,15.683333,32.02893,-16.345597,,
1865,21.416666,24.294025,-2.877359,,
1866,3.45,6.5775394,-3.1275394,,
1867,34.783333,10.9598465,23.8234865,,
1868,13.966666,66.59094,-52.624274,,
1869,23.066668,2,21.066668,,
1870,31.683332,7.2199707,24.4633613,,
1871,34.083332,37.197227,-3.113895,,
1872,8.416667,2,6.416667,,
1873,14.066667,18.885654,-4.818987,,
1874,53.85,2,51.85,,
1875,18.033333,48.375214,-30.341881,,
1876,33.183334,2,31.183334,,
1877,21.866667,14.556274,7.310393,,
1878,16.016666,26.217722,-10.201056,,
1879,19.45,5.0827713,14.3672287,,
1880,14.566667,2,12.566667,,
1881,10.15,2,8.15,,
1882,20.55,19.6781,0.8719,,
1883,14.983334,21.697124,-6.71379,,
1884,29.6,30.873573,-1.273573,,
1885,13.55,30.307655,-16.757655,,
1886,18.816668,36.751213,-17.934545,,
1887,24.25,14.607082,9.642918,,
1888,15.633333,30.519032,-14.885699,,
1889,6.233333,23.920967,-17.687634,,
1890,4.55,56.61183,-52.06183,,
1891,3.65,31.21061,-27.56061,,
1892,11.516666,14.706127,-3.189461,,
1893,23.233334,2,21.233334,,
1894,10.483334,31.392262,-20.908928,,
1895,17.733334,26.256681,-8.523347,,
1896,14.45,103.55171,-89.10171,,
1897,6.0333333,32.173023,-26.1396897,,
1898,19.666666,34.737953,-15.071287,,
1899,30,41.21401,-11.21401,,
1900,9.033334,16.496738,-7.463404,,
1901,3.1166666,93.42766,-90.3109934,,
1902,14.433333,128.34991,-113.916577,,
1903,36.25,19.300072,16.949928,,
1904,15.283334,31.045328,-15.761994,,
1905,5.2166667,2,3.2166667,,
1906,21.516666,20.705948,0.810718,,
1907,11.583333,21.23382,-9.650487,,
1908,4.9666667,2,2.9666667,,
1909,9.916667,39.30688,-29.390213,,
1910,4.9333334,56.3097,-51.3763666,,
1911,20.533333,2,18.533333,,
1912,4,15.99372,-11.99372,,
1913,9.483334,2,7.483334,,
1914,9.35,37.46778,-28.11778,,
1915,2.75,30.672966,-27.922966,,
1916,8.233334,26.345875,-18.112541,,
1917,20.65,3.1245117,17.5254883,,
1918,5.55,74.58461,-69.03461,,
1919,8.783334,15.843246,-7.059912,,
1920,55.666668,85.13198,-29.465312,,
1921,6.85,10.090702,-3.240702,,
1922,14.2,67.45425,-53.25425,,
1923,9.683333,95.421646,-85.738313,,
1924,58.016666,2,56.016666,,
1925,7.7,47.01596,-39.31596,,
1926,66.98333,56.361393,10.621937,,
1927,12.966666,2,10.966666,,
1928,6.7833333,2,4.7833333,,
1929,8.4,6.4424553,1.9575447,,
1930,26.866667,2,24.866667,,
1931,18,13.386528,4.613472,,
1932,12.75,36.621834,-23.871834,,
1933,8.65,36.21302,-27.56302,,
1934,8.016666,41.059555,-33.042889,,
1935,10.483334,36.245262,-25.761928,,
1936,39.333332,8.718788,30.614544,,
1937,15,4.2575054,10.7424946,,
1938,18.6,72.38978,-53.78978,,
1939,7.016667,18.394888,-11.378221,,
1940,49.383335,75.0322,-25.648865,,
1941,28.6,5.997444,22.602556,,
1942,10.2,29.625206,-19.425206,,
1943,22.533333,51.81266,-29.279327,,
1944,31.816668,19.383698,12.43297,,
1945,61.583332,34.88344,26.699892,,
1946,38.716667,27.936554,10.780113,,
1947,4.8,34.109524,-29.309524,,
1948,8.55,76.7337,-68.1837,,
1949,24.1,87.176956,-63.076956,,
1950,13,4.0416336,8.9583664,,
1951,34.45,2,32.45,,
1952,53.716667,48.06376,5.652907,,
1953,17.416666,2,15.416666,,
1954,9,35.62771,-26.62771,,
1955,18.55,2,16.55,,
1956,39.966667,25.707737,14.25893,,
1957,9.616667,46.022453,-36.405786,,
1958,14.55,50.727936,-36.177936,,
1959,9.483334,3.973446,5.509888,,
1960,2.7166667,30.144054,-27.4273873,,
1961,117.38333,5.2179413,112.1653887,,
1962,7.9666667,33.697136,-25.7304693,,
1963,10.216666,20.30757,-10.090904,,
1964,35.366665,2,33.366665,,
1965,21.85,23.587135,-1.737135,,
1966,10.666667,22.918175,-12.251508,,
1967,16.183332,2,14.183332,,
1968,9.8,35.989735,-26.189735,,
1969,5.516667,41.62886,-36.112193,,
1970,3.95,10.9017105,-6.9517105,,
1971,22.633333,69.8835,-47.250167,,
1972,4.5666666,45.66443,-41.0977634,,
1973,5.3166666,38.65711,-33.3404434,,
1974,23.316668,2,21.316668,,
1975,10.2,32.894684,-22.694684,,
1976,7.7166667,21.200205,-13.4835383,,
1977,5.233333,7.6160545,-2.3827215,,
1978,18.983334,22.773441,-3.790107,,
1979,4.766667,56.71029,-51.943623,,
1980,58,42.0322,15.9678,,
1981,6.2,72.41704,-66.21704,,
1982,21.9,48.044315,-26.144315,,
1983,17.583334,10.887161,6.696173,,
1984,12.25,26.715456,-14.465456,,
1985,19.316668,27.932804,-8.616136,,
1986,12.05,37.006603,-24.956603,,
1987,9.65,30.272165,-20.622165,,
1988,11.55,28.410784,-16.860784,,
1989,4.0333333,19.77106,-15.7377267,,
1990,5,16.46715,-11.46715,,
1991,22.616667,36.658913,-14.042246,,
1992,64.9,2,62.9,,
1993,3.2,3.7906303,-0.5906303,,
1994,12.2,2,10.2,,
1995,15.983334,31.82162,-15.838286,,
1996,33.9,2,31.9,,
1997,11.416667,64.67634,-53.259673,,
1998,38.266666,2,36.266666,,
1999,7.45,34.591072,-27.141072,,
2000,17.1,29.801107,-12.701107,,
2001,6.75,19.72549,-12.97549,,
2002,19.516666,28.783714,-9.267048,,
2003,11.2,72.02709,-60.82709,,
2004,31.566668,2,29.566668,,
2005,53.966667,2,51.966667,,
2006,9.6,30.54649,-20.94649,,
2007,18.1,14.826628,3.273372,,
2008,13.85,7.472851,6.377149,,
2009,5.0666666,3.8988695,1.1677971,,
2010,48.366665,44.573936,3.792729,,
2011,7.4,19.61926,-12.21926,,
2012,12.533334,22.666504,-10.13317,,
2013,8,58.11106,-50.11106,,
2014,59.95,25.659454,34.290546,,
2015,20.266666,8.064133,12.202533,,
2016,7.983333,33.17187,-25.188537,,
2017,10.816667,12.865952,-2.049285,,
2018,59,45.652153,13.347847,,
2019,24.783333,2,22.783333,,
2020,2.3833334,19.370247,-16.9869136,,
2021,20.75,74.98515,-54.23515,,
2022,10.616667,49.381096,-38.764429,,
2023,9.7,47.19401,-37.49401,,
2024,6.9333334,31.23096,-24.2976266,,
2025,8.666667,2,6.666667,,
2026,10.616667,21.582993,-10.966326,,
2027,22.183332,38.434673,-16.251341,,
2028,17.583334,44.889645,-27.306311,,
2029,11.033334,18.687696,-7.654362,,
2030,5.35,32.065384,-26.715384,,
2031,27.683332,33.038223,-5.354891,,
2032,7.8,26.544727,-18.744727,,
2033,43.95,20.805016,23.144984,,
2034,7.9,22.875221,-14.975221,,
2035,3.6333334,21.726303,-18.0929696,,
2036,19.65,8.74976,10.90024,,
2037,10.266666,23.751217,-13.484551,,
2038,6,12.59984,-6.59984,,
2039,2.6666667,34.051865,-31.3851983,,
2040,4.516667,22.039986,-17.523319,,
2041,39.016666,84.33909,-45.322424,,
2042,18.8,2,16.8,,
2043,10.483334,48.072487,-37.589153,,
2044,5.266667,6.2509174,-0.9842504,,
2045,4.5666666,44.440304,-39.8736374,,
2046,8.1,69.166626,-61.066626,,
2047,13.016666,7.273163,5.743503,,
2048,21.466667,2,19.466667,,
2049,8.45,4.219639,4.230361,,
2050,19.3,10.74823,8.55177,,
2051,16.25,9.662216,6.587784,,
2052,20.183332,45.45804,-25.274708,,
2053,75.85,37.16483,38.68517,,
2054,27.133333,29.389397,-2.256064,,
2055,3.8666666,43.790756,-39.9240894,,
2056,22.25,27.66072,-5.41072,,
2057,37.933334,2,35.933334,,
2058,50.35,38.889904,11.460096,,
2059,41.266666,2,39.266666,,
2060,15.966666,20.740625,-4.773959,,
2061,6.9666667,16.75204,-9.7853733,,
2062,26.383333,2,24.383333,,
2063,27.433332,47.312347,-19.879015,,
2064,21.6,16.12447,5.47553,,
2065,18.116667,33.20389,-15.087223,,
2066,13,13.133084,-0.133084,,
2067,63.6,2,61.6,,
2068,5.5,51.618584,-46.118584,,
2069,10.966666,17.542818,-6.576152,,
2070,15.383333,32.723755,-17.340422,,
